row_id,target,expected,token_id,reference,surface,normalized_surface,lemma,gram_class,case,gender,number,person,mood,tense,voice,decision,reason,source
SG-28,ayā,INS.SG demonstrative or adverbial,b02_h006_02_zur_a_01,RV 2.6.2a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b02_h006_02_zur_c_01,RV 2.6.2c,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b02_h009_06_zur_a_02,RV 2.9.6a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h009_06_zur_a_05,RV 2.9.6a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h011_04_zur_c_05,RV 2.11.4c,asmé,asme,ahám,pronoun,DAT,,PL,,,,,accepted,dat plural pronoun,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h011_04_zur_d_01,RV 2.11.4d,dā́sīḥ,dāsīḥ,dā́sī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h011_13_zur_d_01,RV 2.11.13d,asmé,asme,ahám,pronoun,DAT,,PL,,,,,accepted,dat plural pronoun,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h011_14_zur_a_05,RV 2.11.14a,asmé,asme,ahám,pronoun,DAT,,PL,,,,,accepted,dat plural pronoun,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b02_h012_04_zur_a_02,RV 2.12.4a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h013_09_zur_a_01,RV 2.13.9a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b02_h013_10_zur_c_04,RV 2.13.10c,páñca,pañca,páñca-,nominal stem,ACC,,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h013_11_zur_d_01,RV 2.13.11d,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h014_06_zur_a_03,RV 2.14.6a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h014_06_zur_c_03,RV 2.14.6c,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b02_h014_06_zur_c_05,RV 2.14.6c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h014_07_zur_a_03,RV 2.14.7a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b02_h014_07_zur_a_05,RV 2.14.7a,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h020_07_zur_b_02,RV 2.20.7b,dā́sīḥ,dāsīḥ,dā́sī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b02_h021_05_zur_b_01,RV 2.21.5b,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h021_06_zur_b_04,RV 2.21.6b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b02_h024_01_zur_b_01,RV 2.24.1b,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h024_05_zur_d_01,RV 2.24.5d,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b02_h024_10_zur_c_01,RV 2.24.10c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b02_h027_08_zur_b_01,RV 2.27.8b,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b02_h027_09_zur_a_01,RV 2.27.9a,trī́,trī,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h027_10_zur_c_01,RV 2.27.10c,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b02_h030_10_zur_b_03,RV 2.30.10b,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-16,śami,INS.SG.F,b02_h031_06_zur_d_05,RV 2.31.6d,śámi,śami,śámī-,nominal stem,INS,F,SG,,,,,accepted,instrumental singular feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b02_h033_02_zur_b_01,RV 2.33.2b,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h033_12_zur_d_05,RV 2.33.12d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h033_13_zur_a_01,RV 2.33.13a,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h033_13_zur_b_01,RV 2.33.13b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h033_13_zur_b_04,RV 2.33.13b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b02_h033_13_zur_c_01,RV 2.33.13c,yā́ni,yāni,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h034_12_zur_c_03,RV 2.34.12c,rāmī́ḥ,rāmīḥ,rāmī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b02_h034_14_zur_b_04,RV 2.34.14b,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b02_h034_14_zur_c_04,RV 2.34.14c,páñca,pañca,páñca-,nominal stem,ACC,M,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b02_h035_03_zur_b_03,RV 2.35.3b,nadyàḥ,nadyaḥ,nadī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h035_04_zur_c_05,RV 2.35.4c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h035_05_zur_a_04,RV 2.35.5a,nā́rīḥ,nārīḥ,nā́rī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h035_05_zur_b_02,RV 2.35.5b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h035_09_zur_d_04,RV 2.35.9d,yahvī́ḥ,yahvīḥ,yahvī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b02_h035_14_zur_d_05,RV 2.35.14d,yahvī́ḥ,yahvīḥ,yahvī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h039_06_zur_d_05,RV 2.39.6d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b02_h040_04_zur_d_06,RV 2.40.4d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b02_h041_18_zur_a_01,RV 2.41.18a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b02_h041_18_zur_c_01,RV 2.41.18c,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h001_04_zur_a_04,RV 3.1.4a,yahvī́ḥ,yahvīḥ,yahvī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h001_05_zur_d_01,RV 3.1.5d,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h001_06_zur_b_02,RV 3.1.6b,yahvī́ḥ,yahvīḥ,yahvī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h001_06_zur_d_05,RV 3.1.6d,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h001_19_zur_c_01,RV 3.1.19c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h001_20_zur_c_05,RV 3.1.20c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h001_23_zur_d_06,RV 3.1.23d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h004_01_zur_a_04,RV 3.4.1a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h004_08_zur_d_02,RV 3.4.8d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h005_11_zur_d_06,RV 3.5.11d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h006_08_zur_d_02,RV 3.6.8d,rathyàḥ,rathyaḥ,rathī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h006_11_zur_d_06,RV 3.6.11d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h007_01_zur_b_05,RV 3.7.1b,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h007_02_zur_b_01,RV 3.7.2b,devī́ḥ,devīḥ,devī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h007_11_zur_d_06,RV 3.7.11d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h008_06_zur_d_02,RV 3.8.6d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b03_h009_09_zur_a_01,RV 3.9.9a,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b03_h009_09_zur_a_03,RV 3.9.9a,trī́,trī,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h010_08_zur_b_02,RV 3.10.8b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b03_h012_02_zur_c_01,RV 3.12.2c,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h012_06_zur_b_01,RV 3.12.6b,dāsápatnīḥ,dāsapatnīḥ,dāsápatnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b03_h014_07_zur_a_04,RV 3.14.7a,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h014_07_zur_a_05,RV 3.14.7a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h015_07_zur_d_06,RV 3.15.7d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b03_h017_03_zur_a_01,RV 3.17.3a,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b03_h020_02_zur_a_02,RV 3.20.2a,trī́,trī,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b03_h020_02_zur_a_05,RV 3.20.2a,trī́,trī,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h021_01_zur_b_01,RV 3.21.1b,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h022_05_zur_d_06,RV 3.22.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h023_05_zur_d_06,RV 3.23.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h030_02_zur_c_05,RV 3.30.2c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h030_10_zur_d_03,RV 3.30.10d,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h030_18_zur_d_01,RV 3.30.18d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h030_19_zur_c_05,RV 3.30.19c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h031_13_zur_d_03,RV 3.31.13d,táviṣīḥ,taviṣīḥ,táviṣī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h032_06_zur_d_03,RV 3.32.6d,devī́ḥ,devīḥ,devī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b03_h033_04_zur_a_01,RV 3.33.4a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h033_04_zur_d_03,RV 3.33.4d,nadyàḥ,nadyaḥ,nadī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h034_05_zur_c_02,RV 3.34.5c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h034_08_zur_b_05,RV 3.34.8b,devī́ḥ,devīḥ,devī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h034_10_zur_a_02,RV 3.34.10a,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h035_01_zur_c_04,RV 3.35.1c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h036_10_zur_a_01,RV 3.36.10a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h036_10_zur_c_01,RV 3.36.10c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b03_h036_10_zur_c_02,RV 3.36.10c,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h036_10_zur_d_01,RV 3.36.10d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b03_h037_09_zur_b_01,RV 3.37.9b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h038_02_zur_c_04,RV 3.38.2c,praṇyàḥ,praṇyaḥ,praṇī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h038_04_zur_b_01,RV 3.38.4b,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b03_h038_06_zur_a_01,RV 3.38.6a,trī́ṇi,trīṇi,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b03_h039_02_zur_d_03,RV 3.39.2d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h041_03_zur_a_01,RV 3.41.3a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b03_h044_02_zur_d_04,RV 3.44.2d,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b03_h054_05_zur_d_02,RV 3.54.5d,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h054_14_zur_d_04,RV 3.54.14d,jánitrīḥ,janitrīḥ,jánitrī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b03_h054_21_zur_b_03,RV 3.54.21b,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-16,śami,INS.SG.F,b03_h055_03_zur_b_01,RV 3.55.3b,śámi,śami,śámī-,nominal stem,INS,F,SG,,,,,accepted,instrumental singular feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b03_h055_19_zur_c_01,RV 3.55.19c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
