group_id,citation_slp1,source_code,gana,source_gloss_slp1,decision,merged,review_id,batch_outcome,assignment_reductions
citation-0af7f0329693,kzi\,01.0269,1,kzaye,retain_distinct_meanings,False,IR109,retain_distinct_meanings,0
citation-0af7f0329693,kzi\,05.0033,5,hiMsAyAm,retain_distinct_meanings,False,IR109,retain_distinct_meanings,0
citation-0af7f0329693,kzi\,06.0143,6,nivAsagatyoH,retain_distinct_meanings,False,IR109,retain_distinct_meanings,0
citation-adcdd4489585,kzuBa~,04.0154,4,saYcalane,merge_shared_meanings,False,IR110,merge_shared_meanings,0
citation-adcdd4489585,kzuBa~,09.0055,9,saYcalane,merge_shared_meanings,True,IR110,merge_shared_meanings,1
citation-2fcfaa53afa9,lUza~,01.0771,1,BUzAyAm,retain_distinct_meanings,False,IR111,retain_distinct_meanings,0
citation-2fcfaa53afa9,lUza~,10.0100,10,hiMsAyAm,retain_distinct_meanings,False,IR111,retain_distinct_meanings,0
citation-920dc56399d9,laGi~,10.0291,10,BAzAyAm,open,False,IR112,open,0
citation-920dc56399d9,laGi~,10.0327,10,BAzAyAm,open,False,IR112,open,0
citation-6f75d2eabc74,labi~\,01.0437,1,Sabde,merge_shared_meanings,False,IR113,merge_shared_meanings,0
citation-6f75d2eabc74,labi~\,01.0439,1,avasraMsane Sabde ca,merge_shared_meanings,False,IR113,merge_shared_meanings,1
citation-c0ab1de47264,laja~,01.0271,1,Barjane,retain_distinct_meanings,False,IR114,retain_distinct_meanings,0
citation-c0ab1de47264,laja~,10.0016,10,apavAraRe,retain_distinct_meanings,False,IR114,retain_distinct_meanings,0
citation-9fc4a25854ea,laji~,01.0272,1,Barjane,open,False,IR115,open,0
citation-9fc4a25854ea,laji~,10.0048,10,hiMsAbalAdAnaniketanezu,open,False,IR115,open,0
citation-9fc4a25854ea,laji~,10.0315,10,BAzAyAm,open,False,IR115,open,0
citation-9fc4a25854ea,laji~,10.0465,10,prakASane,open,False,IR115,open,0
citation-d71db5b0bdec,lakza~,10.0006,10,darSanANkanayoH,open,False,IR116,open,0
citation-d71db5b0bdec,lakza~,10.0219,10,Alocane,open,False,IR116,open,0
citation-38a9f747dfdd,lala~,01.0416,1,vilAse,retain_distinct_meanings,False,IR117,retain_distinct_meanings,0
citation-38a9f747dfdd,lala~,10.0210,10,IpsAyAm,retain_distinct_meanings,False,IR117,retain_distinct_meanings,0
citation-023fb3d36e88,laqa~,01.0415,1,vilAse,open,False,IR118,open,0
citation-023fb3d36e88,laqa~,01.0926,1,vilAse jihvonmaTane ca,open,False,IR118,open,0
citation-023fb3d36e88,laqa~,10.0010,10,upasevAyAm,open,False,IR118,open,0
citation-b9c48220e9cf,lasa~,01.0811,1,SlezaRakrIqanayoH,retain_distinct_meanings,False,IR119,retain_distinct_meanings,0
citation-b9c48220e9cf,lasa~,10.0253,10,Silpayoge,retain_distinct_meanings,False,IR119,retain_distinct_meanings,0
citation-1ac627cb20f5,lawa~,01.0335,1,bAlye,retain_distinct_meanings,False,IR120,retain_distinct_meanings,0
citation-1ac627cb20f5,lawa~,10.0359,10,BAzAyAm,retain_distinct_meanings,False,IR120,retain_distinct_meanings,0
citation-def7adc67b7b,ligi~,01.0165,1,gatO,retain_distinct_meanings,False,IR121,retain_distinct_meanings,0
citation-def7adc67b7b,ligi~,10.0267,10,citrIkaraRe,retain_distinct_meanings,False,IR121,retain_distinct_meanings,0
citation-9bc57b449d48,luBa~,04.0153,4,gArdDye,retain_distinct_meanings,False,IR122,retain_distinct_meanings,0
citation-9bc57b449d48,luBa~,06.0025,6,vimohane,retain_distinct_meanings,False,IR122,retain_distinct_meanings,0
citation-721545db4933,luWa~,01.0390,1,upaGAte,retain_distinct_meanings,False,IR123,retain_distinct_meanings,0
citation-721545db4933,luWa~,04.0134,4,viloqane,retain_distinct_meanings,False,IR123,retain_distinct_meanings,0
citation-721545db4933,luWa~,06.0110,6,saMSlezaRe,retain_distinct_meanings,False,IR123,retain_distinct_meanings,0
citation-c2ee813903a4,luWi~,01.0374,1,steye,retain_distinct_meanings,False,IR124,retain_distinct_meanings,0
citation-c2ee813903a4,luWi~,01.0398,1,Alasye pratiGAte ca,retain_distinct_meanings,False,IR124,retain_distinct_meanings,0
citation-c2ee813903a4,luWi~,01.0401,1,gatO,retain_distinct_meanings,False,IR124,retain_distinct_meanings,0
citation-8c3802451575,lubi~,01.0493,1,ardane,retain_distinct_meanings,False,IR125,retain_distinct_meanings,0
citation-8c3802451575,lubi~,10.0159,10,adarSane,retain_distinct_meanings,False,IR125,retain_distinct_meanings,0
citation-c4989d9b630d,luji~,10.0049,10,hiMsAbalAdAnaniketanezu,retain_distinct_meanings,False,IR126,retain_distinct_meanings,0
citation-c4989d9b630d,luji~,10.0289,10,BAzAyAm,retain_distinct_meanings,False,IR126,retain_distinct_meanings,0
citation-064bf4f986b9,luwa~,01.0351,1,viloqane,merge_shared_meanings,False,IR127,merge_shared_meanings,0
citation-064bf4f986b9,luwa~,04.0133,4,viloqane,merge_shared_meanings,True,IR127,merge_shared_meanings,1
citation-064bf4f986b9,luwa~,06.0109,6,saMSlezaRe,merge_shared_meanings,False,IR127,merge_shared_meanings,0
citation-064bf4f986b9,luwa~,10.0284,10,BAzAyAm,merge_shared_meanings,False,IR127,merge_shared_meanings,0
citation-1eb0ada3f672,mA\N,03.0007,3,mAne Sabde ca,open,False,IR128,open,0
citation-1eb0ada3f672,mA\N,04.0037,4,mAne,open,False,IR128,open,0
citation-cd8b209280bf,mAna~,10.0233,10,stamBe,retain_distinct_meanings,False,IR129,retain_distinct_meanings,0
citation-cd8b209280bf,mAna~,10.0381,10,pUjAyAm,retain_distinct_meanings,False,IR129,retain_distinct_meanings,0
citation-fe42a4701d82,mUla~,01.0607,1,pratizWAyAm,retain_distinct_meanings,False,IR130,retain_distinct_meanings,0
citation-fe42a4701d82,mUla~,10.0092,10,rohaRe,retain_distinct_meanings,False,IR130,retain_distinct_meanings,0
citation-974e99a18191,madI~,01.0927,1,harzaglepanayoH,merge_shared_meanings,False,IR131,merge_shared_meanings,0
citation-974e99a18191,madI~,04.0105,4,harze glepane ca,merge_shared_meanings,False,IR131,merge_shared_meanings,1
citation-8f572f32598a,manTa~,01.0048,1,viloqane,merge_shared_meanings,False,IR132,merge_shared_meanings,0
citation-8f572f32598a,manTa~,09.0047,9,viloqane,merge_shared_meanings,True,IR132,merge_shared_meanings,1
citation-8871e63db145,maqi~,01.0361,1,BUzAyAm,merge_shared_meanings,False,IR133,merge_shared_meanings,0
citation-8871e63db145,maqi~,10.0076,10,BUzAyAM harze ca,merge_shared_meanings,False,IR133,merge_shared_meanings,1
citation-4ee5d4ff59a6,mfjU~,02.0061,2,SudDO,merge_shared_meanings,False,IR134,merge_shared_meanings,0
citation-4ee5d4ff59a6,mfjU~,10.0386,10,SOcAlaNkArayoH,merge_shared_meanings,False,IR134,merge_shared_meanings,1
citation-23d4821c4b23,mfqa~,06.0053,6,suKane,merge_shared_meanings,False,IR135,merge_shared_meanings,0
citation-23d4821c4b23,mfqa~,09.0052,9,kzode suKe ca,merge_shared_meanings,False,IR135,merge_shared_meanings,1
citation-7206e9a0cf1e,mfza~^,04.0060,4,titikzAyAm,merge_shared_meanings,False,IR136,merge_shared_meanings,0
citation-7206e9a0cf1e,mfza~^,10.0387,10,titikzAyAm,merge_shared_meanings,True,IR136,merge_shared_meanings,1
citation-fc1744274178,mleCa~,01.0233,1,avyakte Sabde,merge_shared_meanings,False,IR137,merge_shared_meanings,0
citation-fc1744274178,mleCa~,10.0170,10,avyaktAyAM vAci,merge_shared_meanings,True,IR137,merge_shared_meanings,1
citation-031194aab81f,mrakza~,01.0755,1,saNGAte,retain_distinct_meanings,False,IR138,retain_distinct_meanings,0
citation-031194aab81f,mrakza~,10.0168,10,mlecCane,retain_distinct_meanings,False,IR138,retain_distinct_meanings,0
citation-3e7266415765,muwa~,01.0366,1,mardane,merge_shared_meanings,False,IR139,merge_shared_meanings,0
citation-3e7266415765,muwa~,06.0101,6,AkzepamardanayoH,merge_shared_meanings,False,IR139,merge_shared_meanings,1
citation-3e7266415765,muwa~,10.0104,10,saYcUrRane,merge_shared_meanings,False,IR139,merge_shared_meanings,0
citation-e7685163a771,muza~,01.0796,1,hiMsAyAm,retain_distinct_meanings,False,IR140,retain_distinct_meanings,0
citation-e7685163a771,muza~,09.0066,9,steye,retain_distinct_meanings,False,IR140,retain_distinct_meanings,0
citation-7c882140fdec,nF,01.0921,1,naye,open,False,IR141,open,0
citation-7c882140fdec,nF,09.0030,9,naye,open,False,IR141,open,0
citation-232a875dc838,pA\,01.1074,1,pAne,retain_distinct_meanings,False,IR142,retain_distinct_meanings,0
citation-232a875dc838,pA\,02.0051,2,rakzaRe,retain_distinct_meanings,False,IR142,retain_distinct_meanings,0
citation-3543eb80bdb7,pF,03.0004,3,pAlanapUraRayoH,merge_shared_meanings,False,IR143,merge_shared_meanings,0
citation-3543eb80bdb7,pF,09.0022,9,pAlanapUraRayoH,merge_shared_meanings,True,IR143,merge_shared_meanings,2
citation-3543eb80bdb7,pF,10.0022,10,pUraRe,merge_shared_meanings,True,IR143,merge_shared_meanings,1
citation-ec2181be2b0c,pUla~,01.0606,1,saNGAte,merge_shared_meanings,False,IR144,merge_shared_meanings,0
citation-ec2181be2b0c,pUla~,10.0138,10,saNGAte,merge_shared_meanings,True,IR144,merge_shared_meanings,1
citation-94d1be7e57bf,pakza~,01.0757,1,parigrahe,open,False,IR145,open,0
citation-94d1be7e57bf,pakza~,10.0024,10,parigrahe,open,False,IR145,open,0
citation-aaadfb6a878c,pala~,01.0973,1,gatO,retain_distinct_meanings,False,IR146,retain_distinct_meanings,0
citation-aaadfb6a878c,pala~,10.0099,10,rakzaRe,retain_distinct_meanings,False,IR146,retain_distinct_meanings,0
citation-039c8a5abaf0,pawa~,01.0333,1,gatO,retain_distinct_meanings,False,IR147,retain_distinct_meanings,0
citation-039c8a5abaf0,pawa~,10.0282,10,BAzAyAm,retain_distinct_meanings,False,IR147,retain_distinct_meanings,0
citation-3da86bfaab0f,pf\,03.0005,3,pAlanapUraRayoH,retain_distinct_meanings,False,IR148,retain_distinct_meanings,0
citation-3da86bfaab0f,pf\,05.0013,5,prItO,retain_distinct_meanings,False,IR148,retain_distinct_meanings,0
citation-51a95d2e81c9,piji~,10.0047,10,hiMsAbalAdAnaniketanezu,retain_distinct_meanings,False,IR149,retain_distinct_meanings,0
citation-51a95d2e81c9,piji~,10.0287,10,BAzAyAm,retain_distinct_meanings,False,IR149,retain_distinct_meanings,0
citation-61137651008f,pluza~,04.0009,4,dAhe,merge_shared_meanings,False,IR150,merge_shared_meanings,0
citation-61137651008f,pluza~,04.0122,4,dAhe,merge_shared_meanings,True,IR150,merge_shared_meanings,1
citation-61137651008f,pluza~,09.0064,9,snehanasevanapUraRezu,merge_shared_meanings,False,IR150,merge_shared_meanings,0
citation-02939477136d,puRa~,06.0059,6,karmaRi SuBe,retain_distinct_meanings,False,IR151,retain_distinct_meanings,0
citation-02939477136d,puRa~,10.0133,10,saNGAte,retain_distinct_meanings,False,IR151,retain_distinct_meanings,0
citation-43f8626bd9fa,puTa~,04.0013,4,hiMsAyAm,retain_distinct_meanings,False,IR152,retain_distinct_meanings,0
citation-43f8626bd9fa,puTa~,10.0306,10,BAzAyAm,retain_distinct_meanings,False,IR152,retain_distinct_meanings,0
citation-d461c4d73c93,pula~,01.0975,1,mahattve,merge_shared_meanings,False,IR153,merge_shared_meanings,0
citation-d461c4d73c93,pula~,10.0090,10,mahattve,merge_shared_meanings,True,IR153,merge_shared_meanings,1
citation-d461c4d73c93,pula~,10.0131,10,saNGAte,merge_shared_meanings,False,IR153,merge_shared_meanings,0
citation-3e1b06d56211,puqa~,01.0367,1,mardane,retain_distinct_meanings,False,IR154,retain_distinct_meanings,0
citation-3e1b06d56211,puqa~,06.0114,6,utsarge,retain_distinct_meanings,False,IR154,retain_distinct_meanings,0
citation-5d32f4edc9e4,puwa~,06.0094,6,saMSlezaRe,retain_distinct_meanings,False,IR155,retain_distinct_meanings,0
citation-5d32f4edc9e4,puwa~,10.0283,10,BAzAyAm,retain_distinct_meanings,False,IR155,retain_distinct_meanings,0
citation-f7496836af25,puza~,01.0797,1,puzwO,merge_shared_meanings,False,IR156,merge_shared_meanings,0
citation-f7496836af25,puza~,04.0121,4,viBAge,merge_shared_meanings,False,IR156,merge_shared_meanings,0
citation-f7496836af25,puza~,09.0065,9,puzwO,merge_shared_meanings,True,IR156,merge_shared_meanings,1
citation-f7496836af25,puza~,10.0280,10,DAraRe,merge_shared_meanings,False,IR156,merge_shared_meanings,0
citation-43d38de23388,qIN,01.1123,1,vihAyasA gatO,merge_shared_meanings,False,IR157,merge_shared_meanings,0
citation-43d38de23388,qIN,04.0030,4,vihAyasA gatO,merge_shared_meanings,True,IR157,merge_shared_meanings,1
citation-0ecacddd410c,qipa~,04.0145,4,kzepe,merge_shared_meanings,False,IR158,merge_shared_meanings,0
citation-0ecacddd410c,qipa~,06.0098,6,kzepe,merge_shared_meanings,True,IR158,merge_shared_meanings,1
citation-0ecacddd410c,qipa~,10.0189,10,kzepe,merge_shared_meanings,True,IR158,merge_shared_meanings,1
citation-0ecacddd410c,qipa~,10.0197,10,saNGAte,merge_shared_meanings,False,IR158,merge_shared_meanings,0
citation-9ddf90ae1a46,rA\Da~,04.0077,4,vfdDisidDidrohadEvaparyAlocanAdizu ca,merge_shared_meanings,False,IR159,merge_shared_meanings,0
citation-9ddf90ae1a46,rA\Da~,05.0018,5,saMsidDO,merge_shared_meanings,True,IR159,merge_shared_meanings,1
citation-17d6bf045017,raRa~,01.0513,1,Sabde,open,False,IR160,open,0
citation-17d6bf045017,raRa~,01.0904,1,gatO Sabde ca,open,False,IR160,open,0
citation-3cb1e1d2edd5,ra\nja~^,01.1154,1,rAge,merge_shared_meanings,False,IR161,merge_shared_meanings,0
citation-3cb1e1d2edd5,ra\nja~^,04.0063,4,rAge,merge_shared_meanings,True,IR161,merge_shared_meanings,1
citation-f1c01bdeae94,raha~,01.0832,1,tyAge,merge_shared_meanings,False,IR162,merge_shared_meanings,0
citation-f1c01bdeae94,raha~,10.0122,10,tyAge,merge_shared_meanings,True,IR162,merge_shared_meanings,1
citation-48d0a90a7ae5,rahi~,01.0833,1,gatO,retain_distinct_meanings,False,IR163,retain_distinct_meanings,0
citation-48d0a90a7ae5,rahi~,10.0329,10,BAzAyAm,retain_distinct_meanings,False,IR163,retain_distinct_meanings,0
citation-fd26ebd65712,rawa~,01.0334,1,pariBAzaRe,open,False,IR164,open,0
citation-fd26ebd65712,rawa~,01.0387,1,pariBAzaRe,open,False,IR164,open,0
citation-512ff3ae42bb,ri\,05.0032,5,hiMsAyAm,retain_distinct_meanings,False,IR165,retain_distinct_meanings,0
citation-512ff3ae42bb,ri\,06.0140,6,gatO,retain_distinct_meanings,False,IR165,retain_distinct_meanings,0
citation-d8afc2032971,riza~,01.0790,1,hiMsAyAm,open,False,IR166,open,0
citation-d8afc2032971,riza~,04.0144,4,hiMsAyAm,open,False,IR166,open,0
citation-338dbad19854,ruWa~,01.0389,1,upaGAte,retain_distinct_meanings,False,IR167,retain_distinct_meanings,0
citation-338dbad19854,ruWa~,10.0491,10,BAzAyAm,retain_distinct_meanings,False,IR167,retain_distinct_meanings,0
citation-e191d37718ea,ruWi~,01.0373,1,steye,retain_distinct_meanings,False,IR168,retain_distinct_meanings,0
citation-e191d37718ea,ruWi~,01.0400,1,gatO,retain_distinct_meanings,False,IR168,retain_distinct_meanings,0
citation-9a567a7458ef,ruwa~,10.0188,10,roze,retain_distinct_meanings,False,IR169,retain_distinct_meanings,0
citation-9a567a7458ef,ruwa~,10.0314,10,BAzAyAm,retain_distinct_meanings,False,IR169,retain_distinct_meanings,0
citation-aa91487ae3b2,ruza~,01.0789,1,hiMsAyAm,open,False,IR170,open,0
citation-aa91487ae3b2,ruza~,04.0143,4,hiMsAyAm,open,False,IR170,open,0
citation-aa91487ae3b2,ruza~,10.0187,10,roze,open,False,IR170,open,0
citation-a8e1a8e70a70,sPuwa~,06.0100,6,vikasane,retain_distinct_meanings,False,IR171,retain_distinct_meanings,0
citation-a8e1a8e70a70,sPuwa~,10.0247,10,Bedane,retain_distinct_meanings,False,IR171,retain_distinct_meanings,0
citation-7a7ab1aa2e61,sPuwi~,01.0380,1,viSaraRe,retain_distinct_meanings,False,IR172,retain_distinct_meanings,0
citation-7a7ab1aa2e61,sPuwi~,10.0005,10,parihAse,retain_distinct_meanings,False,IR172,retain_distinct_meanings,0
citation-07baebb8f1ab,sf\,01.1085,1,gatO,merge_shared_meanings,False,IR173,merge_shared_meanings,0
citation-07baebb8f1ab,sf\,03.0018,3,gatO,merge_shared_meanings,True,IR173,merge_shared_meanings,1
citation-c7755718a4d1,smf\,01.0919,1,ADyAne,retain_distinct_meanings,False,IR174,retain_distinct_meanings,0
citation-c7755718a4d1,smf\,01.1082,1,cintAyAm,retain_distinct_meanings,False,IR174,retain_distinct_meanings,0
citation-c7755718a4d1,smf\,05.0015,5,prItibalanayoH,retain_distinct_meanings,False,IR174,retain_distinct_meanings,0
citation-bb84bb57372e,sranBu~\,01.0459,1,pramAde,retain_distinct_meanings,False,IR175,retain_distinct_meanings,0
citation-bb84bb57372e,sranBu~\,01.0861,1,viSvAse,retain_distinct_meanings,False,IR175,retain_distinct_meanings,0
citation-44049fb262a7,svana~,01.0932,1,avataMsane,retain_distinct_meanings,False,IR176,retain_distinct_meanings,0
citation-44049fb262a7,svana~,01.0961,1,Sabde,retain_distinct_meanings,False,IR176,retain_distinct_meanings,0
citation-27e39b4d372a,ta\pa~,01.1140,1,santApe,retain_distinct_meanings,False,IR177,retain_distinct_meanings,0
citation-27e39b4d372a,ta\pa~,10.0350,10,dAhe,retain_distinct_meanings,False,IR177,retain_distinct_meanings,0
citation-bb46b444961c,taqa~,10.0064,10,AGAte,retain_distinct_meanings,False,IR178,retain_distinct_meanings,0
citation-bb46b444961c,taqa~,10.0332,10,BAzAyAm,retain_distinct_meanings,False,IR178,retain_distinct_meanings,0
citation-bed652e30ad4,tarja~,01.0259,1,Bartsane,merge_shared_meanings,False,IR179,merge_shared_meanings,0
citation-bed652e30ad4,tarja~,10.0201,10,tarjane,merge_shared_meanings,True,IR179,merge_shared_meanings,1
citation-eb5c99f54422,tfha~,01.0942,1,vfdDO,retain_distinct_meanings,False,IR180,retain_distinct_meanings,0
citation-eb5c99f54422,tfha~,07.0018,7,hiMsAyAm,retain_distinct_meanings,False,IR180,retain_distinct_meanings,0
citation-7db585fa0424,tfpa~,05.0028,5,prIRane,merge_shared_meanings,False,IR181,merge_shared_meanings,0
citation-7db585fa0424,tfpa~,06.0028,6,tfptO,merge_shared_meanings,False,IR181,merge_shared_meanings,0
citation-7db585fa0424,tfpa~,10.0351,10,tfptO sandIpane prIRane ca,merge_shared_meanings,False,IR181,merge_shared_meanings,1
citation-7db585fa0424,tfpa~,10.0355,10,dIpane sandIpane,merge_shared_meanings,False,IR181,merge_shared_meanings,0
citation-42bcebd01a10,tila~,01.0612,1,gatO,merge_shared_meanings,False,IR182,merge_shared_meanings,0
citation-42bcebd01a10,tila~,06.0081,6,snehane,merge_shared_meanings,False,IR182,merge_shared_meanings,0
citation-42bcebd01a10,tila~,10.0096,10,snehane,merge_shared_meanings,True,IR182,merge_shared_meanings,1
citation-594804c610e9,truwa~,06.0102,6,Cedane,merge_shared_meanings,False,IR183,merge_shared_meanings,0
citation-594804c610e9,truwa~,10.0221,10,Cedane,merge_shared_meanings,True,IR183,merge_shared_meanings,1
citation-f5ad08df5dec,tuBa~,04.0156,4,hiMsAyAm,merge_shared_meanings,False,IR184,merge_shared_meanings,0
citation-f5ad08df5dec,tuBa~,09.0057,9,hiMsAyAm,merge_shared_meanings,True,IR184,merge_shared_meanings,1
citation-81271ef8148d,tuPa~,01.0474,1,hiMsAyAm,merge_shared_meanings,False,IR185,merge_shared_meanings,0
citation-81271ef8148d,tuPa~,06.0034,6,hiMsAyAm,merge_shared_meanings,True,IR185,merge_shared_meanings,1
citation-06a563ec409d,tubi~,01.0494,1,ardane,retain_distinct_meanings,False,IR186,retain_distinct_meanings,0
citation-06a563ec409d,tubi~,10.0160,10,adarSane,retain_distinct_meanings,False,IR186,retain_distinct_meanings,0
citation-27b818faced1,tuja~,01.0277,1,hiMsAyAm,merge_shared_meanings,False,IR187,merge_shared_meanings,0
citation-27b818faced1,tuja~,10.0044,10,hiMsAbalAdAnaniketanezu,merge_shared_meanings,False,IR187,merge_shared_meanings,1
citation-3c3f4acfd91b,tuji~,01.0278,1,pAlane,retain_distinct_meanings,False,IR188,retain_distinct_meanings,0
citation-3c3f4acfd91b,tuji~,10.0045,10,hiMsAbalAdAnaniketanezu,retain_distinct_meanings,False,IR188,retain_distinct_meanings,0
citation-3c3f4acfd91b,tuji~,10.0285,10,BAzAyAm,retain_distinct_meanings,False,IR188,retain_distinct_meanings,0
citation-8940196933de,tunPa~,01.0475,1,hiMsAyAm,merge_shared_meanings,False,IR189,merge_shared_meanings,0
citation-8940196933de,tunPa~,06.0035,6,hiMsAyAm,merge_shared_meanings,True,IR189,merge_shared_meanings,1
citation-bcecd0fed596,tunpa~,01.0471,1,hiMsAyAm,merge_shared_meanings,False,IR190,merge_shared_meanings,0
citation-bcecd0fed596,tunpa~,06.0033,6,hiMsAyAm,merge_shared_meanings,True,IR190,merge_shared_meanings,1
citation-427191802336,tupa~,01.0470,1,hiMsAyAm,merge_shared_meanings,False,IR191,merge_shared_meanings,0
citation-427191802336,tupa~,06.0032,6,hiMsAyAm,merge_shared_meanings,True,IR191,merge_shared_meanings,1
citation-f50279ee1d7d,uCI~,01.0244,1,vivAse,merge_shared_meanings,False,IR192,merge_shared_meanings,0
citation-f50279ee1d7d,uCI~,06.0015,6,vivAse,merge_shared_meanings,True,IR192,merge_shared_meanings,1
citation-cfec6cfcb067,uCi~,01.0243,1,uYCe,merge_shared_meanings,False,IR193,merge_shared_meanings,0
citation-cfec6cfcb067,uCi~,06.0014,6,uYCe,merge_shared_meanings,True,IR193,merge_shared_meanings,1
citation-7178d11f5660,u~Drasa~,09.0060,9,uYCe,open,False,IR194,open,0
citation-7178d11f5660,u~Drasa~,10.0270,10,uYCe,open,False,IR194,open,0
citation-142e0db5fe3c,va\ca~,02.0058,2,pariBAzaRe,merge_shared_meanings,False,IR195,merge_shared_meanings,0
citation-142e0db5fe3c,va\ca~,10.0380,10,pariBAzaRe,merge_shared_meanings,True,IR195,merge_shared_meanings,1
citation-b67e0ef54a53,vaki~\,01.0093,1,kOwilye,retain_distinct_meanings,False,IR196,retain_distinct_meanings,0
citation-b67e0ef54a53,vaki~\,01.0100,1,gatO,retain_distinct_meanings,False,IR196,retain_distinct_meanings,0
citation-414bef15daf4,vana~,01.0533,1,Sabde,retain_distinct_meanings,False,IR197,retain_distinct_meanings,0
citation-414bef15daf4,vana~,01.0534,1,samBaktO,retain_distinct_meanings,False,IR197,retain_distinct_meanings,0
citation-414bef15daf4,vana~,01.0915,1,hiMsAyAm,retain_distinct_meanings,False,IR197,retain_distinct_meanings,0
citation-f608633b6794,vancu~,01.0216,1,gatO,retain_distinct_meanings,False,IR198,retain_distinct_meanings,0
citation-f608633b6794,vancu~,10.0227,10,pralamBane,retain_distinct_meanings,False,IR198,retain_distinct_meanings,0
citation-ebee188e9e04,vawa~,01.0337,1,vezwane,retain_distinct_meanings,False,IR199,retain_distinct_meanings,0
citation-ebee188e9e04,vawa~,01.0888,1,pariBAzaRe,retain_distinct_meanings,False,IR199,retain_distinct_meanings,0
citation-78bcb0661ed9,vawi~,01.0377,1,viBAjane,merge_shared_meanings,False,IR200,merge_shared_meanings,0
citation-78bcb0661ed9,vawi~,10.0073,10,viBAjane,merge_shared_meanings,True,IR200,merge_shared_meanings,1
citation-78bcb0661ed9,vawi~,10.0464,10,prakASane,merge_shared_meanings,False,IR200,merge_shared_meanings,0
citation-2c7bb214abc7,vfY,05.0008,5,varaRe,open,False,IR201,open,0
citation-2c7bb214abc7,vfY,10.0345,10,AvaraRe,open,False,IR201,open,0
citation-a9b76554511b,vfjI~,07.0024,7,varjane,merge_shared_meanings,False,IR202,merge_shared_meanings,0
citation-a9b76554511b,vfjI~,10.0344,10,varjane,merge_shared_meanings,True,IR202,merge_shared_meanings,1
citation-0d1149359a8e,vftu~\,01.0862,1,vartane,retain_distinct_meanings,False,IR203,retain_distinct_meanings,0
citation-0d1149359a8e,vftu~\,04.0055,4,varaRe,retain_distinct_meanings,False,IR203,retain_distinct_meanings,0
citation-84191e3cee63,viCa~,06.0159,6,gatO,retain_distinct_meanings,False,IR204,retain_distinct_meanings,0
citation-84191e3cee63,viCa~,10.0304,10,BAzAyAm,retain_distinct_meanings,False,IR204,retain_distinct_meanings,0
citation-6b3d0fa9817a,vi\da~\,04.0067,4,sattAyAm,retain_distinct_meanings,False,IR205,retain_distinct_meanings,0
citation-6b3d0fa9817a,vi\da~\,07.0013,7,vicAraRe,retain_distinct_meanings,False,IR205,retain_distinct_meanings,0
citation-c55bd126cd27,vida~,02.0059,2,jYAne,open,False,IR206,open,0
citation-c55bd126cd27,vida~,10.0232,10,cetanAKyAnanivAsezu,open,False,IR206,open,0
citation-3bf669b36e71,vila~,06.0085,6,saMvaraRe,retain_distinct_meanings,False,IR207,retain_distinct_meanings,0
citation-3bf669b36e71,vila~,10.0094,10,kzepe,retain_distinct_meanings,False,IR207,retain_distinct_meanings,0
citation-b8750964d786,vraja~,01.0286,1,gatO,merge_shared_meanings,False,IR208,merge_shared_meanings,0
citation-b8750964d786,vraja~,10.0109,10,saMskAragatyoH,merge_shared_meanings,False,IR208,merge_shared_meanings,1
citation-eb8e51e39efe,vyuza~,04.0008,4,dAhe,retain_distinct_meanings,False,IR209,retain_distinct_meanings,0
citation-eb8e51e39efe,vyuza~,04.0114,4,viBAge,retain_distinct_meanings,False,IR209,retain_distinct_meanings,0
citation-70a6594b338f,ya\ma~,01.1031,1,uparame,open,False,IR210,open,0
citation-70a6594b338f,ya\ma~,01.1139,1,uparame,open,False,IR210,open,0
citation-a2f900b4abf2,yama~,01.0930,1,aparivezaRe,open,False,IR211,open,0
citation-a2f900b4abf2,yama~,10.0119,10,parivezaRe,open,False,IR211,open,0
citation-5109f6dc636d,yu,02.0027,2,miSraRe'miSraRe ca,retain_distinct_meanings,False,IR212,retain_distinct_meanings,0
citation-5109f6dc636d,yu,10.0235,10,jugupsAyAm,retain_distinct_meanings,False,IR212,retain_distinct_meanings,0
citation-2d0ab7412e2e,zUN,02.0025,2,prARigarBavimocane,merge_shared_meanings,False,IR213,merge_shared_meanings,0
citation-2d0ab7412e2e,zUN,04.0027,4,prARiprasave,merge_shared_meanings,True,IR213,merge_shared_meanings,1
citation-38cd15a344b3,zWivu~,01.0641,1,nirasane,merge_shared_meanings,False,IR214,merge_shared_meanings,0
citation-38cd15a344b3,zWivu~,04.0004,4,nirasane,merge_shared_meanings,True,IR214,merge_shared_meanings,1
citation-56994a8b9033,za\dx~,01.0990,1,viSaraRagatyavasAdanezu,merge_shared_meanings,False,IR215,merge_shared_meanings,0
citation-56994a8b9033,za\dx~,06.0163,6,viSaraRagatyavasAdanezu,merge_shared_meanings,True,IR215,merge_shared_meanings,3
citation-1da86e66ee8e,zaha~,04.0023,4,cakyarTe,retain_distinct_meanings,False,IR216,retain_distinct_meanings,0
citation-1da86e66ee8e,zaha~,10.0341,10,marzaRe,retain_distinct_meanings,False,IR216,retain_distinct_meanings,0
citation-f646dca5c289,zalf~,01.0253,1,gatO,open,False,IR217,open,0
citation-f646dca5c289,zalf~,01.0759,1,gatO,open,False,IR217,open,0
