candidate_relation_id,compound_word_meaning_id,compound_type,input_forms_slp1,input_semantic_relation,operation_family,operation_id,source_variant,semantic_context,semantic_branch_id,semantic_relation,rule_refs,derivational_depth
4d2dee0d2f888524c33a,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
83709b37229f26771803,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
652e68542b9db2611a73,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
9a9df7972202c4f12f67,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
a75dde8a5a28204b3a41,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
84b5b643299bfbc50acf,afd1bb3f2fa222cf,dvitiya_tatpurusha,suKApanna,Apanna directed toward or involving suKa,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
d8325c4709f32d2819e4,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
fda2f57e23d21eb4db31,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
c687753423f35007528b,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
8ac9f265cd18e7fa460b,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
ebfeda4ff6d3c518e4e1,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
c07d586e4dfb3a24790c,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
188ab0bdc6f6d799e42a,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
1b5c9e25dd4191d152a0,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
446de4a66032be14ff01,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
6a3498964e6b7fa82c96,e2b0eb0a0f3bae7f,dvitiya_tatpurusha,suKaprApta,prApta directed toward or involving suKa,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
3df82977ae552f48c438,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
f6a9f33afcc578d78235,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
457102d2f46e56f1e631,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
0e700899fc042425aa1f,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
9c7d099024030aae37d1,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
5777a6cb95ffe4928fcb,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
040f3a26dc6b2cfbecd1,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
2ee8c1e668028e01b677,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
9c9f5218d3419b7c4c5a,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
0e85d77454511a2abfa4,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
6a75f44ec673db63a950,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
2ef6beaef233437ae138,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
6c8cbf3511b9fd1f8170,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
2adff10708b2283f787b,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
3dcaf554eb97900f64fd,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
c54552e8afc54e25df50,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
e606ae17a31e74e59430,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
9f286402c6beb2c55038,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
44a0a1162b3a379587eb,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
0c23eb8e3b7ebc917ff7,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
98bee04cfb63a8d77ea3,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
984815a21704475489a2,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
7d63d901b1830f571abd,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
16932acc7f5a43f9d50a,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
48a7e849351f2bf4afaa,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
197b39465bf2f939919f,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
e7dcbff181b494c07c34,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
d5b07d1edab49202b15c,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
168c166907ca3b71e71d,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
acef474fee68ab410903,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
39c2d242c5dfb8476df1,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
556364523621b6fa304c,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
6951cc5ff8ac97b34be8,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
ec49dd37a94df25cb2e3,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
dd12d42940770a28f71f,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
ffa6acd97fdf57b576c5,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
953d896a2714f3377446,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
790fbef279d9c8f85d26,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
905fd8ff4a20a039a3dd,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
732edb46b1b4d9a94a3a,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
607b6a773d453da8bb79,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
955d7b2d403bffc63ffa,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
c66eca39df79e379968b,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
4948af0a2f3ccacad13c,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
8188dfda7d0dfb56d5e7,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
0689c701ce0bcd09d1b9,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
69f946e3ce57dd7ef5f6,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
2c439247da632b093f72,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
2665c7dbcd8864a9a0de,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
42a95c2dd7ad2ff78286,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
db0290f35827c445e0c0,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
c5ceb80f4a08af756296,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
37dd2eed2a405a359f85,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
4e5c500235ebcb15d5c6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
e14793f3c6a86748a191,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
aec817088ff8201f2cc6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
af50a400e711acf9f911,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
62833f0d61fbd80c7dc8,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
b0dd70995f832b905ce6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
6ddd98640a660f6eec0f,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
8a2ec5329b13f27baa7e,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
9a52157af7ba7847c3fa,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
4ed2699a928c42f8ad13,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
41502347eda9e555bd36,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
50eefc1fa8c66f30f180,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
505bad4c758b02a48fc2,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
95d499b40b2e8f8b12d6,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
0dec85d1e6f9f458fdc0,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
ea59ded50408ac4cd022,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
26cde1bb2cf86866a02a,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
577bdaaea2ab93419918,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
65bbdd6153d45c9c06df,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
c99af54805044c259b21,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
cb516f23bfdae20681b4,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
d2f2f95252f2d54ff9d6,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
fdaf6d1d54309d477d36,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
e74ff66fb95177be2a56,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
de52ad59c8c45c782efb,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
e8afa7e234df65e3f996,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
8ffff08b304d0b208efa,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
c568e3c7cf39eb2c026d,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
e1b505e557287dd0015a,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
0e7912d4c5b9e536fbd8,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
24dceb0a078bf5e5e0b9,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
a1f109d520ebcb138fb7,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
682f0f4be23d40a75184,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
94f386d8263eab76514f,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
23eec092a502c268bd78,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
a7f0471b96c9d56bd7d3,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
9f45a57f4ed117fbc7fe,50fa988a6b400e95,karmadharaya,gonAga,nAga qualified or identified by go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
7275738ee0eeaee1f61d,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
0638d18d163ce46b97ac,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2
0a3db303dabf75e2e338,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2
dd16e7a64b681cbf902d,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2
3013e5caecc02c688f79,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2
bbef58abb5937984a4e0,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2
e9d37c6bb5af164a706c,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2
44f0c7cc969ca98ad866,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2
92169522c4390a797d4e,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2
c02a5e70973875ac38a7,55de9b593b989ec3,karmadharaya,govfndAraka,vfndAraka qualified or identified by go,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2
66daf247f1020d9d8e72,09fa737a40183661,karmadharaya,jaGanyapuruza,puruza qualified or identified by jaGanya,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2
