derived_word_meaning_id,operation_id,expected_forms_slp1,regenerated_forms_slp1,verification_status
3d3bb0243f9f2c33a94f,possession_matup,govfndArakavat,govfndArakavat,verified
249f51e397bdb45fc359,superlative_tamap,govfndArakatama,govfndArakatama,verified
f2c04f942e6ce1cd1421,comparative_tarap,govfndArakatara,govfndArakatara,verified
ab560d75452bffb3eb94,self_desire_kyac,govfndArakIya,govfndArakIya,verified
328f427b249cad550f49,self_desire_kamyac,govfndArakakAmya,govfndArakakAmya,verified
95fb40bdd35b2f4dff76,object_comparison_kyac,govfndArakIya,govfndArakIya,verified
6170f7c72044f569c695,agent_comparison_kyang,govfndArakAya,govfndArakAya,verified
27fa6a44e42be9e958c5,nan_privative,agovfndAraka,agovfndAraka,verified
521fc7a461afd683b0e7,state_tva,jaGanyapuruzatva,jaGanyapuruzatva,verified
c6912a7da514a3b15217,state_tal,jaGanyapuruzatA,jaGanyapuruzatA,verified
c20fbe528fbaf70d6554,possession_matup,jaGanyapuruzavat,jaGanyapuruzavat,verified
7e58cbf6dcf721f43314,superlative_tamap,jaGanyapuruzatama,jaGanyapuruzatama,verified
cdc32f82b16fbe310436,comparative_tarap,jaGanyapuruzatara,jaGanyapuruzatara,verified
112588d1e052fd5e0166,self_desire_kyac,jaGanyapuruzIya,jaGanyapuruzIya,verified
6a046d2fdca79668d143,self_desire_kamyac,jaGanyapuruzakAmya,jaGanyapuruzakAmya,verified
c64861bd28b276f0f063,object_comparison_kyac,jaGanyapuruzIya,jaGanyapuruzIya,verified
a4bfe70ef04c8386788a,agent_comparison_kyang,jaGanyapuruzAya,jaGanyapuruzAya,verified
0c9b7cb1fd69202da411,nan_privative,ajaGanyapuruza,ajaGanyapuruza,verified
d2cf80334ae447eddec4,state_tva,maDyapuruzatva,maDyapuruzatva,verified
0efdad113321adbf258e,state_tal,maDyapuruzatA,maDyapuruzatA,verified
c6936577085a16ee895d,possession_matup,maDyapuruzavat,maDyapuruzavat,verified
53681c522cd16dbfd482,superlative_tamap,maDyapuruzatama,maDyapuruzatama,verified
3cee614c440655bb02e5,comparative_tarap,maDyapuruzatara,maDyapuruzatara,verified
473a1bab6ca7d482d5b0,self_desire_kyac,maDyapuruzIya,maDyapuruzIya,verified
ff4d810a21ee5be476d0,self_desire_kamyac,maDyapuruzakAmya,maDyapuruzakAmya,verified
366e117edba9fa86561b,object_comparison_kyac,maDyapuruzIya,maDyapuruzIya,verified
179840e60e2ad8600d07,agent_comparison_kyang,maDyapuruzAya,maDyapuruzAya,verified
7df75a4479c8cedb783d,nan_privative,amaDyapuruza,amaDyapuruza,verified
12146d40542b30f62527,state_tva,maDyamapuruzatva,maDyamapuruzatva,verified
eac344116ece39af3112,state_tal,maDyamapuruzatA,maDyamapuruzatA,verified
a5ac4b9144a2dfc4e5ef,possession_matup,maDyamapuruzavat,maDyamapuruzavat,verified
7b5e38141750969eb15f,superlative_tamap,maDyamapuruzatama,maDyamapuruzatama,verified
e2d1ab19553561acf006,comparative_tarap,maDyamapuruzatara,maDyamapuruzatara,verified
d1a17b300eee18dec26a,self_desire_kyac,maDyamapuruzIya,maDyamapuruzIya,verified
6204eef682f9da764ada,self_desire_kamyac,maDyamapuruzakAmya,maDyamapuruzakAmya,verified
244f26547ca08f5d1225,object_comparison_kyac,maDyamapuruzIya,maDyamapuruzIya,verified
d56e809a79922f7b267d,agent_comparison_kyang,maDyamapuruzAya,maDyamapuruzAya,verified
b09e1408b39e664b11a3,nan_privative,amaDyamapuruza,amaDyamapuruza,verified
64a320b049c25388fbd0,state_tva,mahApuruzatva,mahApuruzatva,verified
3b77ac9135c904ca73a0,state_tal,mahApuruzatA,mahApuruzatA,verified
c14a88870d4e5eab2f44,possession_matup,mahApuruzavat,mahApuruzavat,verified
b0bf4265ed2d38c941f2,superlative_tamap,mahApuruzatama,mahApuruzatama,verified
2ccb0be4f22a8eae782a,comparative_tarap,mahApuruzatara,mahApuruzatara,verified
efe4955f0d15bdfadf75,self_desire_kyac,mahApuruzIya,mahApuruzIya,verified
7d640e1e8f3ae9ed1ce4,self_desire_kamyac,mahApuruzakAmya,mahApuruzakAmya,verified
a4456d8b470c004488ad,object_comparison_kyac,mahApuruzIya,mahApuruzIya,verified
91145220a0baf6535f68,agent_comparison_kyang,mahApuruzAya,mahApuruzAya,verified
432b5b29efabda95d708,nan_privative,amahApuruza,amahApuruza,verified
bd74e114df8ff0b258a1,state_tva,pUrvapuruzatva,pUrvapuruzatva,verified
2ec5710073f13369bb58,state_tal,pUrvapuruzatA,pUrvapuruzatA,verified
4233708844c479acd7bd,possession_matup,pUrvapuruzavat,pUrvapuruzavat,verified
e8d9fd09478b1838de40,superlative_tamap,pUrvapuruzatama,pUrvapuruzatama,verified
f287bec1737a47f594a5,comparative_tarap,pUrvapuruzatara,pUrvapuruzatara,verified
2f907a199730ad988946,self_desire_kyac,pUrvapuruzIya,pUrvapuruzIya,verified
b513c6e3b96114302e6e,self_desire_kamyac,pUrvapuruzakAmya,pUrvapuruzakAmya,verified
3b90cc703e3220ab09ce,object_comparison_kyac,pUrvapuruzIya,pUrvapuruzIya,verified
5f02a479e77d085dc428,agent_comparison_kyang,pUrvapuruzAya,pUrvapuruzAya,verified
82edb5fa6042a91ba13e,nan_privative,apUrvapuruza,apUrvapuruza,verified
55c617497b5df8d23e23,state_tva,paramapuruzatva,paramapuruzatva,verified
040315efba62d1251b2b,state_tal,paramapuruzatA,paramapuruzatA,verified
4b6f4fe7fcf9097cd1fb,possession_matup,paramapuruzavat,paramapuruzavat,verified
04c1f42f2d9efaf6f704,superlative_tamap,paramapuruzatama,paramapuruzatama,verified
bec39f39085be3a6dca8,comparative_tarap,paramapuruzatara,paramapuruzatara,verified
8d7021fb62235b18fe7d,self_desire_kyac,paramapuruzIya,paramapuruzIya,verified
45329e4c5dc0afb3d711,self_desire_kamyac,paramapuruzakAmya,paramapuruzakAmya,verified
521f0734155c79a7eae6,object_comparison_kyac,paramapuruzIya,paramapuruzIya,verified
d45ffe4814f80e38ade3,agent_comparison_kyang,paramapuruzAya,paramapuruzAya,verified
819e7be635f554829ccb,nan_privative,aparamapuruza,aparamapuruza,verified
080a778333f7df15ef45,state_tva,praTamapuruzatva,praTamapuruzatva,verified
5c91aa26df50f736abc3,state_tal,praTamapuruzatA,praTamapuruzatA,verified
78c151203bdd18705be7,possession_matup,praTamapuruzavat,praTamapuruzavat,verified
626b5e25bbd68d4e31bb,superlative_tamap,praTamapuruzatama,praTamapuruzatama,verified
ee7d9924ef6070e1d1ca,comparative_tarap,praTamapuruzatara,praTamapuruzatara,verified
39a3a8047b9db666b4bb,self_desire_kyac,praTamapuruzIya,praTamapuruzIya,verified
f901c7adf32aec1c7b08,self_desire_kamyac,praTamapuruzakAmya,praTamapuruzakAmya,verified
59eca8abf0f3ec63cb5d,object_comparison_kyac,praTamapuruzIya,praTamapuruzIya,verified
3c944d2e5a744a9942c9,agent_comparison_kyang,praTamapuruzAya,praTamapuruzAya,verified
8aca4dcb9e09280e1b46,nan_privative,apraTamapuruza,apraTamapuruza,verified
938edeae323cac0ba0fb,state_tva,samAnapuruzatva,samAnapuruzatva,verified
4bad5664ccae3c307802,state_tal,samAnapuruzatA,samAnapuruzatA,verified
9c0fdc57b8acd0f617eb,possession_matup,samAnapuruzavat,samAnapuruzavat,verified
4adb24c33173ddcf91ab,superlative_tamap,samAnapuruzatama,samAnapuruzatama,verified
5a5eb52cc091d987749f,comparative_tarap,samAnapuruzatara,samAnapuruzatara,verified
6f68da126634728f39af,self_desire_kyac,samAnapuruzIya,samAnapuruzIya,verified
ada8ce3c91b04abf8b4e,self_desire_kamyac,samAnapuruzakAmya,samAnapuruzakAmya,verified
007dac7011007d67a827,object_comparison_kyac,samAnapuruzIya,samAnapuruzIya,verified
a4fea5261f4ca3600acc,agent_comparison_kyang,samAnapuruzAya,samAnapuruzAya,verified
f005a22ad0249a8be7d2,nan_privative,asamAnapuruza,asamAnapuruza,verified
059d1dd67da6c8d96fe0,state_tva,satpuruzatva,satpuruzatva,verified
89449c1a82d3bf933a8c,state_tal,satpuruzatA,satpuruzatA,verified
8071adf4b0d186a48a21,possession_matup,satpuruzavat,satpuruzavat,verified
600f187ae3f4b060aafe,superlative_tamap,satpuruzatama,satpuruzatama,verified
202e12b19d39f65873bd,comparative_tarap,satpuruzatara,satpuruzatara,verified
4a06bdc976b90db20b34,self_desire_kyac,satpuruzIya,satpuruzIya,verified
69de91ff502d72d7f71e,self_desire_kamyac,satpuruzakAmya,satpuruzakAmya,verified
07dc40e24019d8e02ff2,object_comparison_kyac,satpuruzIya,satpuruzIya,verified
287f8beb7238b9684dff,agent_comparison_kyang,satpuruzAya,satpuruzAya,verified
b0d0482d55fc7998d280,nan_privative,asatpuruza,asatpuruza,verified
5c67c64a7bf22a8c3e82,state_tva,utkfzwapuruzatva,utkfzwapuruzatva,verified
4677d083d380029e89db,state_tal,utkfzwapuruzatA,utkfzwapuruzatA,verified
bede31ed018a3fa0d787,possession_matup,utkfzwapuruzavat,utkfzwapuruzavat,verified
ec173861c5fb265a7284,superlative_tamap,utkfzwapuruzatama,utkfzwapuruzatama,verified
c0ae07ad43e0779fa55c,comparative_tarap,utkfzwapuruzatara,utkfzwapuruzatara,verified
bbfe771621d1fa447819,self_desire_kyac,utkfzwapuruzIya,utkfzwapuruzIya,verified
04ab13ea5da7eeb65716,self_desire_kamyac,utkfzwapuruzakAmya,utkfzwapuruzakAmya,verified
c6822ed1f523ef5194d3,object_comparison_kyac,utkfzwapuruzIya,utkfzwapuruzIya,verified
38596361a77e9001e10e,agent_comparison_kyang,utkfzwapuruzAya,utkfzwapuruzAya,verified
7e9f2f23eeb575f1206a,nan_privative,anutkfzwapuruza,anutkfzwapuruza,verified
ec85ac15ab37ba15aa8b,state_tva,uttamapuruzatva,uttamapuruzatva,verified
57e9f37dc1ff20214d10,state_tal,uttamapuruzatA,uttamapuruzatA,verified
f057b178de62549248e3,possession_matup,uttamapuruzavat,uttamapuruzavat,verified
22c8dda4ba8c48eebbaf,superlative_tamap,uttamapuruzatama,uttamapuruzatama,verified
6660ae78affdc9c2cd5d,comparative_tarap,uttamapuruzatara,uttamapuruzatara,verified
3ef2bec47d1b5ac0eb59,self_desire_kyac,uttamapuruzIya,uttamapuruzIya,verified
f0034a5ab45899bf543c,self_desire_kamyac,uttamapuruzakAmya,uttamapuruzakAmya,verified
535cbce30510ae5a3433,object_comparison_kyac,uttamapuruzIya,uttamapuruzIya,verified
e2b3daf412c7138c64ce,agent_comparison_kyang,uttamapuruzAya,uttamapuruzAya,verified
d755b236b6e10cbf2698,nan_privative,anuttamapuruza,anuttamapuruza,verified
93ecaa229a29cf6de681,state_tva,vIrapuruzatva,vIrapuruzatva,verified
7dab2d9ff4aaf0ec6cca,state_tal,vIrapuruzatA,vIrapuruzatA,verified
699e69cabad22da5da5c,possession_matup,vIrapuruzavat,vIrapuruzavat,verified
ebc510762da68a176c39,superlative_tamap,vIrapuruzatama,vIrapuruzatama,verified
3308e6ad18489b1683d5,comparative_tarap,vIrapuruzatara,vIrapuruzatara,verified
1f73ff2c54156acb7524,self_desire_kyac,vIrapuruzIya,vIrapuruzIya,verified
f7e8505a355d9631e602,self_desire_kamyac,vIrapuruzakAmya,vIrapuruzakAmya,verified
c994839c65cea1372a16,object_comparison_kyac,vIrapuruzIya,vIrapuruzIya,verified
dc8bf00032087594e0f4,agent_comparison_kyang,vIrapuruzAya,vIrapuruzAya,verified
1902f9222aabcbda3285,nan_privative,avIrapuruza,avIrapuruza,verified
496bb08903542c0feccd,state_tva,yuvaKalatitva,yuvaKalatitva,verified
39965128186d9b745c70,state_tal,yuvaKalatitA,yuvaKalatitA,verified
8308eb9515c74ad5497b,possession_matup,yuvaKalatimat,yuvaKalatimat,verified
1875575f4fcb0f3c6b5b,superlative_tamap,yuvaKalatitama,yuvaKalatitama,verified
e067f6726acece5222e4,comparative_tarap,yuvaKalatitara,yuvaKalatitara,verified
e8a7b5f7016efc165d27,self_desire_kyac,yuvaKalatIya,yuvaKalatIya,verified
9b43e1ae11709bfe96be,self_desire_kamyac,yuvaKalatikAmya,yuvaKalatikAmya,verified
f4f5642c91a83bb6133c,object_comparison_kyac,yuvaKalatIya,yuvaKalatIya,verified
cc0f55c552fa95f00fc4,agent_comparison_kyang,yuvaKalatIya,yuvaKalatIya,verified
d36c9785fc39ea77be6f,nan_privative,ayuvaKalati,ayuvaKalati,verified
05b92f5a7befc45e23e4,state_tva,yuvajaratitva,yuvajaratitva,verified
c12344f9a56f7e6b6e60,state_tal,yuvajaratitA,yuvajaratitA,verified
96ce4e020475923baae8,possession_matup,yuvajaratimat,yuvajaratimat,verified
b6836430a1fdc4e4b6c5,superlative_tamap,yuvajaratitama,yuvajaratitama,verified
6edee410b6e5e81a4013,comparative_tarap,yuvajaratitara,yuvajaratitara,verified
375a15518e2706a58084,self_desire_kyac,yuvajaratIya,yuvajaratIya,verified
c3609fbb4315c25d14d0,self_desire_kamyac,yuvajaratikAmya,yuvajaratikAmya,verified
2f09d9a5cc057102919d,object_comparison_kyac,yuvajaratIya,yuvajaratIya,verified
e9ca0bf1a5a4f62895ce,agent_comparison_kyang,yuvajaratIya,yuvajaratIya,verified
b21a88fb703378734546,nan_privative,ayuvajarati,ayuvajarati,verified
ca0061c95b68328217f6,state_tva,yuvapalitatva,yuvapalitatva,verified
f8370644f3c6a0e8c829,state_tal,yuvapalitatA,yuvapalitatA,verified
b6b1fe02408cff241924,possession_matup,yuvapalitavat,yuvapalitavat,verified
ca1df8a51f7278cc5730,superlative_tamap,yuvapalitatama,yuvapalitatama,verified
59bff7d1b8beac284639,comparative_tarap,yuvapalitatara,yuvapalitatara,verified
f01fe7ce8b873a386afd,self_desire_kyac,yuvapalitIya,yuvapalitIya,verified
dd507a969886d93eb1a3,self_desire_kamyac,yuvapalitakAmya,yuvapalitakAmya,verified
45858455af58c112417b,object_comparison_kyac,yuvapalitIya,yuvapalitIya,verified
a48d03cff8088420bad3,agent_comparison_kyang,yuvapalitAya,yuvapalitAya,verified
b7a8144fec7d3d2747cf,nan_privative,ayuvapalita,ayuvapalita,verified
e3f3373d8cb733996636,state_tva,yuvavalinatva,yuvavalinatva,verified
c8e8af669ea3b010fe36,state_tal,yuvavalinatA,yuvavalinatA,verified
8903595977fe571d7961,possession_matup,yuvavalinavat,yuvavalinavat,verified
0f51728dfc4dc97e0e9a,superlative_tamap,yuvavalinatama,yuvavalinatama,verified
22e897838d2a9a2d80f1,comparative_tarap,yuvavalinatara,yuvavalinatara,verified
af8d2dd0c9ab0cd66776,self_desire_kyac,yuvavalinIya,yuvavalinIya,verified
288a350f74c78a8d856b,self_desire_kamyac,yuvavalinakAmya,yuvavalinakAmya,verified
df4c9341bd7828e050f1,object_comparison_kyac,yuvavalinIya,yuvavalinIya,verified
e22ac90970a15e878bb1,agent_comparison_kyang,yuvavalinAya,yuvavalinAya,verified
46219f8e9d195bd22c63,nan_privative,ayuvavalina,ayuvavalina,verified
6963152e1f6c6608bd1b,state_tva,cOraBayatva,cOraBayatva,verified
0769cac27b6066ed9309,state_tal,cOraBayatA,cOraBayatA,verified
04431ef41bbbeb1392ca,possession_matup,cOraBayavat,cOraBayavat,verified
d1a4b07d92fe95d59e2c,superlative_tamap,cOraBayatama,cOraBayatama,verified
a089b0afc3897d2d09e7,comparative_tarap,cOraBayatara,cOraBayatara,verified
239757928b1b4a1d2efc,self_desire_kyac,cOraBayIya,cOraBayIya,verified
9985bddaa5de0f49b2da,self_desire_kamyac,cOraBayakAmya,cOraBayakAmya,verified
c533ce9e734ada550ca6,object_comparison_kyac,cOraBayIya,cOraBayIya,verified
4ee09444688a7c36c22a,agent_comparison_kyang,cOraBayAya,cOraBayAya,verified
48d198296f64af6dd259,nan_privative,acOraBaya,acOraBaya,verified
f0aa358d52389e454642,state_tva,cakramuktatva,cakramuktatva,verified
ebcf96b6cf88ddabde77,state_tal,cakramuktatA,cakramuktatA,verified
9cbe7c881cd5b643052f,possession_matup,cakramuktavat,cakramuktavat,verified
7db39daf7e1cd2f6d34d,superlative_tamap,cakramuktatama,cakramuktatama,verified
14d649d519fdafd9ca6d,comparative_tarap,cakramuktatara,cakramuktatara,verified
fc178192806aaf6ad7cb,self_desire_kyac,cakramuktIya,cakramuktIya,verified
a728fffc6f9fbc6ce8f7,self_desire_kamyac,cakramuktakAmya,cakramuktakAmya,verified
aa6993e9ff78eaf9eda7,object_comparison_kyac,cakramuktIya,cakramuktIya,verified
733004e8ebafc6a4f5f3,agent_comparison_kyang,cakramuktAya,cakramuktAya,verified
7e8024bf9462eb11f527,nan_privative,acakramukta,acakramukta,verified
e860fdf029b76f8c57d4,state_tva,dasyuBayatva,dasyuBayatva,verified
2338f0d82dde64b62bcc,state_tal,dasyuBayatA,dasyuBayatA,verified
20273e73cb78e125f708,possession_matup,dasyuBayavat,dasyuBayavat,verified
1c903db8b30247f1ce5f,superlative_tamap,dasyuBayatama,dasyuBayatama,verified
39a6dfc7117e22a531b8,comparative_tarap,dasyuBayatara,dasyuBayatara,verified
acacc12fa9a02d8c944c,self_desire_kyac,dasyuBayIya,dasyuBayIya,verified
6bc99d7d40d7f0c5d256,self_desire_kamyac,dasyuBayakAmya,dasyuBayakAmya,verified
31832d1757ecd93aa003,object_comparison_kyac,dasyuBayIya,dasyuBayIya,verified
874b7ab501e9019bc7a5,agent_comparison_kyang,dasyuBayAya,dasyuBayAya,verified
6d9ec8aba2d4b76b1cf0,nan_privative,adasyuBaya,adasyuBaya,verified
dbd0954fcb1e7bfad4e4,state_tva,kalpanApoQatva,kalpanApoQatva,verified
b877fe05a108d3b8d9db,state_tal,kalpanApoQatA,kalpanApoQatA,verified
8a3ef42bbe67a6d76de4,possession_matup,kalpanApoQavat,kalpanApoQavat,verified
f76b8a8b8100fd7351bb,superlative_tamap,kalpanApoQatama,kalpanApoQatama,verified
f77f9de4830cb75e6d0f,comparative_tarap,kalpanApoQatara,kalpanApoQatara,verified
c83ec51274509198a006,self_desire_kyac,kalpanApoQIya,kalpanApoQIya,verified
815597b6dab3bead370c,self_desire_kamyac,kalpanApoQakAmya,kalpanApoQakAmya,verified
622946f46d994ebe8b08,object_comparison_kyac,kalpanApoQIya,kalpanApoQIya,verified
f2042dc61183794ca11f,agent_comparison_kyang,kalpanApoQAya,kalpanApoQAya,verified
78276df45c5ecaf03ecd,nan_privative,akalpanApoQa,akalpanApoQa,verified
95feb3b41e5f0095dfa7,state_tva,suKApetatva,suKApetatva,verified
da9047045e81be77fe4b,state_tal,suKApetatA,suKApetatA,verified
b885444bf5f1ceea2eb7,possession_matup,suKApetavat,suKApetavat,verified
cdb22e059944dc120ce1,superlative_tamap,suKApetatama,suKApetatama,verified
d1eee1981eeb75fa0101,comparative_tarap,suKApetatara,suKApetatara,verified
9ff1595c89d2d408b366,self_desire_kyac,suKApetIya,suKApetIya,verified
9fe21bd00393dca7ea99,self_desire_kamyac,suKApetakAmya,suKApetakAmya,verified
de98d806bfd742ddec66,object_comparison_kyac,suKApetIya,suKApetIya,verified
96b12ebc1ad50d7aba19,agent_comparison_kyang,suKApetAya,suKApetAya,verified
d80044ec3dca085cb577,nan_privative,asuKApeta,asuKApeta,verified
e1c85b8def54221daa2c,state_tva,svargapatitatva,svargapatitatva,verified
74bec6b7a5ad159ddfd1,state_tal,svargapatitatA,svargapatitatA,verified
4cc0043bd113b25a2316,possession_matup,svargapatitavat,svargapatitavat,verified
5729875da66560e73fcb,superlative_tamap,svargapatitatama,svargapatitatama,verified
c972ad35402c9c40980f,comparative_tarap,svargapatitatara,svargapatitatara,verified
56e7a4b901752c487eaf,self_desire_kyac,svargapatitIya,svargapatitIya,verified
5efcf929c6097b79ac0d,self_desire_kamyac,svargapatitakAmya,svargapatitakAmya,verified
5d72cb48aa592a5051a6,object_comparison_kyac,svargapatitIya,svargapatitIya,verified
477288e63d0074ffeb73,agent_comparison_kyang,svargapatitAya,svargapatitAya,verified
245b1021b31dd0eb6440,nan_privative,asvargapatita,asvargapatita,verified
50a3f02cd195bdceacc3,state_tva,taraNgApatrastatva,taraNgApatrastatva,verified
5c8a4702a7ba21ee9ef0,state_tal,taraNgApatrastatA,taraNgApatrastatA,verified
a53be496a5bbca1ca602,possession_matup,taraNgApatrastavat,taraNgApatrastavat,verified
3b0fad6cae6cbf84eeb0,superlative_tamap,taraNgApatrastatama,taraNgApatrastatama,verified
2f151299b1863a16eec9,comparative_tarap,taraNgApatrastatara,taraNgApatrastatara,verified
56ebe5a043079cac4524,self_desire_kyac,taraNgApatrastIya,taraNgApatrastIya,verified
61ffa2d28cd5db3b181e,self_desire_kamyac,taraNgApatrastakAmya,taraNgApatrastakAmya,verified
68debf822a29f4d92e4a,object_comparison_kyac,taraNgApatrastIya,taraNgApatrastIya,verified
650b711a81c3079f3394,agent_comparison_kyang,taraNgApatrastAya,taraNgApatrastAya,verified
90ffe8c8eeff2a8138f8,nan_privative,ataraNgApatrasta,ataraNgApatrasta,verified
4c1f26811fee646fe4f8,state_tva,vfkaBItva,vfkaBItva,verified
ad153148250f7d066923,state_tal,vfkaBItA,vfkaBItA,verified
db48db92e5b486d89e0c,possession_matup,vfkaBImat,vfkaBImat,verified
dfca993c721886b4e13a,superlative_tamap,vfkaBitama,vfkaBitama,verified
84881c13a634fe17649b,comparative_tarap,vfkaBitara,vfkaBitara,verified
ea410a94a53900671d63,self_desire_kyac,vfkaBIya,vfkaBIya,verified
7af2e1df06dc7d0a75ae,self_desire_kamyac,vfkaBIkAmya,vfkaBIkAmya,verified
a60918c98846c7fabb59,object_comparison_kyac,vfkaBIya,vfkaBIya,verified
10887b19e4b046f80ddd,agent_comparison_kyang,vfkaBIya,vfkaBIya,verified
9e140308dddbd438deb3,nan_privative,avfkaBI,avfkaBI,verified
5d885097af1a6b73cfcd,state_tva,vfkaBItatva,vfkaBItatva,verified
4224f1c1611e2c88b426,state_tal,vfkaBItatA,vfkaBItatA,verified
3b6fc373c50ea76cf8b6,possession_matup,vfkaBItavat,vfkaBItavat,verified
fb06029f8ee8ac63ec91,superlative_tamap,vfkaBItatama,vfkaBItatama,verified
eea4108ff88bf3d8a39b,comparative_tarap,vfkaBItatara,vfkaBItatara,verified
a78c95c962396f267316,self_desire_kyac,vfkaBItIya,vfkaBItIya,verified
3059aa65ffa78fbfed99,self_desire_kamyac,vfkaBItakAmya,vfkaBItakAmya,verified
c4fbe8e02f68fbe44d70,object_comparison_kyac,vfkaBItIya,vfkaBItIya,verified
5b3935ddeb7bef981f57,agent_comparison_kyang,vfkaBItAya,vfkaBItAya,verified
94c643a689cd40ef1d55,nan_privative,avfkaBIta,avfkaBIta,verified
63b2dfee26549e6f4a81,state_tva,vfkaBItitva,vfkaBItitva,verified
e338e9936f73df912cd4,state_tal,vfkaBItitA,vfkaBItitA,verified
13cbf96109eeb61d48be,possession_matup,vfkaBItimat,vfkaBItimat,verified
7d054a797e3c420c0d24,superlative_tamap,vfkaBItitama,vfkaBItitama,verified
4ba07a7c8fbbd5ea7a65,comparative_tarap,vfkaBItitara,vfkaBItitara,verified
56eb6059e7502f32b22d,self_desire_kyac,vfkaBItIya,vfkaBItIya,verified
3e909a2e22989af9f72a,self_desire_kamyac,vfkaBItikAmya,vfkaBItikAmya,verified
77dbc02120c40910adf3,object_comparison_kyac,vfkaBItIya,vfkaBItIya,verified
5c9d64d306036a4e2bdc,agent_comparison_kyang,vfkaBItIya,vfkaBItIya,verified
1fcff2e29af922bbe893,nan_privative,avfkaBIti,avfkaBIti,verified
14bc04bd50ba4e380e02,state_tva,vfkaBayatva,vfkaBayatva,verified
208e6aa06aa100a223e3,state_tal,vfkaBayatA,vfkaBayatA,verified
ecfe78204a2bf454600d,possession_matup,vfkaBayavat,vfkaBayavat,verified
5f4af35b43a29438984b,superlative_tamap,vfkaBayatama,vfkaBayatama,verified
e0395b7a6850ac773d48,comparative_tarap,vfkaBayatara,vfkaBayatara,verified
6361c3d7962ac9cc9e46,self_desire_kyac,vfkaBayIya,vfkaBayIya,verified
33d2857f6ac411658a50,self_desire_kamyac,vfkaBayakAmya,vfkaBayakAmya,verified
fae8623ad2938fcaebb2,object_comparison_kyac,vfkaBayIya,vfkaBayIya,verified
25a0885dee5c1f2c3b94,agent_comparison_kyang,vfkaBayAya,vfkaBayAya,verified
d7c5dcc3bd3addf80058,nan_privative,avfkaBaya,avfkaBaya,verified
3b6399f1419266c63025,state_tva,vAgdfzadatva,vAgdfzadatva,verified
68dc86ac5fc2d013026e,state_tal,vAgdfzadatA,vAgdfzadatA,verified
c891787717705d709826,possession_matup,vAgdfzadavat,vAgdfzadavat,verified
0cb4ecdb18f155276d5c,superlative_tamap,vAgdfzadatama,vAgdfzadatama,verified
4e81e7c98340e463f41a,comparative_tarap,vAgdfzadatara,vAgdfzadatara,verified
128999ec18d1048473f4,self_desire_kyac,vAgdfzadIya,vAgdfzadIya,verified
d7aca9747030a10dfe86,self_desire_kamyac,vAgdfzadakAmya,vAgdfzadakAmya,verified
ed481a7098b35219c333,object_comparison_kyac,vAgdfzadIya,vAgdfzadIya,verified
8eb31b7399a2ae6ebaf2,agent_comparison_kyang,vAgdfzadAya,vAgdfzadAya,verified
0e76ea00cc7fa4752d40,nan_privative,avAgdfzada,avAgdfzada,verified
1f0263c424d99ecca564,state_tva,vAktvacatva,vAktvacatva,verified
d321a0d95e0e6b1ba439,state_tal,vAktvacatA,vAktvacatA,verified
b4453ebb642c61df3e6d,possession_matup,vAktvacavat,vAktvacavat,verified
fb3d036b9ad2166a36dd,superlative_tamap,vAktvacatama,vAktvacatama,verified
c6932046d335448a2f87,comparative_tarap,vAktvacatara,vAktvacatara,verified
57fff318c08a8d04412d,self_desire_kyac,vAktvacIya,vAktvacIya,verified
828db2e9d493f3b48bca,self_desire_kamyac,vAktvacakAmya,vAktvacakAmya,verified
299d41222f9ab85662e5,object_comparison_kyac,vAktvacIya,vAktvacIya,verified
62bd47d91afc030d61fe,agent_comparison_kyang,vAktvacAya,vAktvacAya,verified
59065b28006b4c207c60,nan_privative,avAktvaca,avAktvaca,verified
5048c3b5ed557362d2cb,state_tva,AtapaSuzkatva,AtapaSuzkatva,verified
c963a802146d5565fe0a,state_tal,AtapaSuzkatA,AtapaSuzkatA,verified
fb400f89e899a8788327,possession_matup,AtapaSuzkavat,AtapaSuzkavat,verified
dbf0be5c16465649cfa1,superlative_tamap,AtapaSuzkatama,AtapaSuzkatama,verified
8f6e6e832e81e636a4c5,comparative_tarap,AtapaSuzkatara,AtapaSuzkatara,verified
8bac75b247cf3f6873d4,self_desire_kyac,AtapaSuzkIya,AtapaSuzkIya,verified
46fea06f4528a42cf383,self_desire_kamyac,AtapaSuzkakAmya,AtapaSuzkakAmya,verified
deed2e8e938ddc821a97,object_comparison_kyac,AtapaSuzkIya,AtapaSuzkIya,verified
bcaa3fa918c0b5eb1d88,agent_comparison_kyang,AtapaSuzkAya,AtapaSuzkAya,verified
eff3dc8787c0c4583356,nan_privative,anAtapaSuzka,anAtapaSuzka,verified
d47bc43d7f3bf1c5aa04,state_tva,CAyASuzkatva,CAyASuzkatva,verified
69d5cbffeb5c147bf30a,state_tal,CAyASuzkatA,CAyASuzkatA,verified
099b0abe896dbbb316f1,possession_matup,CAyASuzkavat,CAyASuzkavat,verified
971b206a7a9f293dc658,superlative_tamap,CAyASuzkatama,CAyASuzkatama,verified
a5b22759a6fa9d269d37,comparative_tarap,CAyASuzkatara,CAyASuzkatara,verified
c6a052014fca75faf046,self_desire_kyac,CAyASuzkIya,CAyASuzkIya,verified
3f4c9223f40510bac2ed,self_desire_kamyac,CAyASuzkakAmya,CAyASuzkakAmya,verified
