derived_word_meaning_id,operation_id,operation_display,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
31518c5aabf569302a65,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1119"", ""meaning-7e172f9d8575""]",01.1119,pyE\N,vfdDO,वृद्धौ (vṛddhau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,pipyAsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
b46f5b9186e71dd8f9c2,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1120"", ""meaning-f88d70c1579d""]",01.1120,trE\N,pAlane,पालने (pālane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titrAsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
01f101836527f4c77468,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1121"", ""meaning-fa2b4096baf0""]",01.1121,pUN,pavane,पवने (pavane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,pipaviza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
3c0b5ecc2a958430aeaf,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1122"", ""meaning-8c20facfc0ac""]",01.1122,mUN,banDane,बन्धने (bandhane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,mumUza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6cc45849a1669ba7a247,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1123"", ""meaning-463e8ff3542d""]",01.1123;04.0030,qIN,vihAyasA gatO,विहायसा गतौ (vihāyasā gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,qiqayiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
9e90adb77a4d2974b447,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1124"", ""meaning-9180d8cf8ae0""]",01.1124,tF,taraRe,तरणे (taraṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titIrza;titarIza;titariza,3,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2a917e33feda8541adf5,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1124"", ""meaning-b37fa0209ba9""]",01.1124,tF,plavane,प्लवने (plavane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titIrza;titarIza;titariza,3,productive_rule_plus_pinned_engine_output,admitted_research_ledger
4165e902c6c284338e00,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1125"", ""meaning-45d0fad1cc34""]",01.1125,gupa~\,nindAyAM,निन्दायां (nindāyāṃ),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jugupsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6fdcbedc833bf6507bfe,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1125"", ""meaning-6687700c9f72""]",01.1125,gupa~\,gopane,गोपने (gopane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jugupsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6dea7ff55a626991aa28,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1126"", ""meaning-0dfaedb6863c""]",01.1126,tija~\,niSAne,निशाने (niśāne),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titikziza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
079fba5ac87323493a53,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1126"", ""meaning-6c38df00cad0""]",01.1126,tija~\,kzamAyAm,क्षमायाम् (kṣamāyām),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titikziza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
fcc3b483323c57a96743,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1127"", ""meaning-1bd1be20c953""]",01.1127,mAna~\,jijYAsAyAM,जिज्ञासायां (jijñāsāyāṃ),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,mImAMsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f231442e0aebeaf245bf,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1127"", ""meaning-a8644e0580a4""]",01.1127,mAna~\,pUjAyAm,पूजायाम् (pūjāyām),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,mImAMsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
25dd7979bf1846539d31,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1128"", ""meaning-1347f8567cf2""]",01.1128,baDa~\,cittavikAre,चित्तविकारे (cittavikāre),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,bIBatsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
8e75a4af60992fec854e,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1128"", ""meaning-8c20facfc0ac""]",01.1128,baDa~\,banDane,बन्धने (bandhane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,bIBatsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
de1e544cc4cd6f077880,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1129"", ""meaning-f20fe8474502""]",01.1129,ra\Ba~\,rABasye,राभस्ये (rābhasye),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,ripsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ada405366d4adcaa8ca8,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1130"", ""meaning-8623ae1c435c""]",01.1130,qula\Ba~\z,prAptO,प्राप्तौ (prāptau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,lipsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
de4f8d9f4cb1bcdd5d60,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1131"", ""meaning-7e9d0c0661a0""]",01.1131,zva\nja~\,parizvaNge,परिष्वङ्गे (pariṣvaṅge),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,sisvaNkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
352ee89b4272e627da32,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1132"", ""meaning-74a92b1f2c75""]",01.1132,ha\da~\,purIzotsarge,पुरीषोत्सर्गे (purīṣotsarge),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jihatsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c93be17fa478956280ff,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1133"", ""meaning-f7e0033b3f96""]",01.1133,YizvidA~,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,sisvediza;sisvidiza,2,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ffae586e1b127ab6b630,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1134"", ""meaning-3556957d2199""]",01.1134,ska\ndi~r,SozaRe,शोषणे (śoṣaṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,ciskantsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d074611314e83eed7bdc,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1134"", ""meaning-5fa3d59b62c4""]",01.1134,ska\ndi~r,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,ciskantsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
03254d297feaf0c456f9,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1135"", ""meaning-b6c485174029""]",01.1135,ya\Ba~,mETune,मैथुने (maithune),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,yiyapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d6f96284f2ce92ac818a,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1136"", ""meaning-2dcb1894fd9b""]",01.1136,Ra\ma~,Sabde,शब्दे (śabde),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,ninaMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
534f0fdb1920ad60dbe4,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1136"", ""meaning-83785fdf6926""]",01.1136,Ra\ma~,prahvatve,प्रह्वत्वे (prahvatve),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,ninaMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
94448b7ab65a629de25f,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1137"", ""meaning-5fa3d59b62c4""]",01.1137,ga\mx~,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jigaMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
75ef0801f7cccc289b3d,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1138"", ""meaning-5fa3d59b62c4""]",01.1138,sf\px~,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,sisfpsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
9d9454aa581302a1bd6f,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1139"", ""meaning-3f5211d7ba81""]",01.1139,ya\ma~,uparame,उपरमे (uparame),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,yiyaMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
8039ba4a027d1917b26e,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1140"", ""meaning-7f3a5b5d2c60""]",01.1140,ta\pa~,santApe,सन्तापे (santāpe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
61dda8f08ba0fb816404,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1141"", ""meaning-48aacc7bfdd7""]",01.1141,tya\ja~,hAnO,हानौ (hānau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,tityakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
91994ea8486eea4abaa2,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1142"", ""meaning-4c7ec4868083""]",01.1142,za\nja~,saNge,सङ्गे (saṅge),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,sisaNkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
facef90c53e51302f8ca,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1143"", ""meaning-a333fe0efa85""]",01.1143,df\Si~r,prekzaRe,प्रेक्षणे (prekṣaṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,didfkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
89821e739d9d6a8d5db6,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1144"", ""meaning-aa52968b52ab""]",01.1144,da\nSa~,daSane,दशने (daśane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,didaNkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ede4c69385aaf28dbb9c,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1145"", ""meaning-84532f9a4e11""]",01.1145,kf\za~,vileKane,विलेखने (vilekhane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikfkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5d7ce67b7883db8e1891,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1146"", ""meaning-4f0efaf169f4""]",01.1146,da\ha~,BasmIkaraRe,भस्मीकरणे (bhasmīkaraṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,diDakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f9e72029e6fb5f62c7b3,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1147"", ""meaning-5b3b4eb5a8ec""]",01.1147,mi\ha~,secane,सेचने (secane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,mimikza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
b0380bec8bdf91f7da98,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-13cc004a9765""]",01.1148,kita~,rogApanayane,रोगापनयने (rogāpanayane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f9b6fcdbb7bcd8b90220,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-23678fd6fe10""]",01.1148,kita~,vyADipratIkAre,व्याधिप्रतीकारे (vyādhipratīkāre),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
1f2e546f2490ba92fecb,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-2bc418d8f2c8""]",01.1148,kita~,apanayane,अपनयने (apanayane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f0ba1fd370ffbcc9958f,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-4c7246e8c3c8""]",01.1148,kita~,nASane,नाशने (nāśane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
4c92b6641922bd9311fe,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-693173100d63""]",01.1148,kita~,nivAse,निवासे (nivāse),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
bc05cf8bbb8613d088e4,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-cce3c6618df9""]",01.1148,kita~,nigrahe,निग्रहे (nigrahe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
1f8296e68ded9da95d1a,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1148"", ""meaning-f80bddf33be6""]",01.1148,kita~,saMSaye,संशये (saṃśaye),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cikitsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
0e409b726f1644204f60,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1149"", ""meaning-016eccac7f8b""]",01.1149,dAna~^,Arjave,आर्जवे (ārjave),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,dIdAMsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
407ba1755663a2bf78ba,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1149"", ""meaning-77ef3f7f93a8""]",01.1149,dAna~^,KaRqane,खण्डने (khaṇḍane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,dIdAMsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
a83950b2689fc2c4bd3a,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1150"", ""meaning-d40ffcd5426e""]",01.1150,SAna~^,tejane,तेजने (tejane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,SISAMsiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c60541e41bc247bfbf15,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1151"", ""meaning-d2008aed7427""]",01.1151,qupa\ca~^z,pAke,पाके (pāke),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,pipakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
f4a315f0e299d81068ee,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1152"", ""meaning-0cddf6b2fb7d""]",01.1152,zaca~^,samavAye,समवाये (samavāye),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,sisaciza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2ad2638d01f17a818582,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1153"", ""meaning-7177c203d135""]",01.1153,Ba\ja~^,sevAyAm,सेवायाम् (sevāyām),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,biBakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
629683966e3025404fdf,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1154"", ""meaning-1be81713f502""]",01.1154;04.0063,ra\nja~^,rAge,रागे (rāge),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,riraNkza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
7ee25cf466c15ca69aea,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1155"", ""meaning-75bd3f0c9b3d""]",01.1155;04.0064,Sa\pa~^,AkroSe,आक्रोशे (ākrośe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,SiSapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
4ebfd63443d9c51cc891,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1156"", ""meaning-7345560b9c17""]",01.1156,tvi\za~^,dIptO,दीप्तौ (dīptau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,titvikza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
b5e1955b67c44a1d57c9,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1157"", ""meaning-366b4a37ad7d""]",01.1157,ya\ja~^,saNgatikaraRe,सङ्गतिकरणे (saṅgatikaraṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,yiyakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
08fbd9df5f844ba264cb,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1157"", ""meaning-a71280a34aa6""]",01.1157,ya\ja~^,dAne,दाने (dāne),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,yiyakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
371496bb0e409c601082,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1157"", ""meaning-c9d7b24e3b98""]",01.1157,ya\ja~^,devapUjAyAm,देवपूजायाम् (devapūjāyām),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,yiyakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2b93ec1c2d9c21941eca,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1158"", ""meaning-832bebde0715""]",01.1158,quva\pa~^,bIjasantAne,बीजसन्ताने (bījasantāne),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
10560ed75cc03d7a9412,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1158"", ""meaning-aa0006a8006c""]",01.1158,quva\pa~^,garBADAne,गर्भाधाने (garbhādhāne),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
ade0d088c4b401d98733,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1158"", ""meaning-c070dfa2517d""]",01.1158,quva\pa~^,Cedane,छेदने (chedane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivapsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
48f246bc0be50271d5eb,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1159"", ""meaning-f532c8290972""]",01.1159,va\ha~^,prApaRe,प्रापणे (prāpaṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d639434e65f8ad9ddb77,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1160"", ""meaning-693173100d63""]",01.1160,va\sa~,nivAse,निवासे (nivāse),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivatsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
71a4244d9b1e2b6a1df6,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1161"", ""meaning-4d33cc68d587""]",01.1161,ve\Y,tantusantAne,तन्तुसन्ताने (tantusantāne),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivAsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c8d580baabfce1b3bcb4,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1162"", ""meaning-f3eb70b0f3cb""]",01.1162,vye\Y,saMvaraRe,संवरणे (saṃvaraṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivyAsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
36e274a7d565aa185a48,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1163"", ""meaning-2dcb1894fd9b""]",01.1163,hve\Y,Sabde,शब्दे (śabde),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,juhUza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
91c4d56f9d94e520e9ab,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1163"", ""meaning-5caca03558f6""]",01.1163,hve\Y,sparDAyAM,स्पर्धायां (spardhāyāṃ),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,juhUza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5e8b366f8cba7c9af858,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1164"", ""meaning-24b37b2743da""]",01.1164,vada~,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,vivadiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
af27dcb88ca5e2a0549f,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1165"", ""meaning-5fa3d59b62c4""]",01.1165,wuo~Svi,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,SiSvayiza;SuSaviza,2,productive_rule_plus_pinned_engine_output,admitted_research_ledger
b9754d7d95edfc414d72,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1165"", ""meaning-7e172f9d8575""]",01.1165,wuo~Svi,vfdDO,वृद्धौ (vṛddhau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,SiSvayiza;SuSaviza,2,productive_rule_plus_pinned_engine_output,admitted_research_ledger
646d91bcd1a4fb2bc369,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1166"", ""meaning-e2643841bb96""]",01.1166,fti,jugupsAyAM,जुगुप्सायां (jugupsāyāṃ),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,iyftIyiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d65a9dabb20ab2cb64de,desiderative,"सन्नन्त (sannanta), desiderative","[""01.1166"", ""meaning-fbfb5717600b""]",01.1166,fti,kfpAyAM,कृपायां (kṛpāyāṃ),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,iyftIyiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
803234e0da4e35de8f79,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0001"", ""meaning-943364736a74""]",02.0001,a\da~,BakzaRe,भक्षणे (bhakṣaṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jiGatsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
95e7eb0fb67528826e74,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0002"", ""meaning-3bf7963ee53c""]",02.0002,ha\na~,hiMsAyAm,हिंसायाम् (hiṃsāyām),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jiGAMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
61cd57adf8bd597ae658,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0002"", ""meaning-5fa3d59b62c4""]",02.0002,ha\na~,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,jiGAMsa,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
6b58bc8c2f0d5cac8ebe,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0003"", ""meaning-4a2afc461007""]",02.0003,dvi\za~^,aprItO,अप्रीतौ (aprītau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,didvikza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
5021e72844c1541b935c,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0004"", ""meaning-822f0c93decd""]",02.0004,du\ha~^,prapUraRe,प्रपूरणे (prapūraṇe),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,duDukza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
c04c09bafb9f7d07b101,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0005"", ""meaning-0dc9fe7d02a2""]",02.0005,di\ha~^,upacaye,उपचये (upacaye),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,diDikza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2b36b0a6aebe54b0d2ad,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0006"", ""meaning-c1e1d650336a""]",02.0006,li\ha~^,AsvAdane,आस्वादने (āsvādane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,lilikza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
3999e21c19c44ca0594f,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0007"", ""meaning-24b37b2743da""]",02.0007,ca\kzi~\N,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,cicakza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
d6bdc8fab1f41e57329d,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0008"", ""meaning-5fa3d59b62c4""]",02.0008,Ira~\,gatO,गतौ (gatau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,Iririza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
2e091467fc394c10868c,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0008"", ""meaning-60fd95557908""]",02.0008,Ira~\,kampane,कम्पने (kampane),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,Iririza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
de4ab31c40cc1d9968ad,desiderative,"सन्नन्त (sannanta), desiderative","[""02.0009"", ""meaning-388ca6564d81""]",02.0009,Iqa~\,stutO,स्तुतौ (stutau),same_agent_desire,"desire to perform or undergo the base action or state, with the desirer as its agent",3.1.7,Iqiqiza,1,productive_rule_plus_pinned_engine_output,admitted_research_ledger
