operation_id,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,output_forms_slp1,reason,count_status
causative,"[""10.0377"", ""meaning-fa515f1aec01""]",10.0377,tanu~,SradDAyAm,श्रद्धायाम् (śraddhāyām),tAni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0378"", ""meaning-06206738193e""]",10.0378,cana~,upahanane,उपहनने (upahanane),cAni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0378"", ""meaning-fa515f1aec01""]",10.0378,cana~,SradDAyAm,श्रद्धायाम् (śraddhāyām),cAni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0379"", ""meaning-6780f41decac""]",10.0379,vada~^,sandeSavacane,सन्देशवचने (sandeśavacane),vAdi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0381"", ""meaning-a8644e0580a4""]",10.0381,mAna~,pUjAyAm,पूजायाम् (pūjāyām),mAni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0382"", ""meaning-8623ae1c435c""]",10.0382,BU,prAptO,प्राप्तौ (prāptau),BAvi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0383"", ""meaning-585e89218f8f""]",10.0383,garha~,vinindane,विनिन्दने (vinindane),garhi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0384"", ""meaning-377dc9a3857c""]",10.0384,mArga~,anvezaRe,अन्वेषणे (anveṣaṇe),mArgi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0385"", ""meaning-3cfd754b3668""]",10.0385,kaWi~,Soke,शोके (śoke),kaRWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0386"", ""meaning-6f44f5f69133""]",10.0386,mfjU~,alaNkAre,अलङ्कारे (alaṅkāre),mArji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0388"", ""meaning-44d18687435d""]",10.0388,Dfza~,prasahane,प्रसहने (prasahane),Darzi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0389"", ""meaning-3d227f7ef282""]",10.0389,kaTa,vAkyaprabanDe,वाक्यप्रबन्धे (vākyaprabandhe),kaTi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0390"", ""meaning-80dbd5e0e060""]",10.0390,vara,IpsAyAm,ईप्सायाम् (īpsāyām),vari,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0391"", ""meaning-40fb4852c7e6""]",10.0391,gaRa,saNKyAne,सङ्ख्याने (saṅkhyāne),gaRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0392"", ""meaning-0beca42a06a6""]",10.0392,SaWa,samyagavaBAzaRe,सम्यगवभाषणे (samyagavabhāṣaṇe),SaWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0393"", ""meaning-0beca42a06a6""]",10.0393,SvaWa,samyagavaBAzaRe,सम्यगवभाषणे (samyagavabhāṣaṇe),SvaWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0394"", ""meaning-8d05d3af63ff""]",10.0394,paWa,vezwane,वेष्टने (veṣṭane),paWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0394"", ""meaning-b687ba9bbadc""]",10.0394,paWa,granTe,ग्रन्थे (granthe),paWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0395"", ""meaning-b687ba9bbadc""]",10.0395,vaWa,granTe,ग्रन्थे (granthe),vaWi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0396"", ""meaning-7c4ba67b4987""]",10.0396,raha,tyAge,त्यागे (tyāge),rahi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0397"", ""meaning-5fa3d59b62c4""]",10.0397,raNga~,gatO,गतौ (gatau),raNgi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0398"", ""meaning-4ca67caaf1fa""]",10.0398,stana,devaSabde,देवशब्दे (devaśabde),stani,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0399"", ""meaning-4ca67caaf1fa""]",10.0399,gada,devaSabde,देवशब्दे (devaśabde),gadi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0400"", ""meaning-5fa3d59b62c4""]",10.0400,pata,gatO,गतौ (gatau),pAti;pati,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0401"", ""meaning-5fa3d59b62c4""]",10.0401,paza,gatO,गतौ (gatau),pazi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0402"", ""meaning-4258b7ef0143""]",10.0402,svara,Akzepe,आक्षेपे (ākṣepe),svari,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0403"", ""meaning-266df56f138b""]",10.0403,raca,pratiyatne,प्रतियत्ने (pratiyatne),raci,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0404"", ""meaning-40fb4852c7e6""]",10.0404,kala,saNKyAne,सङ्ख्याने (saṅkhyāne),kali,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0404"", ""meaning-5fa3d59b62c4""]",10.0404,kala,gatO,गतौ (gatau),kali,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0405"", ""meaning-be5b199a79af""]",10.0405,caha,parikalkane,परिकल्कने (parikalkane),cahi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0406"", ""meaning-a8644e0580a4""]",10.0406,maha,pUjAyAm,पूजायाम् (pūjāyām),mahi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0407"", ""meaning-26c2ff3c1448""]",10.0407,sAra,dOrbalye,दौर्बल्ये (daurbalye),sAri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0408"", ""meaning-26c2ff3c1448""]",10.0408,kfpa,dOrbalye,दौर्बल्ये (daurbalye),kfpi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0409"", ""meaning-26c2ff3c1448""]",10.0409,SraTa,dOrbalye,दौर्बल्ये (daurbalye),SraTi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0410"", ""meaning-80dbd5e0e060""]",10.0410,spfha,IpsAyAm,ईप्सायाम् (īpsāyām),spfhi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0411"", ""meaning-8c45333a5370""]",10.0411,BAma,kroDe,क्रोधे (krodhe),BAmi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0412"", ""meaning-565d07220b44""]",10.0412,sUca,pESunye,पैशुन्ये (paiśunye),sUci,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0413"", ""meaning-943364736a74""]",10.0413,Kewa,BakzaRe,भक्षणे (bhakṣaṇe),Kewi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0414"", ""meaning-943364736a74""]",10.0414,Keqa~,BakzaRe,भक्षणे (bhakṣaṇe),Keqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0415"", ""meaning-943364736a74""]",10.0415,Kowa,BakzaRe,भक्षणे (bhakṣaṇe),Kowi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0416"", ""meaning-029b9634ef9c""]",10.0416,kzowa,kzepe,क्षेपे (kṣepe),kzowi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0417"", ""meaning-4e22e1ca3b1f""]",10.0417,goma,upalepane,उपलेपने (upalepane),gomi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0418"", ""meaning-82f93da02a9e""]",10.0418,kumAra,krIqAyAm,क्रीडायाम् (krīḍāyām),kumAri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0419"", ""meaning-8da8159c068f""]",10.0419,SIla,upaDAraRe,उपधारणे (upadhāraṇe),SIli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0420"", ""meaning-9f2059f3a709""]",10.0420,sAma,sAntvaprayoge,सान्त्वप्रयोगे (sāntvaprayoge),sAmi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0421"", ""meaning-23977a02043c""]",10.0421,vela,kAlopadeSe,कालोपदेशे (kālopadeśe),veli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0422"", ""meaning-23977a02043c""]",10.0422,kAla,kAlopadeSe,कालोपदेशे (kālopadeśe),kAli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0423"", ""meaning-293bd91852a3""]",10.0423,palpUla,lavane,लवने (lavane),palpUli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0423"", ""meaning-a18deec65001""]",10.0423,palpUla,vapane,वपने (vapane),palpUli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0424"", ""meaning-361d9b94e80f""]",10.0424,vAta,suKe,सुखे (sukhe),vAti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0424"", ""meaning-b802243c84a6""]",10.0424,vAta,sevane,सेवने (sevane),vAti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0425"", ""meaning-754cec1e9866""]",10.0425,gaveza,mArgaRe,मार्गणे (mārgaṇe),gavezi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0426"", ""meaning-e70f6bac7ede""]",10.0426,vAsa,upasevAyAm,उपसेवायाम् (upasevāyām),vAsi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0427"", ""meaning-abda6f362365""]",10.0427,nivAsa,AcCAdane,आच्छादने (ācchādane),nivAsi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0428"", ""meaning-de2d1b627111""]",10.0428,BAja,pfTakkarmaRi,पृथक्कर्मणि (pṛthakkarmaṇi),BAji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0429"", ""meaning-5042ee4bdbe7""]",10.0429,saBAja,darSane,दर्शने (darśane),saBAji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0429"", ""meaning-8fbcbfeedd5e""]",10.0429,saBAja,prItO,प्रीतौ (prītau),saBAji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0429"", ""meaning-b802243c84a6""]",10.0429,saBAja,sevane,सेवने (sevane),saBAji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0430"", ""meaning-1cf93e50fb68""]",10.0430,Una,parihARe,परिहाणे (parihāṇe),Uni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0431"", ""meaning-2dcb1894fd9b""]",10.0431,Dvana,Sabde,शब्दे (śabde),Dvani,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0432"", ""meaning-aebd0560f239""]",10.0432,kUwa,paritApe,परितापे (paritāpe),kUwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0432"", ""meaning-e8ecfd14a63f""]",10.0432,kUwa,paridAhe,परिदाहे (paridāhe),kUwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0433"", ""meaning-375c830e29cb""]",10.0433,sanketa,AmantraRe,आमन्त्रणे (āmantraṇe),saNketi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0434"", ""meaning-375c830e29cb""]",10.0434,grAma,AmantraRe,आमन्त्रणे (āmantraṇe),grAmi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0435"", ""meaning-375c830e29cb""]",10.0435,kuRa,AmantraRe,आमन्त्रणे (āmantraṇe),kuRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0436"", ""meaning-375c830e29cb""]",10.0436,guRa,AmantraRe,आमन्त्रणे (āmantraṇe),guRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0437"", ""meaning-05ab36b55aa3""]",10.0437,keta,SrAvaRe,श्रावणे (śrāvaṇe),keti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0437"", ""meaning-375c830e29cb""]",10.0437,keta,AmantraRe,आमन्त्रणे (āmantraṇe),keti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0438"", ""meaning-00f1d7412e01""]",10.0438,kURa~,saNkocane,सङ्कोचने (saṅkocane),kURi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0439"", ""meaning-c9f31f914c6a""]",10.0439,stena,cOrye,चौर्ये (caurye),steni,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0440"", ""meaning-5fa3d59b62c4""]",10.0440,pada,gatO,गतौ (gatau),padi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0441"", ""meaning-28f6ffe94fb0""]",10.0441,gfha,grahaRe,ग्रहणे (grahaṇe),gfhi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0442"", ""meaning-377dc9a3857c""]",10.0442,mfga,anvezaRe,अन्वेषणे (anveṣaṇe),mfgi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0443"", ""meaning-66f699b72aec""]",10.0443,kuha,vismApane,विस्मापने (vismāpane),kuhi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0444"", ""meaning-ccbc7393bcd1""]",10.0444,SUra,vikrAntO,विक्रान्तौ (vikrāntau),SUri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0445"", ""meaning-ccbc7393bcd1""]",10.0445,vIra,vikrAntO,विक्रान्तौ (vikrāntau),vIri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0446"", ""meaning-9ef4b80672ea""]",10.0446,sTUla,paribfhaRe,परिबृहणे (paribṛhaṇe),sTUli,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0447"", ""meaning-1539fda05cdc""]",10.0447,arTa,upayAcYAyAm,उपयाच्ञायाम् (upayācñāyām),arTi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0448"", ""meaning-7247b9269428""]",10.0448,satra,santAnakriyAyAm,सन्तानक्रियायाम् (santānakriyāyām),satri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0449"", ""meaning-8b8700ed2466""]",10.0449,garva,mAne,माने (māne),garvi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0450"", ""meaning-8d05d3af63ff""]",10.0450,sUtra,vezwane,वेष्टने (veṣṭane),sUtri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0450"", ""meaning-9c0253acf8c6""]",10.0450,sUtra,vimocane,विमोचने (vimocane),sUtri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0450"", ""meaning-d80fd69de7af""]",10.0450,sUtra,granTane,ग्रन्थने (granthane),sUtri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0451"", ""meaning-7f40d6a1ba16""]",10.0451,mUtra,prasravaRe,प्रस्रवणे (prasravaṇe),mUtri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0452"", ""meaning-814a68cdac65""]",10.0452,rUkza,pAruzye,पारुष्ये (pāruṣye),rUkzi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0453"", ""meaning-cec19e58bd1a""]",10.0453,pAra,karmasamAptO,कर्मसमाप्तौ (karmasamāptau),pAri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0454"", ""meaning-cec19e58bd1a""]",10.0454,tIra,karmasamAptO,कर्मसमाप्तौ (karmasamāptau),tIri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0455"", ""meaning-095018db5bb6""]",10.0455,puwa,saMsarge,संसर्गे (saṃsarge),puwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0456"", ""meaning-148cd30ab525""]",10.0456,katra,SETilye,शैथिल्ये (śaithilye),katri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0457"", ""meaning-148cd30ab525""]",10.0457,karta~,SETilye,शैथिल्ये (śaithilye),karti,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0458"", ""meaning-5042ee4bdbe7""]",10.0458,valka,darSane,दर्शने (darśane),valki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0459"", ""meaning-e4f08cdd86e6""]",10.0459,citra,citrIkaraRe,चित्रीकरणे (citrīkaraṇe),citri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0460"", ""meaning-4d2df59be516""]",10.0460,ansa,samAGAte,समाघाते (samāghāte),aMsi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0461"", ""meaning-9daa69aeb27e""]",10.0461,vawa,viBAjane,विभाजने (vibhājane),vawi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0463"", ""meaning-51c5f3f69cf6""]",10.0463,laja,prakASane,प्रकाशने (prakāśane),laji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0464"", ""meaning-51c5f3f69cf6""]",10.0464,vawi~,prakASane,प्रकाशने (prakāśane),vaRwi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0465"", ""meaning-51c5f3f69cf6""]",10.0465,laji~,prakASane,प्रकाशने (prakāśane),laYji,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0466"", ""meaning-1e740bff9515""]",10.0466,miSra,samparke,सम्पर्के (samparke),miSri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0467"", ""meaning-cb8f3f842a8a""]",10.0467,sangrAma,yudDe,युद्धे (yuddhe),saNgrAmi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0468"", ""meaning-b00073dcdeb8""]",10.0468,stoma,SlAGAyAm,श्लाघायाम् (ślāghāyām),stomi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0469"", ""meaning-02d8bbaca932""]",10.0469,Cidra,karRaBedane,कर्णभेदने (karṇabhedane),Cidri,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0470"", ""meaning-12d930b48839""]",10.0470,karRa~,Bedane,भेदने (bhedane),karRi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0471"", ""meaning-d3384a4fdfc9""]",10.0471,anDa,dfzwyupaGAte,दृष्ट्युपघाते (dṛṣṭyupaghāte),anDi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0472"", ""meaning-f3b765b4edd4""]",10.0472,danqa,daRqanipAte,दण्डनिपाते (daṇḍanipāte),daRqi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0473"", ""meaning-975c9f9c5b51""]",10.0473,anka,lakzaRe,लक्षणे (lakṣaṇe),aNki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0473"", ""meaning-9ef7816105a9""]",10.0473,anka,pade,पदे (pade),aNki,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0474"", ""meaning-975c9f9c5b51""]",10.0474,anga,lakzaRe,लक्षणे (lakṣaṇe),aNgi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0474"", ""meaning-9ef7816105a9""]",10.0474,anga,pade,पदे (pade),aNgi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0475"", ""meaning-c078a7d5c7b1""]",10.0475,suKa,suKakriyAyAm,सुखक्रियायाम् (sukhakriyāyām),suKi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0476"", ""meaning-c2b948787e9c""]",10.0476,duHKa,duHKakriyAyAm,दुःखक्रियायाम् (duḥkhakriyāyām),duHKi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0477"", ""meaning-8c6231d20ac4""]",10.0477,rasa,snehane,स्नेहने (snehane),rasi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0477"", ""meaning-c1e1d650336a""]",10.0477,rasa,AsvAdane,आस्वादने (āsvādane),rasi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0478"", ""meaning-b5dcdd5aa6ce""]",10.0478,vyaya,vittasamutsarge,वित्तसमुत्सर्गे (vittasamutsarge),vyayi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0479"", ""meaning-0319540fb7b8""]",10.0479,rUpa,rUpakriyAyAm,रूपक्रियायाम् (rūpakriyāyām),rUpi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
causative,"[""10.0480"", ""meaning-1908fa34250a""]",10.0480,Ceda,dvEDIkaraRe,द्वैधीकरणे (dvaidhīkaraṇe),Cedi,The first nic is class-forming under 3.1.25 for this curadigana base; a true causative requires a later stacked-nic pass.,not_counted_class_forming_nic
