generated_word_meaning_id,compound_relation_id,compound_type,member_forms_slp1,member_count,derivational_depth,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,source_assertion_ids,verification_status,admission_basis,count_status
bb0ac255baf4d458,a1eb2ede694b80a1,trtiya_tatpurusha,kiri;kARa,2,1,"kARa by, with, or through kiri",2.1.30,kirikARa,1,e9baaa9561f645b8,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
3ff720d254fedb1f,bc70529c1d587943,trtiya_tatpurusha,kzIra;odana,2,1,"odana by, with, or through kzIra",2.1.34,kzIrOdana,1,33172c8b2a8aff94,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
ee9961d3dc486a2a,64a01d0f3acca575,trtiya_tatpurusha,mASa;Una,2,1,"Una by, with, or through mASa",2.1.31,mASona,1,7dd88e269e1d92ce,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
1af544dba1c50dab,56f6ef324aa66762,trtiya_tatpurusha,mAsa;pUrva,2,1,"pUrva by, with, or through mAsa",2.1.31,mAsapUrva,1,371bd37c5ad4b1d0,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
17febe498f99d2c0,678781eb6760a7be,trtiya_tatpurusha,mAtf;sadfSa,2,1,"sadfSa by, with, or through mAtf",2.1.31,mAtfsadfSa,1,615d543ae9d91f53,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
bf1f9b7cee3322e3,6f7df4f11c356ad4,trtiya_tatpurusha,mAtf;sama,2,1,"sama by, with, or through mAtf",2.1.31,mAtfsama,1,9f2b78072fa526bd,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
f968844b26669db5,a49b4f430920aad7,trtiya_tatpurusha,paraSu;Cinna,2,1,"Cinna by, with, or through paraSu",2.1.32,paraSucCinna,1,d6e0783faae573ff,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
ebc0595e6c35edef,1bd5cd2fd7c6982b,trtiya_tatpurusha,pitf;sadfSa,2,1,"sadfSa by, with, or through pitf",2.1.31,pitfsadfSa,1,ecb1781a9a23b807,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
d5d89f742f3021aa,bd28934676e30170,trtiya_tatpurusha,saMvatsara;pUrva,2,1,"pUrva by, with, or through saMvatsara",2.1.31,saMvatsarapUrva,1,f9e687fd4d4abd49,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
274e037c5eeef16c,f58a3121cbbb03de,trtiya_tatpurusha,tila;miSra,2,1,"miSra by, with, or through tila",2.1.31,tilamiSra,1,3832d7dd3762af08,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
aba51ff49527c3d6,faa21d2f2def529e,trtiya_tatpurusha,vAc;kalaha,2,1,"kalaha by, with, or through vAc",2.1.31,vAkkalaha,1,8a55358e88022d36,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
59785e3b6cfee0ce,83015808b86fd733,trtiya_tatpurusha,vAc;nipuRa,2,1,"nipuRa by, with, or through vAc",2.1.31,vANnipuRa,1,6b6876b8b6312a16,pinned_active_vidyut_regression_assertion,source_demonstrated_nonrecursive_compound_relation,admitted_research_ledger
