source_code,gana,citation_slp1,source_gloss_slp1,source_gloss_devanagari,source_line,status,assignment_count,units_slp1,reason,remaining_meaning_gap,interpretation_review_id,eligibility_note,review_evidence,provisional_word_id,identity_review,candidate_local_codes,source_url,source_sha256,identity_batch_review_id
01.0391,1,UWa~,upaGAte,उपघाते,392,single_gloss,1,upaGAte,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0391,not_flagged_by_exact_citation_check,01.0391,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0392,1,uWa~,upaGAte,उपघाते,393,single_gloss,1,upaGAte,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0392,not_flagged_by_exact_citation_check,01.0392,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0393,1,piWa~,hiMsAsaNkleSanayoH,हिंसासङ्क्लेशनयोः,394,enumerated_glosses,2,hiMsAyAm; saNkleSane,Explicit analyst segmentation; retain the original compound for review.,,,,[],01.0393,not_flagged_by_exact_citation_check,01.0393,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0394,1,SaWa~,kEtave hiMsAsaNkleSanayoH dyUte sparDAyAM ca,कैतवे हिंसासङ्क्लेशनयोः द्यूते स्पर्धायां च,395,enumerated_glosses,5,kEtave; hiMsAyAm; saNkleSane; dyUte; sparDAyAM,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0394,retain_distinct_meanings,01.0394,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR21
01.0395,1,SuWa~,pratiGAte gatipratiGAte ca,प्रतिघाते गतिप्रतिघाते च,396,enumerated_glosses,2,pratiGAte; gatipratiGAte,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0395,retain_distinct_meanings,01.0395,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR29
01.0396,1,SUWa~,gatipratiGAte,गतिप्रतिघाते,397,single_gloss,1,gatipratiGAte,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0396,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0397,1,kuWi~,pratiGAte,प्रतिघाते,398,single_gloss,1,pratiGAte,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0397,retain_distinct_meanings,01.0397,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR100
01.0398,1,luWi~,Alasye pratiGAte ca,आलस्ये प्रतिघाते च,399,enumerated_glosses,2,Alasye; pratiGAte,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0398,retain_distinct_meanings,01.0398,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR124
01.0399,1,SuWi~,SozaRe,शोषणे,400,single_gloss,1,SozaRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0399,merge_shared_meanings,01.0396;01.0399,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR30
01.0400,1,ruWi~,gatO,गतौ,401,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0400,retain_distinct_meanings,01.0400,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR168
01.0401,1,luWi~,gatO,गतौ,402,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0401,retain_distinct_meanings,01.0401,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR124
01.0402,1,cuqqa~,BAvakaraRe,भावकरणे,403,single_gloss,1,BAvakaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0402,not_flagged_by_exact_citation_check,01.0402,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0403,1,aqqa~,aBiyoge,अभियोगे,404,single_gloss,1,aBiyoge,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0403,not_flagged_by_exact_citation_check,01.0403,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0404,1,kaqqa~,kArkaSye,कार्कश्ये,405,single_gloss,1,kArkaSye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0404,not_flagged_by_exact_citation_check,01.0404,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0405,1,krIqf~,vihAre,विहारे,406,single_gloss,1,vihAre,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0405,not_flagged_by_exact_citation_check,01.0405,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0406,1,tuqf~,toqane,तोडने,407,single_gloss,1,toqane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0406,not_flagged_by_exact_citation_check,01.0406,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0407,1,tUqf~,toqane,तोडने,408,single_gloss,1,toqane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0407,not_flagged_by_exact_citation_check,01.0407,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0408,1,huqf~,gatO,गतौ,409,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0408,not_flagged_by_exact_citation_check,01.0408,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0409,1,hUqf~,gatO,गतौ,410,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0409,not_flagged_by_exact_citation_check,01.0409,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0410,1,hoqf~,gatO,गतौ,411,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0410,not_flagged_by_exact_citation_check,01.0410,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0411,1,rOqf~,anAdare,अनादरे,412,single_gloss,1,anAdare,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0411,not_flagged_by_exact_citation_check,01.0411,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0412,1,roqf~,unmAde,उन्मादे,413,single_gloss,1,unmAde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0412,not_flagged_by_exact_citation_check,01.0412,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0413,1,loqf~,unmAde,उन्मादे,414,single_gloss,1,unmAde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0413,not_flagged_by_exact_citation_check,01.0413,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0414,1,aqa~,udyame,उद्यमे,415,single_gloss,1,udyame,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0414,not_flagged_by_exact_citation_check,01.0414,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0415,1,laqa~,vilAse,विलासे,416,single_gloss,1,vilAse,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0415,open,01.0415,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR118
01.0416,1,lala~,vilAse,विलासे,417,single_gloss,1,vilAse,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0416,retain_distinct_meanings,01.0416,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR117
01.0417,1,kaqa~,made,मदे,418,single_gloss,1,made,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0417,merge_shared_meanings,01.0417,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR94
01.0418,1,kaqi~,made,मदे,419,single_gloss,1,made,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0418,retain_distinct_meanings,01.0418,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR95
01.0419,1,gaqi~,vadanEkadeSe,वदनैकदेशे,420,single_gloss,1,vadanEkadeSe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0068,documented_same_word_and_meaning,01.0419,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0420,1,ti\pf~\,kzaraRe,क्षरणे,421,single_gloss,1,kzaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0420,not_flagged_by_exact_citation_check,01.0420,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0421,1,tepf~\,kzaraRe kampane ca,क्षरणे कम्पने च,422,enumerated_glosses,2,kzaraRe; kampane,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0421,not_flagged_by_exact_citation_check,01.0421,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0422,1,zwipf~\,kzaraRe,क्षरणे,423,single_gloss,1,kzaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0422,not_flagged_by_exact_citation_check,01.0422,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0423,1,zwepf~\,kzaraRe,क्षरणे,424,single_gloss,1,kzaraRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0423,not_flagged_by_exact_citation_check,01.0423,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0424,1,glepf~\,dEnye,दैन्ये,425,single_gloss,1,dEnye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0424,retain_distinct_meanings,01.0424,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR71
01.0425,1,wuvepf~\,kampane,कम्पने,426,single_gloss,1,kampane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0425,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0426,1,kepf~\,kampane gatO ca,कम्पने गतौ च,427,enumerated_glosses,2,kampane; gatO,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0426,not_flagged_by_exact_citation_check,01.0426,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0427,1,gepf~\,kampane gatO ca,कम्पने गतौ च,428,enumerated_glosses,2,kampane; gatO,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0427,not_flagged_by_exact_citation_check,01.0427,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0428,1,glepf~\,kampane gatO ca,कम्पने गतौ च,429,enumerated_glosses,2,kampane; gatO,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0428,retain_distinct_meanings,01.0428,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR71
01.0429,1,mepf~\,gatO,गतौ,430,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0429,not_flagged_by_exact_citation_check,01.0429,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0430,1,repf~\,gatO,गतौ,431,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0430,not_flagged_by_exact_citation_check,01.0430,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0431,1,lepf~\,gatO,गतौ,432,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0431,not_flagged_by_exact_citation_check,01.0431,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0432,1,hepf~\,gatO,गतौ,433,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0432,not_flagged_by_exact_citation_check,01.0432,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0433,1,Depf~\,gatO,गतौ,434,single_gloss,1,gatO,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0433,not_flagged_by_exact_citation_check,01.0433,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0434,1,trapU~\z,lajjAyAm,लज्जायाम्,435,single_gloss,1,lajjAyAm,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0434,not_flagged_by_exact_citation_check,01.0434,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0435,1,kapi~\,calane,चलने,436,single_gloss,1,calane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0435,not_flagged_by_exact_citation_check,01.0435,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0436,1,rabi~\,Sabde,शब्दे,437,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0436,not_flagged_by_exact_citation_check,01.0436,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0437,1,labi~\,Sabde,शब्दे,438,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0437,merge_shared_meanings,01.0437,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR113
01.0438,1,abi~\,Sabde,शब्दे,439,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0438,not_flagged_by_exact_citation_check,01.0438,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0439,1,labi~\,avasraMsane Sabde ca,अवस्रंसने शब्दे च,440,enumerated_glosses,2,avasraMsane; Sabde,Visible enumeration; semantic overlap still belongs to lexical review.,,,,[],01.0439,merge_shared_meanings,01.0439,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,IR113
01.0440,1,kabf~\,varRe,वर्णे,441,single_gloss,1,varRe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0440,not_flagged_by_exact_citation_check,01.0440,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0441,1,klIbf~\,aDArzwye,अधार्ष्ट्ये,442,single_gloss,1,aDArzwye,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0441,not_flagged_by_exact_citation_check,01.0441,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0442,1,kzIbf~\,made,मदे,443,single_gloss,1,made,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0442,not_flagged_by_exact_citation_check,01.0442,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0443,1,kzIvf~\,made,मदे,444,single_gloss,1,made,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0443,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0444,1,SIBf~\,katTane,कत्थने,445,single_gloss,1,katTane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0444,not_flagged_by_exact_citation_check,01.0444,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0445,1,lOqf~,unmAde,उन्मादे,446,single_gloss,1,unmAde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0445,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0446,1,cIBf~\,katTane,कत्थने,447,single_gloss,1,katTane,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0446,not_flagged_by_exact_citation_check,01.0446,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0447,1,reBf~\,Sabde,शब्दे,448,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0447,not_flagged_by_exact_citation_check,01.0447,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0448,1,aBi~\,Sabde,शब्दे,449,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0448,not_flagged_by_exact_citation_check,01.0448,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0449,1,raBi~\,Sabde,शब्दे,450,single_gloss,1,Sabde,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0449,not_flagged_by_exact_citation_check,01.0449,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0450,1,ziDu~,gatyAm,गत्याम्,451,single_gloss,1,gatyAm,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0450,not_flagged_by_exact_citation_check,,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0451,1,zwaBi~\,pratibanDe,प्रतिबन्धे,452,single_gloss,1,pratibanDe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0451,not_flagged_by_exact_citation_check,01.0451,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0452,1,skaBi~\,pratibanDe,प्रतिबन्धे,453,single_gloss,1,pratibanDe,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0452,not_flagged_by_exact_citation_check,01.0452,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
01.0453,1,jaBI~\,gAtravinAme,गात्रविनामे,454,single_gloss,1,gAtravinAme,One source gloss; no attempt to invent finer senses within it.,,,,[],01.0453,not_flagged_by_exact_citation_check,01.0453,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,bb2013ead0ea536dc7f887164c385c703cb0014ccf6e5af35b87e6d3049ba380,
