source_code,normalized_citation_slp1,base_count_key,base_meaning_slp1,base_meaning_display,matched_screens,matched_tokens,output_forms_slp1,classification,rule_treatment,rationale,count_status
01.0400,ruWi~,"[""01.0400"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,roruRWya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0401,luWi~,"[""01.0401"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,loluRWya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0408,huqf~,"[""01.0408"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,johuqya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0409,hUqf~,"[""01.0409"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,johUqya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0410,hoqf~,"[""01.0410"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,johoqya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0426,kepf~\,"[""01.0426"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cekepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0427,gepf~\,"[""01.0427"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jegepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0428,glepf~\,"[""01.0428"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jeglepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0429,mepf~\,"[""01.0429"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,memepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0430,repf~\,"[""01.0430"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rerepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0431,lepf~\,"[""01.0431"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,lelepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0432,hepf~\,"[""01.0432"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jehepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0433,Depf~\,"[""01.0433"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,deDepya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0435,kapi~\,"[""01.0435"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cAkampya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0450,ziDu~,"[""01.0450"", ""meaning-bebe0cdf773e""]",gatyAm,गत्याम् (gatyām),gati,gaty,seziDya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0469,cupa~,"[""01.0469"", ""meaning-f442011c74cd""]",mandAyAM gatO,मन्दायां गतौ (mandāyāṃ gatau),gati,gatO,cocupya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0478,parpa~,"[""01.0478"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pAparpya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0479,raPa~,"[""01.0479"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rAraPya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0480,raPi~,"[""01.0480"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rAramPya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0482,parba~,"[""01.0482"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pAparbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0483,larba~,"[""01.0483"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,lAlarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0484,barba~,"[""01.0484"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,bAbarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0485,marba~,"[""01.0485"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,mAmarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0486,karba~,"[""01.0486"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0487,Karba~,"[""01.0487"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAKarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0488,garba~,"[""01.0488"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jAgarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0489,Sarba~,"[""01.0489"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SASarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0490,zarba~,"[""01.0490"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sAsarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0491,carba~,"[""01.0491"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAcarbya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0524,SoRf~,"[""01.0524"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SoSoRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0527,pERf~,"[""01.0527"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepERya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0528,prERf~,"[""01.0528"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,peprERya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0531,kanI~,"[""01.0531"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,caMkanya;caNkanya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0537,drama~,"[""01.0537"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,daMdramya;dandramya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0538,hamma~,"[""01.0538"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jaMhammya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0539,mImf~,"[""01.0539"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,memImya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0547,vaya~\,"[""01.0547"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vAvayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0548,paya~\,"[""01.0548"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pApayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0549,maya~\,"[""01.0549"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,mAmayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0550,caya~\,"[""01.0550"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAcayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0551,taya~\,"[""01.0551"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tAtayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0552,Raya~\,"[""01.0552"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,nAnayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0553,daya~\,"[""01.0553"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dAdayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0554,raya~\,"[""01.0554"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rArayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0555,yaya~\,"[""01.0555"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,yAyayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0563,Sala~\,"[""01.0563"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,SASalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0564,vala~\,"[""01.0564"", ""meaning-3bcbdeefa197""]",saYcaraRe,सञ्चरणे (sañcaraṇe),movement,caraR,vAvalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0565,valla~\,"[""01.0565"", ""meaning-3bcbdeefa197""]",saYcaraRe,सञ्चरणे (sañcaraṇe),movement,caraR,vAvallya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0584,revf~\,"[""01.0584"", ""meaning-189a48161e35""]",plavagatO,प्लवगतौ (plavagatau),gati,gatO,rerevya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0589,haya~,"[""01.0589"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jAhayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0592,harya~,"[""01.0592"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jAharya;jAharyya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0612,tila~,"[""01.0612"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tetilya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0613,tilla~,"[""01.0613"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tetillya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0614,velf~,"[""01.0614"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,vevelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0615,celf~,"[""01.0615"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cecelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0616,kelf~,"[""01.0616"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cekelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0617,Kelf~,"[""01.0617"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,ceKelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0618,kzvelf~,"[""01.0618"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cekzvelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0619,vella~,"[""01.0619"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,vevellya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0620,cella~,"[""01.0620"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cecellya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0621,pelf~,"[""01.0621"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0622,Pelf~,"[""01.0622"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pePelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0623,Self~,"[""01.0623"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SeSelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0624,zelf~,"[""01.0624"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sezelya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0625,sKala~,"[""01.0625"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,cAsKalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0626,Kala~,"[""01.0626"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,cAKalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0628,zala~,"[""01.0628"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sAsalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0630,Svala~,"[""01.0630"", ""meaning-bfbc9bd67140""]",ASugamane,आशुगमने (āśugamane),gati,gaman,SASvalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0631,Svalla~,"[""01.0631"", ""meaning-bfbc9bd67140""]",ASugamane,आशुगमने (āśugamane),gati,gaman,SASvallya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0635,tsara~,"[""01.0635"", ""meaning-c132c2d03f5e""]",CadmagatO,छद्मगतौ (chadmagatau),gati,gatO,tAtsarya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0638,vaBra~,"[""01.0638"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vAvaBrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0639,maBra~,"[""01.0639"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,mAmaBrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0679,rivi~,"[""01.0679"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,reriRvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0680,ravi~,"[""01.0680"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rAraRvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0681,Davi~,"[""01.0681"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dADanvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0682,kfvi~,"[""01.0682"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,carIkfRvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0685,DAvu~^,"[""01.0685"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dADAvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0703,jezf~\,"[""01.0703"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jejezya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0704,Rezf~\,"[""01.0704"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,nenezya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0706,prezf~\,"[""01.0706"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,peprezya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0729,pliha~\,"[""01.0729"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,peplihya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0731,jehf~\,"[""01.0731"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jejehya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0748,trakza~,"[""01.0748"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tAtrakzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0749,zwrakza~,"[""01.0749"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tAstrakzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0750,tfkza~,"[""01.0750"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tarItfkzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0751,zwfkza~,"[""01.0751"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tarIzwfkzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0752,Rakza~,"[""01.0752"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,nAnakzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0759,zalf~,"[""01.0759"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sAsalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0816,pisf~,"[""01.0816"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepisya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0817,pesf~,"[""01.0817"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepesya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0818,visf~,"[""01.0818"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vevisya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0819,vesf~,"[""01.0819"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vevesya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0820,piSf~,"[""01.0820"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepiSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
