assertion_id,source_file,source_line,test_function,governing_rule,input_form_slp1,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,assertion_status,test_status
4c39af4d13f4d0fcc534,kashika_5_3.rs,153,sutra_5_3_45_to_sutra_5_3_56,5.3.45,tri,DA,triDA;trEDam;treDA,3,positive,active_test
9a280438492ed0aa519f,kashika_5_3.rs,158,sutra_5_3_47,5.3.47,vEyAkaraRa,pASap,vEyAkaraRapASa,1,positive,active_test
9dc99caafb18b51eb14e,kashika_5_3.rs,159,sutra_5_3_47,5.3.47,yAjYika,pASap,yAjYikapASa,1,positive,active_test
3b9fb72353451a061607,kashika_5_3.rs,164,sutra_5_3_52,5.3.52,eka,Akinic,ekAkin,1,positive,active_test
6f8ab426f979f743c02f,kashika_5_3.rs,169,sutra_5_3_53,5.3.53,AQya,caraw,AQyacara,1,positive,active_test
5b6d9325f80dbe33e757,kashika_5_3.rs,170,sutra_5_3_53,5.3.53,sukumAra,caraw,sukumAracara,1,positive,active_test
5f4e97f0c6af73715d90,kashika_5_3.rs,178,sutra_5_3_54,5.3.54,devadatta,rUpya,devadattarUpya,1,positive,active_test
88a21bb49fb5dc096a62,kashika_5_3.rs,179,sutra_5_3_54,5.3.54,devadatta,caraw,devadattacara,1,positive,active_test
5177a09b90a6e333c5ba,kashika_5_3.rs,184,sutra_5_3_55,5.3.55,AQya,tamap,AQyatama,1,positive,active_test
a74c4d3895570e54e213,kashika_5_3.rs,185,sutra_5_3_55,5.3.55,darSanIya,tamap,darSanIyatama,1,positive,active_test
c753a68a973d74a02da2,kashika_5_3.rs,186,sutra_5_3_55,5.3.55,sukumAra,tamap,sukumAratama,1,positive,active_test
95e74804ce79c6f8f9b8,kashika_5_3.rs,187,sutra_5_3_55,5.3.55,pawu,izWan,pawizWa,1,positive,active_test
61fb37b67e78b02d0b07,kashika_5_3.rs,188,sutra_5_3_55,5.3.55,laGu,izWan,laGizWa,1,positive,active_test
37f88504eb74af2cec91,kashika_5_3.rs,189,sutra_5_3_55,5.3.55,guru,izWan,garizWa,1,positive,active_test
dc8279fa609c4523a0bc,kashika_5_3.rs,190,sutra_5_3_55,5.3.55,SrezWa,tamap,SrezWatama,1,positive,active_test
29a107b35a3c807402b5,kashika_5_3.rs,195,sutra_5_3_57,5.3.57,AQya,tarap,AQyatara,1,positive,active_test
e4451aa466fe8563ad22,kashika_5_3.rs,196,sutra_5_3_57,5.3.57,sukumAra,tarap,sukumAratara,1,positive,active_test
0f6437d8e17e4174f2e0,kashika_5_3.rs,197,sutra_5_3_57,5.3.57,pawu,Iyasun,pawIyas,1,positive,active_test
00e9755bdf162c1c8d7d,kashika_5_3.rs,203,sutra_5_3_60_to_sutra_5_3_61,5.3.60,praSasya,Iyasun,Sreyas;jyAyas,2,positive,active_test
86d3145714646f9dac72,kashika_5_3.rs,204,sutra_5_3_60_to_sutra_5_3_61,5.3.60,praSasya,izWan,SrezWa;jyezWa,2,positive,active_test
75834c4abb5309973da1,kashika_5_3.rs,209,sutra_5_3_62,5.3.62,vfdDa,Iyasun,jyAyas;varzIyas,2,positive,active_test
053f0e62887fbe793be0,kashika_5_3.rs,210,sutra_5_3_62,5.3.62,vfdDa,izWan,jyezWa;varzizWa,2,positive,active_test
6b51a996cf3a5ccfd66a,kashika_5_3.rs,215,sutra_5_3_63,5.3.63,antika,izWan,nedizWa,1,positive,active_test
f855fded54f906a61614,kashika_5_3.rs,216,sutra_5_3_63,5.3.63,antika,Iyasun,nedIyas,1,positive,active_test
8f7ad40338ec34d8e107,kashika_5_3.rs,217,sutra_5_3_63,5.3.63,bAQa,izWan,sADizWa,1,positive,active_test
ac73a5e48e8c3d8187ad,kashika_5_3.rs,218,sutra_5_3_63,5.3.63,bAQa,Iyasun,sADIyas,1,positive,active_test
f802dab983dbd21c6f84,kashika_5_3.rs,223,sutra_5_3_64,5.3.64,yuvan,izWan,kanizWa;yavizWa,2,positive,active_test
4ea75fa67b7b56d84add,kashika_5_3.rs,224,sutra_5_3_64,5.3.64,yuvan,Iyasun,kanIyas;yavIyas,2,positive,active_test
3f6b57707bddbb82c759,kashika_5_3.rs,225,sutra_5_3_64,5.3.64,alpa,izWan,kanizWa;alpizWa,2,positive,active_test
731e22ad7d9a3450746f,kashika_5_3.rs,226,sutra_5_3_64,5.3.64,alpa,Iyasun,kanIyas;alpIyas,2,positive,active_test
3c6d43471e204110cbdf,kashika_5_3.rs,231,sutra_5_3_66,5.3.66,vEyAkaraRa,rUpap,vEyAkaraRarUpa,1,positive,active_test
a75fca8c48a6962b665e,kashika_5_3.rs,232,sutra_5_3_66,5.3.66,yAjYika,rUpap,yAjYikarUpa,1,positive,active_test
7c12411611aad310d197,kashika_5_3.rs,233,sutra_5_3_66,5.3.66,cora,rUpap,corarUpa,1,positive,active_test
0ee7ef67e65b5331677e,kashika_5_3.rs,234,sutra_5_3_66,5.3.66,dasyu,rUpap,dasyurUpa,1,positive,active_test
28f910eb3da3b666c114,kashika_5_3.rs,240,sutra_5_3_67,5.3.67,pawu,kalpap,pawukalpa,1,positive,active_test
2629475760e4e5049e55,kashika_5_3.rs,241,sutra_5_3_67,5.3.67,pawu,deSya,pawudeSya,1,positive,active_test
c0ce7db24fdae2a27dbe,kashika_5_3.rs,242,sutra_5_3_67,5.3.67,pawu,deSIyar,pawudeSIya,1,positive,active_test
8fd99a841f2da5cd70ae,kashika_5_3.rs,244,sutra_5_3_67,5.3.67,mfdu,kalpap,mfdukalpa,1,positive,active_test
d05f35c82759b4eca70a,kashika_5_3.rs,245,sutra_5_3_67,5.3.67,mfdu,deSya,mfdudeSya,1,positive,active_test
fc5d3a3e8d4776189e07,kashika_5_3.rs,246,sutra_5_3_67,5.3.67,mfdu,deSIyar,mfdudeSIya,1,positive,active_test
fe58c1b4c135de528ca8,kashika_5_3.rs,252,sutra_5_3_68,5.3.68,pawu,bahuc,bahupawu,1,positive,active_test
ea377e09a9fbfa4643ba,kashika_5_3.rs,253,sutra_5_3_68,5.3.68,mfdu,bahuc,bahumfdu,1,positive,active_test
7ca7dfd78b78c09e032f,kashika_5_3.rs,254,sutra_5_3_68,5.3.68,guqa,bahuc,bahuguqa,1,positive,active_test
35f4f3b07d1d4b9b15fc,kashika_5_3.rs,259,sutra_5_3_69,5.3.69,pawu,jAtIyar,pawujAtIya,1,positive,active_test
7017edc7985695da63fc,kashika_5_3.rs,260,sutra_5_3_69,5.3.69,mfdu,jAtIyar,mfdujAtIya,1,positive,active_test
9a05d6b79a270d2a9c56,kashika_5_3.rs,261,sutra_5_3_69,5.3.69,darSanIya,jAtIyar,darSanIyajAtIya,1,positive,active_test
f2b2d133baa2c4c0bac3,kashika_5_4.rs,11,sutra_5_4_3,5.4.3,sTUla,kan,sTUlaka,1,positive,active_test
9d554d6e6a202f4cd097,kashika_5_4.rs,12,sutra_5_4_3,5.4.3,aRu,kan,aRuka,1,positive,active_test
97eae2626680b09200d9,kashika_5_4.rs,13,sutra_5_4_3,5.4.3,mAza,kan,mAzaka,1,positive,active_test
5d23d11a04bb68ac5331,kashika_5_4.rs,14,sutra_5_4_3,5.4.3,gomUtra,kan,gomUtraka,1,positive,active_test
3235948ce6352a307952,kashika_5_4.rs,19,sutra_5_4_3_v1,5.4.3,caYcut,kan,caYcutka,1,positive,active_test
a839bf1af4a9cd574218,kashika_5_4.rs,20,sutra_5_4_3_v1,5.4.3,bfhat,kan,bfhatka,1,positive,active_test
794231c02ef905afd0f6,kashika_5_4.rs,43,sutra_5_4_17,5.4.17,paYcan,kftvasuc,paYcakftvas,1,positive,active_test
8ea9f7f331987b4ad9af,kashika_5_4.rs,44,sutra_5_4_17,5.4.17,saptan,kftvasuc,saptakftvas,1,positive,active_test
8a6fe2b96f4f75c9ab86,kashika_5_4.rs,48,sutra_5_4_17,5.4.17,dvi,kftvasuc,,0,negative,active_test
c2a3da765cdab2e91649,kashika_5_4.rs,49,sutra_5_4_17,5.4.17,tri,kftvasuc,,0,negative,active_test
958efb60b17bd2ada029,kashika_5_4.rs,50,sutra_5_4_17,5.4.17,catur,kftvasuc,,0,negative,active_test
a69b24fe3c5dfcf7c527,kashika_5_4.rs,56,sutra_5_4_18,5.4.18,dvi,suc,dviH,1,positive,ignored_test
86c5ac3bb1e7e62cf5e3,kashika_5_4.rs,57,sutra_5_4_18,5.4.18,tri,suc,triH,1,positive,ignored_test
3d271b029f4eb7e80095,kashika_5_4.rs,58,sutra_5_4_18,5.4.18,catur,suc,catuH,1,positive,ignored_test
b9835f19c873ccb7e16c,kashika_5_4.rs,64,sutra_5_4_19,5.4.19,eka,suc,sakft,1,positive,ignored_test
50c7f24f39ab14bd1e72,kashika_5_4.rs,69,sutra_5_4_21,5.4.21,anna,mayaw,annamaya,1,positive,active_test
01cc3b8136ccefdd809c,kashika_5_4.rs,70,sutra_5_4_21,5.4.21,apUpa,mayaw,apUpamaya,1,positive,active_test
f5684a129370b4671f36,kashika_5_4.rs,71,sutra_5_4_21,5.4.21,vawaka,mayaw,vawakamaya,1,positive,active_test
5d66fdeee9e7f725b1ef,kashika_5_4.rs,76,sutra_5_4_23,5.4.23,ananta,Yya,Anantya,1,positive,active_test
101c4809d8dc71db5d23,kashika_5_4.rs,77,sutra_5_4_23,5.4.23,AvasaTa,Yya,AvasaTya,1,positive,active_test
f5ae1bd8dbf93823e37a,kashika_5_4.rs,78,sutra_5_4_23,5.4.23,itiha,Yya,Etihya,1,positive,active_test
9ba08bdd999a1b67743d,kashika_5_4.rs,79,sutra_5_4_23,5.4.23,Bezaja,Yya,BEzajya,1,positive,active_test
15ba5bc4802ed4e13af7,kashika_5_4.rs,84,sutra_5_4_26,5.4.26,atiTi,Yya,AtiTya,1,positive,active_test
267af41ef23926986405,kashika_5_4.rs,89,sutra_5_4_27,5.4.27,deva,tal,devatA,1,positive,active_test
fcc8df21d62dab188727,kashika_5_4.rs,94,sutra_5_4_28,5.4.28,avi,ka,avika,1,positive,active_test
35c27591004b49173aed,kashika_5_4.rs,99,sutra_5_4_29,5.4.29,yAva,ka,yAvaka,1,positive,active_test
84c922efefee0ebc452c,kashika_5_4.rs,100,sutra_5_4_29,5.4.29,maRi,ka,maRika,1,positive,active_test
0e8cf65211a0dff4c67f,kashika_5_4.rs,105,sutra_5_4_30_to_sutra_5_4_32,5.4.30,lohita,ka,lohitaka,1,positive,active_test
3c36d2ec61d684d179c1,kashika_5_4.rs,110,sutra_5_4_33,5.4.33,kAla,ka,kAlaka,1,positive,active_test
3fa2ea344bd8bf0dee3a,kashika_5_4.rs,115,sutra_5_4_34,5.4.34,vinaya,Wak,vEnayika,1,positive,active_test
7af058c08b2c5eb4a9fc,kashika_5_4.rs,116,sutra_5_4_34,5.4.34,samaya,Wak,sAmayika,1,positive,active_test
1fe35122b663a834034b,kashika_5_4.rs,117,sutra_5_4_34,5.4.34,upAya,Wak,OpAyika,1,positive,active_test
ddda66649de416ecc04a,kashika_5_4.rs,122,sutra_5_4_35,5.4.35,vAc,Wak,vAcika,1,positive,active_test
71a8db21487bf21a4890,kashika_5_4.rs,128,sutra_5_4_39,5.4.39,mft,tikan,mfttikA,1,positive,ignored_test
a4f7c25b5721783afae1,kashika_5_4.rs,134,sutra_5_4_43,5.4.43,dvi,Sas,dviSaH,1,positive,ignored_test
93f5bc113fc6920bf8cf,kashika_5_4.rs,135,sutra_5_4_43,5.4.43,tri,Sas,triSaH,1,positive,ignored_test
12db48df6e452be168aa,kashika_5_4.rs,136,sutra_5_4_43,5.4.43,kArzApaRa,Sas,kArzApaRaSaH,1,positive,ignored_test
0f6f221d8362ff90da16,kashika_5_4.rs,137,sutra_5_4_43,5.4.43,mAza,Sas,mAzaSaH,1,positive,ignored_test
3dd47f3c8ab6fead7e08,kashika_5_4.rs,138,sutra_5_4_43,5.4.43,pAda,Sas,pAdaSaH,1,positive,ignored_test
06ef0e619c442fc4c976,kashika_5_4.rs,143,sutra_5_4_44,5.4.44,vAsudeva,tasi,vAsudevatas,1,positive,active_test
6ff4ab23afebfa8b3778,kashika_5_4.rs,144,sutra_5_4_44,5.4.44,arjuna,tasi,arjunatas,1,positive,active_test
ff00d14f70c0ea651c52,kashika_5_4.rs,147,sutra_5_4_44,5.4.44,Adi,tasi,Aditas,1,positive,active_test
b5f5635087f396e7ac71,kashika_5_4.rs,148,sutra_5_4_44,5.4.44,maDya,tasi,maDyatas,1,positive,active_test
b3e6c620776cf864095e,kashika_5_4.rs,149,sutra_5_4_44,5.4.44,pArSva,tasi,pArSvatas,1,positive,active_test
c4faeef2ea3657ec9c00,kashika_5_4.rs,150,sutra_5_4_44,5.4.44,pfzWa,tasi,pfzWatas,1,positive,active_test
6ba4a0ee42fff8b5619a,kashika_5_4.rs,177,sutra_5_4_54,5.4.54,agni,sAti,agnisAt,1,positive,active_test
e2999e864c1ff0370f23,kashika_5_4.rs,178,sutra_5_4_54,5.4.54,udaka,sAti,udakasAt,1,positive,active_test
