conditioned_candidate_id,input_form_slp1,semantic_context,semantic_description,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,rule_refs,source_locators,collapsed_duplicate_assertions,input_status,generated_output_forms_slp1,generated_output_variant_count,missing_expected_forms_slp1,additional_unconditioned_engine_forms_slp1,engine_error,verification_status,verified_word_meaning_id
86a439a6c9b1aef9bc17,anuloma,Vartate,Existence. (4.4.27),Wak,Anulomika,1,4.4.28,kashika_4_4.rs:199,0,source_conditioned_relation_not_independent_nominal_count,Anulomika,1,,,,verified,1f212ccafb098be038ab
f96946154b1a10b2eb26,anupada,Hanti,What one kills. (4.4.35),Wak,Anupadika,1,4.4.37,kashika_4_4.rs:266,0,source_conditioned_relation_not_independent_nominal_count,Anupadika,1,,,,verified,76234616956c0b7d7d6c
cb461022af7fc4a08b7e,anvIpa,Vartate,Existence. (4.4.27),Wak,AnvIpika,1,4.4.28,kashika_4_4.rs:197,0,source_conditioned_relation_not_independent_nominal_count,AnvIpika,1,,,,verified,3302fb0bca0f40aa6ee2
3af96651524ba9e9a06d,apAnnaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ca,apAnnaptrIya,1,4.2.28,kashika_4_2.rs:83,0,source_conditioned_relation_not_independent_nominal_count,apAnnaptrIya,1,,,,verified,afb3832bc08e1d5162e3
da934033f7c444b3647c,apAnnaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ga,apAnnaptriya,1,4.2.27,kashika_4_2.rs:77,0,source_conditioned_relation_not_independent_nominal_count,apAnnaptriya,1,,,,verified,af8d34657fe441536966
725a8659c09a9d6acafc,apUpa,Shilam,One who has this habit. (4.4.61),Wak,ApUpika,1,4.4.61,kashika_4_4.rs:432,0,source_conditioned_relation_not_independent_nominal_count,ApUpika,1,,,,verified,a81647abc7f65a142a27
d54f12f8c1ceb4996315,apUpa,TadAsmaiDiyateNiyuktam,To whom this is given rightfully. (4.4.66),Wak,ApUpika,1,4.4.66,kashika_4_4.rs:452,0,source_conditioned_relation_not_independent_nominal_count,ApUpika,1,,,,verified,ed9a6df00762c3f5dafe
b9700af1802762ac5569,apUpa,TadAsyaPanyam,One who sells this item. (4.4.51),Wak,ApUpika,1,4.4.51,kashika_4_4.rs:365,0,source_conditioned_relation_not_independent_nominal_count,ApUpika,1,,,,verified,9f4a556ab3fd1eb5a715
f8b16ccba897ff8d7013,apUpa,TasmaiHitam,One for whom this is good. (5.1.7),Ca,apUpIya,1,5.1.4;5.1.5,kashika_5_1.rs:46;kashika_5_1.rs:62,1,source_conditioned_relation_not_independent_nominal_count,apUpIya,1,,,,verified,08fe7ceb63c4ff261dcd
f46ce6bde82231030088,apUpa,TasmaiHitam,One for whom this is good. (5.1.7),yat,apUpya,1,5.1.4;5.1.5,kashika_5_1.rs:45;kashika_5_1.rs:61,1,source_conditioned_relation_not_independent_nominal_count,apUpya,1,,,,verified,3f292170f1d0afe21732
891a41acb8c95e269273,apakara,TatraJata,Where this was born. (4.3.25),aR,Apakara,1,4.3.33,kashika_4_3.rs:143,0,source_conditioned_relation_not_independent_nominal_count,Apakara,1,,,,verified,62bb99be66d33afb8aaa
d82e55dccff99a8fac55,apakara,TatraJata,Where this was born. (4.3.25),aY,Apakara,1,4.3.33,kashika_4_3.rs:144,0,source_conditioned_relation_not_independent_nominal_count,Apakara,1,,,,verified,7810fae0e80a1550894a
3676bfe83e1cd47cdfe2,apakara,TatraJata,Where this was born. (4.3.25),kan,apakaraka,1,4.3.32,kashika_4_3.rs:136,0,source_conditioned_relation_not_independent_nominal_count,apakaraka,1,,,,verified,30b18fed4617c046be09
f89302141a1954f25b9f,apamitya,TenaNirvrtte,Completed with. (4.4.19),kak,Apamityaka,1,4.4.21,kashika_4_4.rs:153,0,source_conditioned_relation_not_independent_nominal_count,Apamityaka,1,,,,verified,4d01138b56d27fd9bb63
6b8b81656306d87906fc,aparAhRa,TatraJata,Where this was born. (4.3.25),vun,aparAhRaka,1,4.3.28,kashika_4_3.rs:109,0,source_conditioned_relation_not_independent_nominal_count,aparAhRaka,1,,,,verified,45d8685da2d0c5ddbfe8
b325df617fa3f061631d,aponaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ca,aponaptrIya,1,4.2.28,kashika_4_2.rs:82,0,source_conditioned_relation_not_independent_nominal_count,aponaptrIya,1,,,,verified,f347c2e17a2ade7768da
d6d577b5a1af56db8533,aponaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ga,aponaptriya,1,4.2.27,kashika_4_2.rs:76,0,source_conditioned_relation_not_independent_nominal_count,aponaptriya,1,,,,verified,ff6cf9ef03dc19d63bcf
f8cc144de2b299444293,arDa,TatraJata,Where this was born. (4.3.25),yat,arDya,1,4.3.4,kashika_4_3.rs:28,0,source_conditioned_relation_not_independent_nominal_count,arDya,1,,,,verified,22f8d3efec91db4668c6
2e2f95e86acfacc2b653,arDamAsa,TenaNirvrttam,Completed by this time. (5.1.79),WaY,ArDamAsika,1,5.1.79,kashika_5_1.rs:528,0,source_conditioned_relation_not_independent_nominal_count,ArDamAsika,1,,,,verified,9571fa83511cc69b14ae
b24629a4f5ad8a239b36,arTa,Anapeta,Not deviating from this. (4.4.92),yat,arTya,1,4.4.92,kashika_4_4.rs:602,0,source_conditioned_relation_not_independent_nominal_count,arTya,1,,,,verified,3257461c7638343831e4
b6c03340ac6d5fcf1c05,arTa,Grhnati,What one takes. (4.4.39),Wak,ArTika,1,4.4.40,kashika_4_4.rs:285,0,source_conditioned_relation_not_independent_nominal_count,ArTika,1,,,,verified,27cbd410aca1fdbfbd4f
c9c3cffc1fdd8b1bf6e8,arjuna,Bhakti,Devotion. (4.3.95),vun,arjunaka,1,4.3.98,kashika_4_3.rs:313,0,source_conditioned_relation_not_independent_nominal_count,arjunaka,1,,,,verified,45cabacbbc07c634c85c
18742dad13a092869493,arus,AbhutaTadbhava,Becoming what one was not. (5.4.50),cvi,arU,1,5.4.51,kashika_5_4.rs:161,0,source_conditioned_relation_not_independent_nominal_count,arU,1,,,,verified,457707aa6509b3ebf641
c823b9c75a1331085fc5,asi,Praharanam,One who has this weapon. (4.4.57),Wak,Asika,1,4.4.57,kashika_4_4.rs:405,0,source_conditioned_relation_not_independent_nominal_count,Asika,1,,,,verified,edc8e51364b18d2e6a44
961ce0777aa33624c32d,asmad,TatraJata,Where this was born. (4.3.25),Ca,asmadIya,1,4.3.1,kashika_4_3.rs:21,0,source_conditioned_relation_not_independent_nominal_count,asmadIya,1,,,,verified,38850637a3d35dc84142
6b04230bd74c605238f5,asmad,TatraJata,Where this was born. (4.3.25),KaY,AsmAkIna,1,4.3.1,kashika_4_3.rs:19,0,source_conditioned_relation_not_independent_nominal_count,AsmAkIna;AsmadIna,2,,AsmadIna,,verified,d7765943d64421b0d871
23454b1bf41ac8678b19,asmad,TatraJata,Where this was born. (4.3.25),aR,AsmAka,1,4.3.1,kashika_4_3.rs:23,0,source_conditioned_relation_not_independent_nominal_count,Asmada,1,AsmAka,Asmada,,engine_mismatch_not_admitted,
a8829c2037bdb9701ed4,asti,Mati,One who has this belief. (4.4.60),Wak,Astika,1,4.4.60,kashika_4_4.rs:425,0,source_conditioned_relation_not_independent_nominal_count,Astika,1,,,,verified,e597464327bee555a7dd
fc6783f3d86ff5e49444,asti,TatraBhava,Where this stays or exists. (4.3.53),QaY,Asteya,1,4.3.56,kashika_4_3.rs:214,0,source_conditioned_relation_not_independent_nominal_count,Asteya,1,,,,verified,ffca5cd60ed167b02964
6f00ad0746c5aca7d692,atiTi,TatraSadhu,Skilled in this. (4.4.98),QaY,AtiTeya,1,4.4.104,kashika_4_4.rs:671,0,source_conditioned_relation_not_independent_nominal_count,AtiTeya,1,,,,verified,77ab14f48b563b7e3fb6
09d1a3864d650f8c88b9,atri,TasyaApatyam,Descendant. (4.1.92),Qak,Atreya,1,4.1.122,kashika_4_1.rs:636,0,source_conditioned_relation_not_independent_nominal_count,Atreya,1,,,,verified,433e25499dc1f57dd400
fb9b7262820176779a34,atyanta,Gami,Who intends to go. (5.2.11),Ka,atyantIna,1,5.2.11,kashika_5_2.rs:94,0,source_conditioned_relation_not_independent_nominal_count,atyantIna,1,,,,verified,d601f403112ad45fc032
9fe2187af0d018be956a,avArapAra,Gami,Who intends to go. (5.2.11),Ka,avArapArIRa,1,5.2.11,kashika_5_2.rs:93,0,source_conditioned_relation_not_independent_nominal_count,avArapArIRa,1,,,,verified,dccff44691683da9c4ad
668d6081b8ff253bf463,avArapAra,TatraJata,Where this was born. (4.3.25),Ka,avArapArIRa,1,4.3.25,kashika_4_3.rs:85,0,source_conditioned_relation_not_independent_nominal_count,avArapArIRa,1,,,,verified,4fc88be0017a6cb371df
c82db92f60927059695b,avanti,Janapada,Country. (4.1.168),YyaN,Avantya,1,4.1.171,kashika_4_1.rs:874,0,source_conditioned_relation_not_independent_nominal_count,Avantya,1,,,,verified,ebd552b69d47e64cebe5
75f33b94d5fea2aaf9ee,avarArDa,TatraJata,Where this was born. (4.3.25),yat,avarArDya,1,4.3.5,kashika_4_3.rs:35,0,source_conditioned_relation_not_independent_nominal_count,avarArDya,1,,,,verified,a53842f7a111bcb4bc11
939ac79ce0b62cacc370,avara,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",astAti,avarastAt,1,5.3.29,kashika_5_3.rs:130,0,source_conditioned_relation_not_independent_nominal_count,avarastAt,1,,,,verified,f37768d9d1c38c0f23d1
bb4116b7f169c7e34505,avara,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",atasuc,avaratas,1,5.3.29,kashika_5_3.rs:129,0,source_conditioned_relation_not_independent_nominal_count,avaratas,1,,,,verified,d62df36935070b78fbcd
e320657201601ff1eda5,avaskara,TatraJata,Where this was born. (4.3.25),vun,avaskaraka,1,4.3.28,kashika_4_3.rs:113,0,source_conditioned_relation_not_independent_nominal_count,avaskaraka,1,,,,verified,90dc1c6922aa52a3e2a3
f7975a0f838f0efa1a00,avatsa,TasmaiHitam,One for whom this is good. (5.1.7),Ca,avatsIya,1,5.1.1;5.1.5,kashika_5_1.rs:19;kashika_5_1.rs:57,1,source_conditioned_relation_not_independent_nominal_count,avatsIya,1,,,,verified,c87939bff01e80c8e231
8772da22a0e26f5ed957,avi,TasmaiHitam,One for whom this is good. (5.1.7),Tyan,aviTya,1,5.1.8,kashika_5_1.rs:93,0,source_conditioned_relation_not_independent_nominal_count,aviTya,1,,,,verified,934e2d3cdf565142e58d
f55468ff8161bce09e54,azaqakza,Svarthe,,Ka,azaqakzIRa,1,5.4.7,kashika_5_4.rs:31,0,source_conditioned_relation_not_independent_nominal_count,azaqakzIRa,1,,,,verified,010b60e7b0e8a593b894
e2d3b82f5bfb89ceb84e,bAhu,TasyaApatyam,Descendant. (4.1.92),iY,bAhavi,1,4.1.96,kashika_4_1.rs:474,0,source_conditioned_relation_not_independent_nominal_count,bAhavi,1,,,,verified,9382fc945a6ed3930a97
76abae6245eb148ac5ae,baBru,Gotra,Patronymic lineage. (4.1.98),aR,bABrava,1,4.1.106,kashika_4_1.rs:547,0,source_conditioned_relation_not_independent_nominal_count,bABrava,1,,,,verified,7a3cecee9063392fd1ac
78928c94bb7ffe31c22d,baBru,Gotra,Patronymic lineage. (4.1.98),yaY,bABravya,1,4.1.106,kashika_4_1.rs:546,0,source_conditioned_relation_not_independent_nominal_count,bABravya,1,,,,verified,18c5a8016b5efaa226db
a31d5b432367cb3e69c7,badara,Unchati,What is gleaned. (4.4.32),Wak,bAdarika,1,4.4.32,kashika_4_4.rs:223,0,source_conditioned_relation_not_independent_nominal_count,bAdarika,1,,,,verified,2eabc3217733a9d86a96
5f4c72d4fd6e957602aa,bahvfca,TasyaIdam,One who has this. (4.3.120),Yya,bAhvfcya,1,4.3.129,kashika_4_3.rs:402,0,source_conditioned_relation_not_independent_nominal_count,bAhvfcya,1,,,,verified,165e9f435df0cb793ffc
d524354571fe8205100a,baka,TasyaSamuha,A collection of this. (4.2.37),aR,bAka,1,4.2.37,kashika_4_2.rs:142,0,source_conditioned_relation_not_independent_nominal_count,bAka,1,,,,verified,76ddeef010ac9afae658
3564d1652c5c70e20813,bali,TadarthamVikrtehPrakrtau,What could be created from this raw material. (5.1.12),QaY,bAleya,1,5.1.13,kashika_5_1.rs:136,0,source_conditioned_relation_not_independent_nominal_count,bAleya,1,,,,verified,92fe39281bb1cbde859e
7cb63ea706dda4b24926,balvaja,TadDharatiVahatiAvahati,"What one carries away, or conveys, or brings. (5.1.50)",Wak,bAlvajika,1,5.1.50,kashika_5_1.rs:340,0,source_conditioned_relation_not_independent_nominal_count,bAlvajika,1,,,,verified,11ff296729d9320a04b8
977fd9d843eba2f7a08e,banDu,TasyaSamuha,A collection of this. (4.2.37),tal,banDutA,1,4.2.43,kashika_4_2.rs:185,0,source_conditioned_relation_not_independent_nominal_count,banDutA,1,,,,verified,aaddc5c6f678b34ab10c
27899f3edb7ce7e2a4ad,bfhaspati,SaAsyaDevata,Having this as a god. (4.2.24),Rya,bArhaspatya,1,4.2.24,kashika_4_2.rs:60,0,source_conditioned_relation_not_independent_nominal_count,bArhaspatya,1,,,,verified,7ce79725c90d1fc1ccef
d3d209601c95489ccbef,bfhatI,Acchadana,,kan,bfhatika,1,5.4.6,kashika_5_4.rs:26,0,source_conditioned_relation_not_independent_nominal_count,bfhatIka,1,bfhatika,bfhatIka,,engine_mismatch_not_admitted,
cbe2b20b8c153dc66db3,bida,Gotra,Patronymic lineage. (4.1.98),aY,bEda,1,4.1.104,kashika_4_1.rs:532,0,source_conditioned_relation_not_independent_nominal_count,bEda,1,,,,verified,2ac0ac886b4d3db9b02d
616bf6c85c76d12f50a6,bilva,TasyaVikara,Modification of this. (4.3.134),aR,bElva,1,4.3.136,kashika_4_3.rs:434,0,source_conditioned_relation_not_independent_nominal_count,bElva,1,,,,verified,82da3f4b3d47cb9185fa
f2c73b7a3b1cc0a3be69,bimba,TasyaApatyam,Descendant. (4.1.92),iY,bEmbaki,1,4.1.97,kashika_4_1.rs:490,0,source_conditioned_relation_not_independent_nominal_count,bEmbaki,1,,,,verified,00f384f35b2e08228eb2
824ae08757e5f3f34469,boDa,Gotra,Patronymic lineage. (4.1.98),iY,bODi,1,4.1.107,kashika_4_1.rs:557,0,source_conditioned_relation_not_independent_nominal_count,bODi,1,,,,verified,b681569d43e6c890d5f7
5da3ba81e879dfd8f0e7,boDa,Gotra,Patronymic lineage. (4.1.98),yaY,bODya,1,4.1.107,kashika_4_1.rs:554,0,source_conditioned_relation_not_independent_nominal_count,bODya,1,,,,verified,06aff9c08c2cdf68be5d
1e19558dae07461efb8b,brAhmaRa,AbhutaTadbhava,Becoming what one was not. (5.4.50),trA,brAhmaRatrA,1,5.4.55,kashika_5_4.rs:183,0,source_conditioned_relation_not_independent_nominal_count,brAhmaRatrA,1,,,,verified,5e7cf3250828b0f52318
5c121eedcd94fd89bff5,brAhmaRa,TasyaSamuha,A collection of this. (4.2.37),yan,brAhmaRya,1,4.2.42,kashika_4_2.rs:171,0,source_conditioned_relation_not_independent_nominal_count,brAhmaRya,1,,,,verified,77186fcb7acecea0a8c3
fdbb0507804ed192ada0,braDna,Gotra,Patronymic lineage. (4.1.98),cPaY,brADnAyana,1,4.1.98,kashika_4_1.rs:496,0,source_conditioned_relation_not_independent_nominal_count,brADnAyana,1,,,,verified,91efe3049253afcba60a
e2b68eac0b93212ce2a8,brahman,TasmaiHitam,One for whom this is good. (5.1.7),yat,brahmaRya,1,5.1.7,kashika_5_1.rs:86,0,source_conditioned_relation_not_independent_nominal_count,brahmaRya,1,,,,verified,2358f8d5cdffee7f30a3
d67dc44f390c8ee414d4,cAndrAyaRa,TadVartayati,One performs this. (5.1.72),WaY,cAndrAyaRika,1,5.1.18;5.1.72,kashika_5_1.rs:173;kashika_5_1.rs:456,1,source_conditioned_relation_not_independent_nominal_count,cAndrAyaRika,1,,,,verified,7091edaf83b0b3b7c9ae
70700185872242251e1e,cUrRa,TenaSamsrshte,Mixed with. (4.4.22),ini,cUrRin,1,4.4.23,kashika_4_4.rs:167,0,source_conditioned_relation_not_independent_nominal_count,cUrRin,1,,,,verified,168e91aa152cdf63fa5a
1c6de103d4fb0ea38042,caRqAla,TasyaApatyam,Descendant. (4.1.92),iY,cARqAlaki,1,4.1.97,kashika_4_1.rs:489,0,source_conditioned_relation_not_independent_nominal_count,cARqAlaki,1,,,,verified,aa0fcdf4b60369df8fd0
447c4533cf28f9ca4afd,cakra,Praharanam,One who has this weapon. (4.4.57),Wak,cAkrika,1,4.4.57,kashika_4_4.rs:407,0,source_conditioned_relation_not_independent_nominal_count,cAkrika,1,,,,verified,98e40ec4168b7e473f7f
c09b7b3ba70b48d35d82,cara,Gotra,Patronymic lineage. (4.1.98),Pak,cArAyaRa,1,4.1.99,kashika_4_1.rs:504,0,source_conditioned_relation_not_independent_nominal_count,cArAyaRa,1,,,,verified,5b59b9a6cb7301bbdf7b
f0a8d6cbfec9f8b76c9a,caraka,TasmaiHitam,One for whom this is good. (5.1.7),KaY,cArakIRa,1,5.1.11,kashika_5_1.rs:116,0,source_conditioned_relation_not_independent_nominal_count,cArakIRa,1,,,,verified,b06d0c543721e515f2cc
5ec5d37807350b485e20,caraka,TenaProktam,What is proclaimed by this person. (4.3.101),aR,caraka,1,4.3.107,kashika_4_3.rs:333,0,source_conditioned_relation_not_independent_nominal_count,cAraka,1,caraka,cAraka,,engine_mismatch_not_admitted,
00ae0d819f5ca0cf57ba,catur,Avasana,Parts of which. (5.2.42),tayap,catuzwaya,1,5.2.42,kashika_5_2.rs:263,0,source_conditioned_relation_not_independent_nominal_count,catuzwaya,1,,,,verified,546c9007c06159a92171
d411b090e3a4bd591927,catur,Nimana,Given in exchange. (5.2.47),mayaw,caturmaya,1,5.2.47,kashika_5_2.rs:289,0,source_conditioned_relation_not_independent_nominal_count,caturmaya,1,,,,verified,43763fe28b1a81d9bd1a
475ab5314053cc806f6f,cavarga,TatraBhava,Where this stays or exists. (4.3.53),Ca,cavargIya,1,4.3.63,kashika_4_3.rs:248,0,source_conditioned_relation_not_independent_nominal_count,cavargIya,1,,,,verified,3e846703b6dd9f0d85c1
e67e5fb7660dd7bf375a,cawakA,TasyaApatyam,Descendant. (4.1.92),Erak,cAwakEra,1,4.1.128,kashika_4_1.rs:686,0,source_conditioned_relation_not_independent_nominal_count,cAwakEra,1,,,,verified,5e6a92ddbc3f92d2fd76
0e82a82b629c98d15146,cawaka,TasyaApatyam,Descendant. (4.1.92),Erak,cAwakEra,1,4.1.128,kashika_4_1.rs:691,0,source_conditioned_relation_not_independent_nominal_count,cAwakEra,1,,,,verified,ec3505243394e5ae6e41
625a66b0ddce67fc3bbb,daDi,SamskrtamBhaksha,Food that is prepared with this vessel or medium. (4.2.16),Wak,dADika,1,4.2.18,kashika_4_2.rs:42,0,source_conditioned_relation_not_independent_nominal_count,dADika,1,,,,verified,4639499f3a9d5f758e22
f0e5cb5a71bf6acfa542,daDi,TenaCarati,One who walks or eats with this. (4.4.8),Wak,dADika,1,4.4.8,kashika_4_4.rs:69,0,source_conditioned_relation_not_independent_nominal_count,dADika,1,,,,verified,2f0950536e14ead79776
cd59c5a59449897a43e1,daDi,TenaSamskrtam,Cultured or processed. (4.4.3),Wak,dADika,1,4.4.3,kashika_4_4.rs:33,0,source_conditioned_relation_not_independent_nominal_count,dADika,1,,,,verified,e5ec5f22649456323d36
2fd2da6a99bf69feb0a7,daDi,TenaSamsrshte,Mixed with. (4.4.22),Wak,dADika,1,4.4.22,kashika_4_4.rs:159,0,source_conditioned_relation_not_independent_nominal_count,dADika,1,,,,verified,fb5ca048851298c84f5f
56b34371ffef6cccfcbc,daDi,TenaUpasikte,Sprinkled with. (4.4.26),Wak,dADika,1,4.4.26,kashika_4_4.rs:182,0,source_conditioned_relation_not_independent_nominal_count,dADika,1,,,,verified,6782f60e84fe6769c069
c7d35432e77e7503c3ff,daRqa,Hrasve,,ka,daRqaka,1,5.3.87,kashika_5_3.rs:295,0,source_conditioned_relation_not_independent_nominal_count,daRqaka,1,,,,verified,1728d6ca4bc3c3d0bde9
d89b1f22269dcbe9144d,daRqa,TadArhati,One deserves this. (5.1.63),yat,daRqya,1,5.1.66,kashika_5_1.rs:408,0,source_conditioned_relation_not_independent_nominal_count,daRqya,1,,,,verified,8e18a2e1ff4425103271
8ef6f0e00688cb7895fe,daRqamATa,Hanti,What one kills. (4.4.35),Wak,dARqamATika,1,4.4.37,kashika_4_4.rs:263,0,source_conditioned_relation_not_independent_nominal_count,dARqamATika,1,,,,verified,a63361b7cfa0c99febc2
43498139862be14482b9,daSEkAdaSa,PrayacchatiGarhyam,One who gives in a contemptible way. (4.4.30),zWac,daSEkAdaSika,1,4.4.31,kashika_4_4.rs:218,0,source_conditioned_relation_not_independent_nominal_count,daSEkAdaSika,1,,,,verified,81bd9313476fee45ac14
d0da30c071762ecbf2db,daSan,Avasana,Parts of which. (5.2.42),tayap,daSataya,1,5.2.42,kashika_5_2.rs:262,0,source_conditioned_relation_not_independent_nominal_count,daSataya,1,,,,verified,32b0ca2a547f2e4347b2
5849db19cd017ccb0e6a,dakza,TasyaApatyam,Descendant. (4.1.92),iY,dAkzi,1,4.1.122;4.1.95,kashika_4_1.rs:465;kashika_4_1.rs:640,1,source_conditioned_relation_not_independent_nominal_count,dAkzi,1,,,,verified,76b3396bd348b23870b1
d79ff465bf9ed60310a4,dakziRA,TadArhati,One deserves this. (5.1.63),Ca,dakziRIya,1,5.1.69,kashika_5_1.rs:432,0,source_conditioned_relation_not_independent_nominal_count,dakziRIya,1,,,,verified,48e1ff89d4e0d8df1f86
7d24095224972624d79b,dakziRA,TadArhati,One deserves this. (5.1.63),yat,dakziRya,1,5.1.69,kashika_5_1.rs:433,0,source_conditioned_relation_not_independent_nominal_count,dakziRya,1,,,,verified,022a1752d450b26b7712
0b3e93086230f226c32d,dakziRa,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",atasuc,dakziRatas,1,5.3.28,kashika_5_3.rs:121,0,source_conditioned_relation_not_independent_nominal_count,dakziRatas,1,,,,verified,6b6a662c952f05ee7720
660da683ffa360b4d1c1,dakziRaDurA,TadVahati,What one bears. (4.4.78),Ka,dakziRaDurIRa,1,4.4.78,kashika_4_4.rs:529,0,source_conditioned_relation_not_independent_nominal_count,dakziRaDurIRa,1,,,,verified,1468ded5f880e8d24f30
de7721071a068a2f9a7a,danta,TasmaiHitam,One for whom this is good. (5.1.7),yat,dantya,1,5.1.6,kashika_5_1.rs:67,0,source_conditioned_relation_not_independent_nominal_count,dantya,1,,,,verified,618d465e4d0ff629fc15
d64847787ea8dc94e3a5,darBa,Gotra,Patronymic lineage. (4.1.98),Pak,dArBAyaRa,1,4.1.102,kashika_4_1.rs:516,0,source_conditioned_relation_not_independent_nominal_count,dArBAyaRa,1,,,,verified,f7321fc6a064ae774c37
f87d92ecc18a378588ef,darBa,TasyaApatyam,Descendant. (4.1.92),iY,dArBi,1,4.1.102,kashika_4_1.rs:517,0,source_conditioned_relation_not_independent_nominal_count,dArBi,1,,,,verified,ac222f019020178b5045
e445dc5992b8b1e5d93c,darBa,TasyaVikara,Modification of this. (4.3.134),mayaw,darBamaya,1,4.3.144,kashika_4_3.rs:482,0,source_conditioned_relation_not_independent_nominal_count,darBamaya,1,,,,verified,71ac76151cbec74382af
4d3b6be7d74448303149,dardaBaka,TenaSamskrtam,Cultured or processed. (4.4.3),aR,dArdaBaka,1,4.4.4,kashika_4_4.rs:42,0,source_conditioned_relation_not_independent_nominal_count,dArdaBaka,1,,,,verified,d4ca7ff8146aced7f48b
2a9fb298faf065b16d55,dardurUka,TasyaVikara,Modification of this. (4.3.134),aR,dArdurUka,1,4.3.137,kashika_4_3.rs:444,0,source_conditioned_relation_not_independent_nominal_count,dArdurUka,1,,,,verified,71ce96bc1f8b765e2876
386bef65a965b104a62f,devAgAra,Niyuktam,Where one is appointed. (4.4.69),Wan,devAgArika,1,4.4.70,kashika_4_4.rs:481,0,source_conditioned_relation_not_independent_nominal_count,devAgArika,1,,,,verified,facc2798d0c7e2ddc20b
407275dc79459faba005,devAsura,TadAsyaAstiAsmin,What one has or is in. (5.2.94),aR,dEvAsura,1,5.2.61,kashika_5_2.rs:319,0,source_conditioned_relation_not_independent_nominal_count,dEvAsura,1,,,,verified,01a18f4864c12175d994
e6078d549ce750950bb6,devadAru,TasyaVikara,Modification of this. (4.3.134),aY,dEvadArava,1,4.3.139,kashika_4_3.rs:456,0,source_conditioned_relation_not_independent_nominal_count,dEvadArava,1,,,,verified,3e7717f4ac0bb2d0ac9d
2eb083797f254c3e521f,devayAna,TasyaVishayoDeshe,A domain of this. (4.2.52),vuY,dEvayAnaka,1,4.2.53,kashika_4_2.rs:232,0,source_conditioned_relation_not_independent_nominal_count,dEvayAnaka,1,,,,verified,445846c3d8329ded92d1
50e25bf837f7860c7df9,dfti,TatraBhava,Where this stays or exists. (4.3.53),QaY,dArteya,1,4.3.56,kashika_4_3.rs:210,0,source_conditioned_relation_not_independent_nominal_count,dArteya,1,,,,verified,895625f81e4606bf8ce7
506fa5f52df9fea2a5ba,diS,TatraBhava,Where this stays or exists. (4.3.53),yat,diSya,1,4.3.54,kashika_4_3.rs:204,0,source_conditioned_relation_not_independent_nominal_count,diSya,1,,,,verified,7d66141db3dfa3cb98ba
c10cbfb840ce09bac8f8,diti,TasyaApatyam,Descendant. (4.1.92),Rya,dEtya,1,4.1.85;4.1.92,kashika_4_1.rs:433;kashika_4_1.rs:454,1,source_conditioned_relation_not_independent_nominal_count,dEtya,1,,,,verified,4db8ebf3f3a5c0320211
a85e27072cb5fbced08a,dizwa,Mati,One who has this belief. (4.4.60),Wak,dEzwika,1,4.4.60,kashika_4_4.rs:427,0,source_conditioned_relation_not_independent_nominal_count,dEzwika,1,,,,verified,6c78028173bf259fba1f
10546c1476c71afd3447,dravya,TadDharatiVahatiAvahati,"What one carries away, or conveys, or brings. (5.1.50)",kan,dravyaka,1,5.1.51,kashika_5_1.rs:347,0,source_conditioned_relation_not_independent_nominal_count,dravyaka,1,,,,verified,784caa1acd3eb6dc18c2
ec8514aedc798d0bea78,droRa,Gotra,Patronymic lineage. (4.1.98),Pak,drORAyana,1,4.1.103,kashika_4_1.rs:522,0,source_conditioned_relation_not_independent_nominal_count,drORAyana,1,,,,verified,c522b1c2d4345041120b
bcaf678b3fdf8f793284,droRa,Gotra,Patronymic lineage. (4.1.98),iY,drORi,1,4.1.103,kashika_4_1.rs:523,0,source_conditioned_relation_not_independent_nominal_count,drORi,1,,,,verified,93d295f08f0d675eb382
bdcf501d1a50dd7cf122,droRa,TadAsyaParimanam,The measure of this. (5.1.57),Wak,drORika,1,5.1.57,kashika_5_1.rs:380,0,source_conditioned_relation_not_independent_nominal_count,drORika,1,,,,verified,7578c2dfea3fa8c5eb47
6fabc5e9534cccea930d,droRa,TasyaVapa,Sown with this. (5.1.45),Wak,drORika,1,5.1.45,kashika_5_1.rs:296,0,source_conditioned_relation_not_independent_nominal_count,drORika,1,,,,verified,aaa53a88ef62a79edcf7
8239e20b5a869a5379e6,dru,TasyaVikara,Modification of this. (4.3.134),vaya,druvaya,1,4.3.162,kashika_4_3.rs:535,0,source_conditioned_relation_not_independent_nominal_count,druvaya,1,,,,verified,f1a6267fe481e9e7c349
61b2e4bec3f40eb737d9,dru,TasyaVikara,Modification of this. (4.3.134),yat,dravya,1,4.3.161,kashika_4_3.rs:530,0,source_conditioned_relation_not_independent_nominal_count,dravya,1,,,,verified,9ade0a2477a9969509dc
731820101967b782599b,druhyu,TasyaApatyam,Descendant. (4.1.92),aR,drOhyava,1,4.1.168,kashika_4_1.rs:842,0,source_conditioned_relation_not_independent_nominal_count,drOhyava,1,,,,verified,2055f61749f97e5537f1
