derived_word_meaning_id,candidate_relation_id,compound_word_meaning_id,compound_type,input_forms_slp1,input_semantic_relation,operation_family,operation_id,source_variant,semantic_context,semantic_branch_id,semantic_relation,rule_refs,derivational_depth,output_forms_slp1,output_variant_count,output_form_class,generation_method,admission_basis,count_status
911e3d9ad2f4b9758da0,9c9f5218d3419b7c4c5a,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,taraNgAtyastAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8adf307c36562aa22c6a,0e85d77454511a2abfa4,5d7f29479174bab0,dvitiya_tatpurusha,taraNgAtyasta,atyasta directed toward or involving taraNga,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,ataraNgAtyasta,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d3e90ae3194068bd627a,6a75f44ec673db63a950,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,tuhinAtyastatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1653deef733db2922424,2ef6beaef233437ae138,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,tuhinAtyastatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
e38a79a664623ae70106,6c8cbf3511b9fd1f8170,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,tuhinAtyastavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
550276aea6de0fb18727,2adff10708b2283f787b,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,tuhinAtyastatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
da6aee5f0e81dc315502,3dcaf554eb97900f64fd,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,tuhinAtyastatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
99ede5a15b866a24c8df,c54552e8afc54e25df50,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,tuhinAtyastIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
bf839544190410a44586,e606ae17a31e74e59430,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,tuhinAtyastakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
fafd33cd315ee07bb9d4,9f286402c6beb2c55038,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,tuhinAtyastIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
c8739de695c349f60de4,44a0a1162b3a379587eb,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,tuhinAtyastAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d56cd4aa1dec5ca93317,0c23eb8e3b7ebc917ff7,d7f39ab700ccf161,dvitiya_tatpurusha,tuhinAtyasta,atyasta directed toward or involving tuhina,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,atuhinAtyasta,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1587e6f952794cb61b0b,98bee04cfb63a8d77ea3,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvakuYjaratva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
73a2824c496d9031946a,984815a21704475489a2,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvakuYjaratA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
264e8fb71bfc46e887c5,7d63d901b1830f571abd,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvakuYjaravat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
2f3a863307ef7f260467,16932acc7f5a43f9d50a,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvakuYjaratama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
c8cc96a0c91536571bf9,48a7e849351f2bf4afaa,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvakuYjaratara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1a1fa9825df4bb2aba13,197b39465bf2f939919f,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvakuYjarIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
2094e91bcd09d08150f0,e7dcbff181b494c07c34,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvakuYjarakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
298c85c0fbe8fe4a11cf,d5b07d1edab49202b15c,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvakuYjarIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
73074ff53593456e4b48,168c166907ca3b71e71d,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvakuYjarAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
40a29405014ebd26d1a7,acef474fee68ab410903,3f8d71b845b417be,karmadharaya,aSvakuYjara,kuYjara qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvakuYjara,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
25ab159f0caa053ffcd2,39c2d242c5dfb8476df1,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvanAgatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1999663dbff700c87867,556364523621b6fa304c,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvanAgatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
186410a0290f450097c2,6951cc5ff8ac97b34be8,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvanAgavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d31f2e3606faa33f460d,ec49dd37a94df25cb2e3,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvanAgatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
4ffb7ae3697f67210def,dd12d42940770a28f71f,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvanAgatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
73519a80130a574580be,ffa6acd97fdf57b576c5,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvanAgIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
0b799d2f99aba03c1f06,953d896a2714f3377446,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvanAgakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
85329789173829466d2a,790fbef279d9c8f85d26,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvanAgIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
ccc8904c7813cd2835a9,905fd8ff4a20a039a3dd,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvanAgAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
417233deb6814c4739e8,732edb46b1b4d9a94a3a,3b5f2352ee26c468,karmadharaya,aSvanAga,nAga qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvanAga,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9b8ebebb64f97bcb3d8b,607b6a773d453da8bb79,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvavfndArakatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d245a0979dc24814eac4,955d7b2d403bffc63ffa,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aSvavfndArakatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
855398220122d66e5817,c66eca39df79e379968b,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aSvavfndArakavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
7c587e909ead19bfee0d,4948af0a2f3ccacad13c,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aSvavfndArakatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
4d6f2b40eae28099bebe,8188dfda7d0dfb56d5e7,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aSvavfndArakatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
51e9f882b7aca2abd90e,0689c701ce0bcd09d1b9,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aSvavfndArakIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
6f148a419432a7d40a11,69f946e3ce57dd7ef5f6,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aSvavfndArakakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
1dcc39b80de6727b954e,2c439247da632b093f72,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aSvavfndArakIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9aca8fa10f39cdfc7bf3,2665c7dbcd8864a9a0de,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aSvavfndArakAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
4555701edf83b8540d98,42a95c2dd7ad2ff78286,3a4f2a67b50e7ad7,karmadharaya,aSvavfndAraka,vfndAraka qualified or identified by aSva,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaSvavfndAraka,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
b619c17cf9c36444b585,db0290f35827c445e0c0,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,aparapuruzatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
e7907394cb2e8c78dd01,c5ceb80f4a08af756296,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,aparapuruzatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
c5ec6da23e2b79310940,37dd2eed2a405a359f85,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,aparapuruzavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
0f0a02c7533daa01091a,4e5c500235ebcb15d5c6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,aparapuruzatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
bc45b33234ad82403865,e14793f3c6a86748a191,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,aparapuruzatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d2a8f756dbd8e22b97f1,aec817088ff8201f2cc6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,aparapuruzIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
6626673b7302efd5edae,af50a400e711acf9f911,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,aparapuruzakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
3d2e3c6ce58f5c17931a,62833f0d61fbd80c7dc8,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,aparapuruzIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9986ba3b2e2de1d29704,b0dd70995f832b905ce6,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,aparapuruzAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
60cf5169daf375b8cba4,6ddd98640a660f6eec0f,a309a9263c37101b,karmadharaya,aparapuruza,puruza qualified or identified by apara,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,anaparapuruza,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
b6fca4e960e40f5b8562,8a2ec5329b13f27baa7e,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,caramapuruzatva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9284b7191ba3e733b9f4,9a52157af7ba7847c3fa,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,caramapuruzatA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
3f3e67dd72628565339e,4ed2699a928c42f8ad13,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,caramapuruzavat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
d5d47fd4b53b034c235f,41502347eda9e555bd36,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,caramapuruzatama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8410c7575ce3a527640b,50eefc1fa8c66f30f180,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,caramapuruzatara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
b750e81eb2f9c1fac4d7,505bad4c758b02a48fc2,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,caramapuruzIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9838879ec32a543a3eda,95d499b40b2e8f8b12d6,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,caramapuruzakAmya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
86483a1cd7ed04fac08f,0dec85d1e6f9f458fdc0,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,caramapuruzIya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
75551d42c33ccebc2fb9,ea59ded50408ac4cd022,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,caramapuruzAya,1,derived_verbal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
4fc255005eac9164609d,26cde1bb2cf86866a02a,63bd946081b52deb,karmadharaya,caramapuruza,puruza qualified or identified by carama,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,acaramapuruza,1,derived_nominal_base,classified_surface_rules,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
46d3535ab9c1db2002a2,577bdaaea2ab93419918,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,gokuYjaratva,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
8c282db61f4946d86fbd,65bbdd6153d45c9c06df,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,gokuYjaratA,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
e257f816a379c714a4a3,c99af54805044c259b21,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,gokuYjaravat,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
9e82fe8e5e2ae6a555f2,cb516f23bfdae20681b4,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,gokuYjaratama,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
097fdbb76211ea1127de,d2f2f95252f2d54ff9d6,91641b3d7697d5ae,karmadharaya,gokuYjara,kuYjara qualified or identified by go,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,gokuYjaratara,1,derived_nominal_base,vidyut_0_4_0_python,source_compound_meaning_plus_established_semantic_operation_plus_reproduced_form,admitted_research_ledger
