conditioned_candidate_id,input_form_slp1,semantic_context,semantic_description,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,rule_refs,source_locators,collapsed_duplicate_assertions,input_status
8669127130534b7e0d14,SfNgavera,TenaSamskrtam,Cultured or processed. (4.4.3),Wak,SArNgaverika,1,4.4.3,kashika_4_4.rs:34,0,source_conditioned_relation_not_independent_nominal_count
ca0c77c7970d6d33cce7,SfNgavera,TenaSamsrshte,Mixed with. (4.4.22),Wak,SArNgaverika,1,4.4.22,kashika_4_4.rs:161,0,source_conditioned_relation_not_independent_nominal_count
31e16a05e007c635e475,Sibi,TasyaVishayoDeshe,A domain of this. (4.2.52),aR,SEba,1,4.2.52,kashika_4_2.rs:224,0,source_conditioned_relation_not_independent_nominal_count
3e7a772ce17c3fdc4b64,SilAlin,TenaProktam,What is proclaimed by this person. (4.3.101),Rini,SElAlin,1,4.3.110,kashika_4_3.rs:351,0,source_conditioned_relation_not_independent_nominal_count
df20f12fce898212833b,SivarUpya,TatraJata,Where this was born. (4.3.25),Ya,SEvarUpya,1,4.2.106,kashika_4_2.rs:461,0,source_conditioned_relation_not_independent_nominal_count
b78bff7dc9ed33f26f42,SrARA,TadAsmaiDiyateNiyuktam,To whom this is given rightfully. (4.4.66),wiWan,SrARika,1,4.4.67,kashika_4_4.rs:459,0,source_conditioned_relation_not_independent_nominal_count
c87bc6e8e33607180dbf,SuBra,TasyaApatyam,Descendant. (4.1.92),Qak,SOBreya,1,4.1.123,kashika_4_1.rs:651,0,source_conditioned_relation_not_independent_nominal_count
351c727d9a1bcdfd3253,SuNga,TasyaApatyam,Descendant. (4.1.92),aR,SONga,1,4.1.117,kashika_4_1.rs:598,0,source_conditioned_relation_not_independent_nominal_count
052cb67c472527d892bd,SuNga,TasyaApatyam,Descendant. (4.1.92),iY,SONgi,1,4.1.117,kashika_4_1.rs:599,0,source_conditioned_relation_not_independent_nominal_count
7c849a92f7607f87f429,SuRqA,Hrasve,,ra,SuRqAra,1,5.3.88,kashika_5_3.rs:302,0,source_conditioned_relation_not_independent_nominal_count
60f758ec9805a8d87c4e,SuRqika,TataAgata,Where one came from. (4.3.74),aR,SORqika,1,4.3.76,kashika_4_3.rs:270,0,source_conditioned_relation_not_independent_nominal_count
4225f391e38d62111e88,Sukla,AbhutaTadbhava,Becoming what one was not. (5.4.50),cvi,SuklI,1,5.4.50,kashika_5_4.rs:155,0,source_conditioned_relation_not_independent_nominal_count
46adf0698e923f71e3d9,Sukra,SaAsyaDevata,Having this as a god. (4.2.24),Gan,Sukriya,1,4.2.26,kashika_4_2.rs:71,0,source_conditioned_relation_not_independent_nominal_count
3067ba21f68ec4cdb8cf,SulkaSAlA,Avakraya,What is taxed. (4.4.50),Wak,SOlkaSAlika,1,4.4.50,kashika_4_4.rs:357,0,source_conditioned_relation_not_independent_nominal_count
90430ec39f5878ca3773,SulkaSAlA,Niyuktam,Where one is appointed. (4.4.69),Wak,SOlkaSAlika,1,4.4.69,kashika_4_4.rs:472,0,source_conditioned_relation_not_independent_nominal_count
b21bd4ec0ba8aa7cdb57,SulkaSAlA,TasyaDharmyam,One who has this custom. (4.4.47),Wak,SOlkaSAlika,1,4.4.47,kashika_4_4.rs:332,0,source_conditioned_relation_not_independent_nominal_count
4416d4423dc19aa090d5,SulkamATa,Hanti,What one kills. (4.4.35),Wak,SOlkamATika,1,4.4.37,kashika_4_4.rs:264,0,source_conditioned_relation_not_independent_nominal_count
79d4dd473e9fc0e922d9,Sunaka,Gotra,Patronymic lineage. (4.1.98),Pak,SOnakAyana,1,4.1.102,kashika_4_1.rs:514,0,source_conditioned_relation_not_independent_nominal_count
ea8536b1e5a084d84ee0,Sunaka,Gotra,Patronymic lineage. (4.1.98),aY,SOnaka,1,4.1.102,kashika_4_1.rs:515,0,source_conditioned_relation_not_independent_nominal_count
abec0754d3bf1bba0cea,SvaSura,TasyaApatyam,Descendant. (4.1.92),yat,SvaSurya,1,4.1.137,kashika_4_1.rs:731,0,source_conditioned_relation_not_independent_nominal_count
f34488e08b02293c8be6,SvagaRa,TenaCarati,One who walks or eats with this. (4.4.8),WaY,SvAgaRika,1,4.4.11,kashika_4_4.rs:88,0,source_conditioned_relation_not_independent_nominal_count
bcfee4c107f07ba49b62,SvagaRa,TenaCarati,One who walks or eats with this. (4.4.8),zWan,SvagaRika,1,4.4.11,kashika_4_4.rs:87,0,source_conditioned_relation_not_independent_nominal_count
0a866adb870c3afbb3b4,Svas,TatraBhava,Where this stays or exists. (4.3.53),WaY,SOvastika,1,4.3.15,kashika_4_3.rs:57,0,source_conditioned_relation_not_independent_nominal_count
53915ebe6ff885832c31,Svas,TatraBhava,Where this stays or exists. (4.3.53),tyap,Svastya,1,4.3.15,kashika_4_3.rs:58,0,source_conditioned_relation_not_independent_nominal_count
da8fe97866badd9c21c7,Svas,TatraBhava,Where this stays or exists. (4.3.53),tyu,Svastana,1,4.3.15,kashika_4_3.rs:59,0,source_conditioned_relation_not_independent_nominal_count
212dadbaf2dd074e1879,Svas,TatraBhava,Where this stays or exists. (4.3.53),tyul,Svastana,1,4.3.15,kashika_4_3.rs:60,0,source_conditioned_relation_not_independent_nominal_count
a2c587443e7383f261e3,SvetacCatra,TadArhati,One deserves this. (5.1.63),Wak,SvEtacCatrika,1,5.1.63,kashika_5_1.rs:386,0,source_conditioned_relation_not_independent_nominal_count
a5c0f4ed89ba3fd2d979,SyAmAka,Unchati,What is gleaned. (4.4.32),Wak,SyAmAkika,1,4.4.32,kashika_4_4.rs:224,0,source_conditioned_relation_not_independent_nominal_count
b44534f89fc517a90abb,SyAmagu,TasyaApatyam,Descendant. (4.1.92),aR,SyAmagava,1,4.1.92,kashika_4_1.rs:460,0,source_conditioned_relation_not_independent_nominal_count
98c6951a6577323a797a,UrRA,TasyaVikara,Modification of this. (4.3.134),aY,OrRa,1,4.3.158,kashika_4_3.rs:513,0,source_conditioned_relation_not_independent_nominal_count
f965dbcd15559e74a081,UrRA,TasyaVikara,Modification of this. (4.3.134),vuY,OrRaka,1,4.3.158,kashika_4_3.rs:512,0,source_conditioned_relation_not_independent_nominal_count
4d1ef8c7419ec084e46d,Uru,TadAsyaPramanam,Measure. (5.2.37),daGnac,UrudaGna,1,5.2.37,kashika_5_2.rs:217,0,source_conditioned_relation_not_independent_nominal_count
4eefa1c170de3c29e04b,Uru,TadAsyaPramanam,Measure. (5.2.37),dvayasac,Urudvayasa,1,5.2.37,kashika_5_2.rs:216,0,source_conditioned_relation_not_independent_nominal_count
949c9863317e5e185046,Uru,TadAsyaPramanam,Measure. (5.2.37),mAtrac,UrumAtra,1,5.2.37,kashika_5_2.rs:218,0,source_conditioned_relation_not_independent_nominal_count
789ab9e9c8283b66e6d2,Uru,TadVidhyati,What one pierces. (4.4.83),yat,Uravya,1,4.4.83,kashika_4_4.rs:551,0,source_conditioned_relation_not_independent_nominal_count
448c5842ce32bff3913b,aBra,TatraBhava,Where this stays or exists. (4.3.53),Ga,aBriya,1,4.4.118,kashika_4_4.rs:725,0,source_conditioned_relation_not_independent_nominal_count
95531e2125edb6dc5d9e,aBri,TenaDivyatiJayatiJitam,"One who gambles, conquers, or is conquered with this. (4.4.2)",Wak,ABrika,1,4.4.2,kashika_4_4.rs:27,0,source_conditioned_relation_not_independent_nominal_count
52cc64b74f240aaea8b5,aDamArDa,TatraJata,Where this was born. (4.3.25),yat,aDamArDya,1,4.3.5,kashika_4_3.rs:36,0,source_conditioned_relation_not_independent_nominal_count
f6548f047a933da0fea2,aDarma,Carati,What one practices. (4.4.41),Wak,ADarmika,1,4.4.41,kashika_4_4.rs:296,0,source_conditioned_relation_not_independent_nominal_count
fd2afa74ae4e5e34eab8,aDvan,AlamGami,Fit to go. (5.2.15),Ka,aDvanIna,1,5.2.16,kashika_5_2.rs:106,0,source_conditioned_relation_not_independent_nominal_count
fdd1f496fe24a9ce4f1c,aDvan,AlamGami,Fit to go. (5.2.15),yat,aDvanya,1,5.2.16,kashika_5_2.rs:105,0,source_conditioned_relation_not_independent_nominal_count
9791fc59d86285483d0c,aDvaryu,TasyaIdam,One who has this. (4.3.120),aY,ADvaryava,1,4.3.123,kashika_4_3.rs:382,0,source_conditioned_relation_not_independent_nominal_count
f90e2646c071e947d7f5,aMSa,Hari,Who must take this.. (5.2.69),kan,aMSaka,1,5.2.69,kashika_5_2.rs:362,0,source_conditioned_relation_not_independent_nominal_count
ad8e77dfb89ec1ad9e2c,aNgAra,TadarthamVikrtehPrakrtau,What could be created from this raw material. (5.1.12),Ca,aNgArIya,1,5.1.12,kashika_5_1.rs:123,0,source_conditioned_relation_not_independent_nominal_count
5ae1ffa4b4e85bd1ec96,aNga,Janapada,Country. (4.1.168),aR,ANga,1,4.1.170,kashika_4_1.rs:858,0,source_conditioned_relation_not_independent_nominal_count
d16b97fc91d4691bef98,aNguli,IvePratikrtau,,Wak,ANgulika,1,5.3.108,kashika_5_3.rs:384,0,source_conditioned_relation_not_independent_nominal_count
471e9bac727d6a7b75db,aNguli,TatraBhava,Where this stays or exists. (4.3.53),Ca,aNgulIya,1,4.3.62,kashika_4_3.rs:240,0,source_conditioned_relation_not_independent_nominal_count
1359afb2a6ada7228a31,aSIti,TenaKritam,What is bought with this. (5.1.37),WaY,ASItika,1,5.1.37,kashika_5_1.rs:248,0,source_conditioned_relation_not_independent_nominal_count
72c158375027ade47844,aSmaka,Janapada,Country. (4.1.168),iY,ASmaki,1,4.1.173,kashika_4_1.rs:900,0,source_conditioned_relation_not_independent_nominal_count
5e3d4edf586d403f54db,aSman,Gotra,Patronymic lineage. (4.1.98),PaY,ASmAyana,1,4.1.110,kashika_4_1.rs:570,0,source_conditioned_relation_not_independent_nominal_count
e4aeed801b8c00d63c5b,aSva,Ajnate,Not known. (5.3.73),ka,aSvaka,1,5.3.70,kashika_5_3.rs:266,0,source_conditioned_relation_not_independent_nominal_count
e001906a105dbe3c0e81,aSva,EkahaGama,What can be traveled in one day. (5.2.19),KaY,ASvIna,1,5.2.19,kashika_5_2.rs:121,0,source_conditioned_relation_not_independent_nominal_count
ab3b3b3e99d3cd278eb8,aSva,Gotra,Patronymic lineage. (4.1.98),PaY,ASvAyana,1,4.1.110,kashika_4_1.rs:569,0,source_conditioned_relation_not_independent_nominal_count
103a56e8b6b9649e3e44,aSva,IvePratikrtau,,kan,aSvaka,1,5.3.96,kashika_5_3.rs:352,0,source_conditioned_relation_not_independent_nominal_count
a6db089ec3848bee9ada,aSva,Tanutve,Slenderness. (5.3.91),zwarac,aSvatara,1,5.3.91,kashika_5_3.rs:325,0,source_conditioned_relation_not_independent_nominal_count
f56a67f2a82dd29245d2,aSva,TasyaSamuha,A collection of this. (4.2.37),Ca,aSvIya,1,4.2.48,kashika_4_2.rs:204,0,source_conditioned_relation_not_independent_nominal_count
210e1fba1fea1701e348,aSva,TasyaSamuha,A collection of this. (4.2.37),aR,ASva,1,4.2.48,kashika_4_2.rs:205,0,source_conditioned_relation_not_independent_nominal_count
3a3993e2ba9550e8dc1d,aSva,TenaCarati,One who walks or eats with this. (4.4.8),zWan,aSvika,1,4.4.10,kashika_4_4.rs:81,0,source_conditioned_relation_not_independent_nominal_count
bb64ea3c003a2af51af4,aSvapAlI,TasyaApatyam,Descendant. (4.1.92),Wak,ASvapAlika,1,4.1.146,kashika_4_1.rs:783,0,source_conditioned_relation_not_independent_nominal_count
d8e348e0cd6d29dbc26b,aSvapati,TasyaApatyam,Descendant. (4.1.92),aR,ASvapata,1,4.1.84;4.1.92,kashika_4_1.rs:427;kashika_4_1.rs:453,1,source_conditioned_relation_not_independent_nominal_count
2cd2de7bc2fd1d7b852b,aditi,SaAsyaDevata,Having this as a god. (4.2.24),Rya,Aditya,1,4.2.24,kashika_4_2.rs:59,0,source_conditioned_relation_not_independent_nominal_count
6e9c750d60634f3653e4,aditi,TasyaApatyam,Descendant. (4.1.92),Rya,Aditya,1,4.1.85,kashika_4_1.rs:434,0,source_conditioned_relation_not_independent_nominal_count
5decb5a6d9d1803dd066,agni,AbhutaTadbhava,Becoming what one was not. (5.4.50),sAti,agnisAt,1,5.4.52,kashika_5_4.rs:171,0,source_conditioned_relation_not_independent_nominal_count
9fa8d325fc9dadf1f337,agni,SaAsyaDevata,Having this as a god. (4.2.24),Qak,Agneya,1,4.2.33,kashika_4_2.rs:130,0,source_conditioned_relation_not_independent_nominal_count
b56c396f5eccafb45c4a,agra,TatraBhava,Where this stays or exists. (4.3.53),Ca,agrIya,1,4.4.117,kashika_4_4.rs:718,0,source_conditioned_relation_not_independent_nominal_count
607df30db3779803eeac,agra,TatraBhava,Where this stays or exists. (4.3.53),Ga,agriya,1,4.4.117,kashika_4_4.rs:717,0,source_conditioned_relation_not_independent_nominal_count
c64dfa4daee5e4dc1353,agra,TatraBhava,Where this stays or exists. (4.3.53),yat,agrya,1,4.4.116,kashika_4_4.rs:711,0,source_conditioned_relation_not_independent_nominal_count
606d675d797958e2c0e9,ahan,TenaNirvrttam,Completed by this time. (5.1.79),WaY,Ahnika,1,5.1.79,kashika_5_1.rs:530,0,source_conditioned_relation_not_independent_nominal_count
2e7b5d5d48148347dfef,ahi,TatraBhava,Where this stays or exists. (4.3.53),QaY,Aheya,1,4.3.56,kashika_4_3.rs:215,0,source_conditioned_relation_not_independent_nominal_count
03442707b9d297618f78,ajAda,Janapada,Country. (4.1.168),YyaN,AjAdya,1,4.1.171,kashika_4_1.rs:877,0,source_conditioned_relation_not_independent_nominal_count
9338e197dcfac600ee79,aja,TasmaiHitam,One for whom this is good. (5.1.7),Tyan,ajaTya,1,5.1.8,kashika_5_1.rs:92,0,source_conditioned_relation_not_independent_nominal_count
55b0b39da941ce42a566,ajapaTa,Ahrtam,What is conveyed by that way. (5.1.77),WaY,AjapaTika,1,5.1.77,kashika_5_1.rs:514,0,source_conditioned_relation_not_independent_nominal_count
857bbe33c10904bb7200,ajapaTa,Gacchati,Who goes. (5.1.75),WaY,AjapaTika,1,5.1.77,kashika_5_1.rs:513,0,source_conditioned_relation_not_independent_nominal_count
c0bd437a2032e6fdd92a,akaraBa,TasmaiHitam,One for whom this is good. (5.1.7),Ca,akaraBIya,1,5.1.1,kashika_5_1.rs:18,0,source_conditioned_relation_not_independent_nominal_count
4f885ee31f26d0a8b997,akza,TenaDivyatiJayatiJitam,"One who gambles, conquers, or is conquered with this. (4.4.2)",Wak,Akzika,1,4.4.1;4.4.2,kashika_4_4.rs:20;kashika_4_4.rs:25,1,source_conditioned_relation_not_independent_nominal_count
5fb64de4562729ec06d9,akzadyUta,TenaNirvrtte,Completed with. (4.4.19),Wak,AkzadyUtika,1,4.4.19,kashika_4_4.rs:140,0,source_conditioned_relation_not_independent_nominal_count
8ff5b7a08cfe5feb6731,alaNkarman,Svarthe,,Ka,alaNkarmIRa,1,5.4.7,kashika_5_4.rs:33,0,source_conditioned_relation_not_independent_nominal_count
d3b3352f167ef92183cd,alampuruza,Svarthe,,Ka,alampuruzIRa,1,5.4.7,kashika_5_4.rs:34,0,source_conditioned_relation_not_independent_nominal_count
e1612766e61d93109fea,amAvAsyA,TatraJata,Where this was born. (4.3.25),a,amAvAsya,1,4.3.31,kashika_4_3.rs:130,0,source_conditioned_relation_not_independent_nominal_count
cd744b248a0a81c70968,amAvAsyA,TatraJata,Where this was born. (4.3.25),aR,AmAvAsya,1,4.3.30,kashika_4_3.rs:125,0,source_conditioned_relation_not_independent_nominal_count
99ac7c235891f8f57600,amAvAsyA,TatraJata,Where this was born. (4.3.25),vun,amAvAsyaka,1,4.3.30,kashika_4_3.rs:124,0,source_conditioned_relation_not_independent_nominal_count
877c4f6050af9a14f65e,amBas,Vartate,Existence. (4.4.27),Wak,AmBasika,1,4.4.27,kashika_4_4.rs:191,0,source_conditioned_relation_not_independent_nominal_count
4e0e80d54ec76f2a8d2d,anna,Labdha,What one has obtained. (4.4.85),Ra,Anna,1,4.4.85,kashika_4_4.rs:563,0,source_conditioned_relation_not_independent_nominal_count
9da441729bdf9e4ae384,antaHsTa,TatraJata,Where this was born. (4.3.25),Ca,antaHsTIya,1,4.2.138,kashika_4_2.rs:521,0,source_conditioned_relation_not_independent_nominal_count
f12e6d5fb72c0002a2c5,anugrAma,TatraBhava,Where this stays or exists. (4.3.53),WaY,AnugrAmika,1,4.3.61,kashika_4_3.rs:232,0,source_conditioned_relation_not_independent_nominal_count
0191101a38ea470c6270,anugu,AlamGami,Fit to go. (5.2.15),Ka,anugavIna,1,5.2.15;5.2.17,kashika_5_2.rs:100;kashika_5_2.rs:111,1,source_conditioned_relation_not_independent_nominal_count
e2e753a071cba4b30a40,anukAma,Gami,Who intends to go. (5.2.11),Ka,anukAmIna,1,5.2.11,kashika_5_2.rs:95,0,source_conditioned_relation_not_independent_nominal_count
0a1ec3daba56e8df9ce4,anukUla,Vartate,Existence. (4.4.27),Wak,AnukUlika,1,4.4.28,kashika_4_4.rs:201,0,source_conditioned_relation_not_independent_nominal_count
86a439a6c9b1aef9bc17,anuloma,Vartate,Existence. (4.4.27),Wak,Anulomika,1,4.4.28,kashika_4_4.rs:199,0,source_conditioned_relation_not_independent_nominal_count
f96946154b1a10b2eb26,anupada,Hanti,What one kills. (4.4.35),Wak,Anupadika,1,4.4.37,kashika_4_4.rs:266,0,source_conditioned_relation_not_independent_nominal_count
cb461022af7fc4a08b7e,anvIpa,Vartate,Existence. (4.4.27),Wak,AnvIpika,1,4.4.28,kashika_4_4.rs:197,0,source_conditioned_relation_not_independent_nominal_count
3af96651524ba9e9a06d,apAnnaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ca,apAnnaptrIya,1,4.2.28,kashika_4_2.rs:83,0,source_conditioned_relation_not_independent_nominal_count
da934033f7c444b3647c,apAnnaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ga,apAnnaptriya,1,4.2.27,kashika_4_2.rs:77,0,source_conditioned_relation_not_independent_nominal_count
725a8659c09a9d6acafc,apUpa,Shilam,One who has this habit. (4.4.61),Wak,ApUpika,1,4.4.61,kashika_4_4.rs:432,0,source_conditioned_relation_not_independent_nominal_count
d54f12f8c1ceb4996315,apUpa,TadAsmaiDiyateNiyuktam,To whom this is given rightfully. (4.4.66),Wak,ApUpika,1,4.4.66,kashika_4_4.rs:452,0,source_conditioned_relation_not_independent_nominal_count
b9700af1802762ac5569,apUpa,TadAsyaPanyam,One who sells this item. (4.4.51),Wak,ApUpika,1,4.4.51,kashika_4_4.rs:365,0,source_conditioned_relation_not_independent_nominal_count
f8b16ccba897ff8d7013,apUpa,TasmaiHitam,One for whom this is good. (5.1.7),Ca,apUpIya,1,5.1.4;5.1.5,kashika_5_1.rs:46;kashika_5_1.rs:62,1,source_conditioned_relation_not_independent_nominal_count
f46ce6bde82231030088,apUpa,TasmaiHitam,One for whom this is good. (5.1.7),yat,apUpya,1,5.1.4;5.1.5,kashika_5_1.rs:45;kashika_5_1.rs:61,1,source_conditioned_relation_not_independent_nominal_count
891a41acb8c95e269273,apakara,TatraJata,Where this was born. (4.3.25),aR,Apakara,1,4.3.33,kashika_4_3.rs:143,0,source_conditioned_relation_not_independent_nominal_count
d82e55dccff99a8fac55,apakara,TatraJata,Where this was born. (4.3.25),aY,Apakara,1,4.3.33,kashika_4_3.rs:144,0,source_conditioned_relation_not_independent_nominal_count
3676bfe83e1cd47cdfe2,apakara,TatraJata,Where this was born. (4.3.25),kan,apakaraka,1,4.3.32,kashika_4_3.rs:136,0,source_conditioned_relation_not_independent_nominal_count
f89302141a1954f25b9f,apamitya,TenaNirvrtte,Completed with. (4.4.19),kak,Apamityaka,1,4.4.21,kashika_4_4.rs:153,0,source_conditioned_relation_not_independent_nominal_count
6b8b81656306d87906fc,aparAhRa,TatraJata,Where this was born. (4.3.25),vun,aparAhRaka,1,4.3.28,kashika_4_3.rs:109,0,source_conditioned_relation_not_independent_nominal_count
b325df617fa3f061631d,aponaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ca,aponaptrIya,1,4.2.28,kashika_4_2.rs:82,0,source_conditioned_relation_not_independent_nominal_count
d6d577b5a1af56db8533,aponaptAt,SaAsyaDevata,Having this as a god. (4.2.24),Ga,aponaptriya,1,4.2.27,kashika_4_2.rs:76,0,source_conditioned_relation_not_independent_nominal_count
f8cc144de2b299444293,arDa,TatraJata,Where this was born. (4.3.25),yat,arDya,1,4.3.4,kashika_4_3.rs:28,0,source_conditioned_relation_not_independent_nominal_count
2e2f95e86acfacc2b653,arDamAsa,TenaNirvrttam,Completed by this time. (5.1.79),WaY,ArDamAsika,1,5.1.79,kashika_5_1.rs:528,0,source_conditioned_relation_not_independent_nominal_count
b24629a4f5ad8a239b36,arTa,Anapeta,Not deviating from this. (4.4.92),yat,arTya,1,4.4.92,kashika_4_4.rs:602,0,source_conditioned_relation_not_independent_nominal_count
b6c03340ac6d5fcf1c05,arTa,Grhnati,What one takes. (4.4.39),Wak,ArTika,1,4.4.40,kashika_4_4.rs:285,0,source_conditioned_relation_not_independent_nominal_count
c9c3cffc1fdd8b1bf6e8,arjuna,Bhakti,Devotion. (4.3.95),vun,arjunaka,1,4.3.98,kashika_4_3.rs:313,0,source_conditioned_relation_not_independent_nominal_count
18742dad13a092869493,arus,AbhutaTadbhava,Becoming what one was not. (5.4.50),cvi,arU,1,5.4.51,kashika_5_4.rs:161,0,source_conditioned_relation_not_independent_nominal_count
c823b9c75a1331085fc5,asi,Praharanam,One who has this weapon. (4.4.57),Wak,Asika,1,4.4.57,kashika_4_4.rs:405,0,source_conditioned_relation_not_independent_nominal_count
961ce0777aa33624c32d,asmad,TatraJata,Where this was born. (4.3.25),Ca,asmadIya,1,4.3.1,kashika_4_3.rs:21,0,source_conditioned_relation_not_independent_nominal_count
6b04230bd74c605238f5,asmad,TatraJata,Where this was born. (4.3.25),KaY,AsmAkIna,1,4.3.1,kashika_4_3.rs:19,0,source_conditioned_relation_not_independent_nominal_count
23454b1bf41ac8678b19,asmad,TatraJata,Where this was born. (4.3.25),aR,AsmAka,1,4.3.1,kashika_4_3.rs:23,0,source_conditioned_relation_not_independent_nominal_count
a8829c2037bdb9701ed4,asti,Mati,One who has this belief. (4.4.60),Wak,Astika,1,4.4.60,kashika_4_4.rs:425,0,source_conditioned_relation_not_independent_nominal_count
fc6783f3d86ff5e49444,asti,TatraBhava,Where this stays or exists. (4.3.53),QaY,Asteya,1,4.3.56,kashika_4_3.rs:214,0,source_conditioned_relation_not_independent_nominal_count
6f00ad0746c5aca7d692,atiTi,TatraSadhu,Skilled in this. (4.4.98),QaY,AtiTeya,1,4.4.104,kashika_4_4.rs:671,0,source_conditioned_relation_not_independent_nominal_count
09d1a3864d650f8c88b9,atri,TasyaApatyam,Descendant. (4.1.92),Qak,Atreya,1,4.1.122,kashika_4_1.rs:636,0,source_conditioned_relation_not_independent_nominal_count
fb9b7262820176779a34,atyanta,Gami,Who intends to go. (5.2.11),Ka,atyantIna,1,5.2.11,kashika_5_2.rs:94,0,source_conditioned_relation_not_independent_nominal_count
9fe2187af0d018be956a,avArapAra,Gami,Who intends to go. (5.2.11),Ka,avArapArIRa,1,5.2.11,kashika_5_2.rs:93,0,source_conditioned_relation_not_independent_nominal_count
668d6081b8ff253bf463,avArapAra,TatraJata,Where this was born. (4.3.25),Ka,avArapArIRa,1,4.3.25,kashika_4_3.rs:85,0,source_conditioned_relation_not_independent_nominal_count
c82db92f60927059695b,avanti,Janapada,Country. (4.1.168),YyaN,Avantya,1,4.1.171,kashika_4_1.rs:874,0,source_conditioned_relation_not_independent_nominal_count
75f33b94d5fea2aaf9ee,avarArDa,TatraJata,Where this was born. (4.3.25),yat,avarArDya,1,4.3.5,kashika_4_3.rs:35,0,source_conditioned_relation_not_independent_nominal_count
939ac79ce0b62cacc370,avara,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",astAti,avarastAt,1,5.3.29,kashika_5_3.rs:130,0,source_conditioned_relation_not_independent_nominal_count
bb4116b7f169c7e34505,avara,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",atasuc,avaratas,1,5.3.29,kashika_5_3.rs:129,0,source_conditioned_relation_not_independent_nominal_count
e320657201601ff1eda5,avaskara,TatraJata,Where this was born. (4.3.25),vun,avaskaraka,1,4.3.28,kashika_4_3.rs:113,0,source_conditioned_relation_not_independent_nominal_count
f7975a0f838f0efa1a00,avatsa,TasmaiHitam,One for whom this is good. (5.1.7),Ca,avatsIya,1,5.1.1;5.1.5,kashika_5_1.rs:19;kashika_5_1.rs:57,1,source_conditioned_relation_not_independent_nominal_count
8772da22a0e26f5ed957,avi,TasmaiHitam,One for whom this is good. (5.1.7),Tyan,aviTya,1,5.1.8,kashika_5_1.rs:93,0,source_conditioned_relation_not_independent_nominal_count
f55468ff8161bce09e54,azaqakza,Svarthe,,Ka,azaqakzIRa,1,5.4.7,kashika_5_4.rs:31,0,source_conditioned_relation_not_independent_nominal_count
e2d3b82f5bfb89ceb84e,bAhu,TasyaApatyam,Descendant. (4.1.92),iY,bAhavi,1,4.1.96,kashika_4_1.rs:474,0,source_conditioned_relation_not_independent_nominal_count
76abae6245eb148ac5ae,baBru,Gotra,Patronymic lineage. (4.1.98),aR,bABrava,1,4.1.106,kashika_4_1.rs:547,0,source_conditioned_relation_not_independent_nominal_count
78928c94bb7ffe31c22d,baBru,Gotra,Patronymic lineage. (4.1.98),yaY,bABravya,1,4.1.106,kashika_4_1.rs:546,0,source_conditioned_relation_not_independent_nominal_count
a31d5b432367cb3e69c7,badara,Unchati,What is gleaned. (4.4.32),Wak,bAdarika,1,4.4.32,kashika_4_4.rs:223,0,source_conditioned_relation_not_independent_nominal_count
5f4c72d4fd6e957602aa,bahvfca,TasyaIdam,One who has this. (4.3.120),Yya,bAhvfcya,1,4.3.129,kashika_4_3.rs:402,0,source_conditioned_relation_not_independent_nominal_count
d524354571fe8205100a,baka,TasyaSamuha,A collection of this. (4.2.37),aR,bAka,1,4.2.37,kashika_4_2.rs:142,0,source_conditioned_relation_not_independent_nominal_count
3564d1652c5c70e20813,bali,TadarthamVikrtehPrakrtau,What could be created from this raw material. (5.1.12),QaY,bAleya,1,5.1.13,kashika_5_1.rs:136,0,source_conditioned_relation_not_independent_nominal_count
7cb63ea706dda4b24926,balvaja,TadDharatiVahatiAvahati,"What one carries away, or conveys, or brings. (5.1.50)",Wak,bAlvajika,1,5.1.50,kashika_5_1.rs:340,0,source_conditioned_relation_not_independent_nominal_count
977fd9d843eba2f7a08e,banDu,TasyaSamuha,A collection of this. (4.2.37),tal,banDutA,1,4.2.43,kashika_4_2.rs:185,0,source_conditioned_relation_not_independent_nominal_count
27899f3edb7ce7e2a4ad,bfhaspati,SaAsyaDevata,Having this as a god. (4.2.24),Rya,bArhaspatya,1,4.2.24,kashika_4_2.rs:60,0,source_conditioned_relation_not_independent_nominal_count
d3d209601c95489ccbef,bfhatI,Acchadana,,kan,bfhatika,1,5.4.6,kashika_5_4.rs:26,0,source_conditioned_relation_not_independent_nominal_count
cbe2b20b8c153dc66db3,bida,Gotra,Patronymic lineage. (4.1.98),aY,bEda,1,4.1.104,kashika_4_1.rs:532,0,source_conditioned_relation_not_independent_nominal_count
616bf6c85c76d12f50a6,bilva,TasyaVikara,Modification of this. (4.3.134),aR,bElva,1,4.3.136,kashika_4_3.rs:434,0,source_conditioned_relation_not_independent_nominal_count
f2c73b7a3b1cc0a3be69,bimba,TasyaApatyam,Descendant. (4.1.92),iY,bEmbaki,1,4.1.97,kashika_4_1.rs:490,0,source_conditioned_relation_not_independent_nominal_count
824ae08757e5f3f34469,boDa,Gotra,Patronymic lineage. (4.1.98),iY,bODi,1,4.1.107,kashika_4_1.rs:557,0,source_conditioned_relation_not_independent_nominal_count
