source_example_id,source_file,source_function,source_line,rule_ref,source_test_status,helper,compound_type,member_forms_slp1,member_count,input_resolution,semantic_template,expected_forms_slp1,expected_variant_count
f5f57cf92452b5e3,kashika_2_1.rs,sutra_2_1_58,293,2.1.58,active,assert_has_karmadharaya,karmadharaya,praTama;puruza,2,literal_members,{b} qualified or identified by {a},praTamapuruza,1
98dda9c5c818b886,kashika_2_1.rs,sutra_2_1_58,294,2.1.58,active,assert_has_karmadharaya,karmadharaya,carama;puruza,2,literal_members,{b} qualified or identified by {a},caramapuruza,1
683b751e6c82c24b,kashika_2_1.rs,sutra_2_1_58,295,2.1.58,active,assert_has_karmadharaya,karmadharaya,jaGanya;puruza,2,literal_members,{b} qualified or identified by {a},jaGanyapuruza,1
91f41501c06c03e9,kashika_2_1.rs,sutra_2_1_58,296,2.1.58,active,assert_has_karmadharaya,karmadharaya,samAna;puruza,2,literal_members,{b} qualified or identified by {a},samAnapuruza,1
086049c666d62d7e,kashika_2_1.rs,sutra_2_1_58,297,2.1.58,active,assert_has_karmadharaya,karmadharaya,maDya;puruza,2,literal_members,{b} qualified or identified by {a},maDyapuruza,1
1983a97e64dddcbd,kashika_2_1.rs,sutra_2_1_58,298,2.1.58,active,assert_has_karmadharaya,karmadharaya,maDyama;puruza,2,literal_members,{b} qualified or identified by {a},maDyamapuruza,1
69f1f0549a378ef7,kashika_2_1.rs,sutra_2_1_58,299,2.1.58,active,assert_has_karmadharaya,karmadharaya,vIra;puruza,2,literal_members,{b} qualified or identified by {a},vIrapuruza,1
ecf8fff0f852013a,kashika_2_1.rs,sutra_2_1_61,304,2.1.61,active,assert_has_karmadharaya,karmadharaya,sat;puruza,2,literal_members,{b} qualified or identified by {a},satpuruza,1
862abe52ee0614bc,kashika_2_1.rs,sutra_2_1_61,305,2.1.61,active,assert_has_karmadharaya,karmadharaya,mahat;puruza,2,literal_members,{b} qualified or identified by {a},mahApuruza,1
cde365a50f2ee374,kashika_2_1.rs,sutra_2_1_61,306,2.1.61,active,assert_has_karmadharaya,karmadharaya,parama;puruza,2,literal_members,{b} qualified or identified by {a},paramapuruza,1
d5dd0489e3bc1496,kashika_2_1.rs,sutra_2_1_61,307,2.1.61,active,assert_has_karmadharaya,karmadharaya,uttama;puruza,2,literal_members,{b} qualified or identified by {a},uttamapuruza,1
f8b630ab8af35072,kashika_2_1.rs,sutra_2_1_61,308,2.1.61,active,assert_has_karmadharaya,karmadharaya,utkfzwa;puruza,2,literal_members,{b} qualified or identified by {a},utkfzwapuruza,1
c538123c1d7931d5,kashika_2_1.rs,sutra_2_1_62,313,2.1.62,active,assert_has_karmadharaya,karmadharaya,go;vfndAraka,2,literal_members,{b} qualified or identified by {a},govfndAraka,1
824b9c7ff1ac2b19,kashika_2_1.rs,sutra_2_1_62,314,2.1.62,active,assert_has_karmadharaya,karmadharaya,aSva;vfndAraka,2,literal_members,{b} qualified or identified by {a},aSvavfndAraka,1
882977578064a1e6,kashika_2_1.rs,sutra_2_1_62,315,2.1.62,active,assert_has_karmadharaya,karmadharaya,go;nAga,2,literal_members,{b} qualified or identified by {a},gonAga,1
133b21387152f20f,kashika_2_1.rs,sutra_2_1_62,316,2.1.62,active,assert_has_karmadharaya,karmadharaya,aSva;nAga,2,literal_members,{b} qualified or identified by {a},aSvanAga,1
f94c2efa1cde75e8,kashika_2_1.rs,sutra_2_1_62,317,2.1.62,active,assert_has_karmadharaya,karmadharaya,go;kuYjara,2,literal_members,{b} qualified or identified by {a},gokuYjara,1
f9f5dcf0e427fd9c,kashika_2_1.rs,sutra_2_1_62,318,2.1.62,active,assert_has_karmadharaya,karmadharaya,aSva;kuYjara,2,literal_members,{b} qualified or identified by {a},aSvakuYjara,1
be0f9fd693de9c64,kashika_2_1.rs,sutra_2_1_64,325,2.1.64,ignored,assert_has_karmadharaya,karmadharaya,kim;rAjan,2,literal_members,{b} qualified or identified by {a},kiMrAjan,1
3f069b8b9e75d9a9,kashika_2_1.rs,sutra_2_1_64,326,2.1.64,ignored,assert_has_karmadharaya,karmadharaya,kim;saKi,2,literal_members,{b} qualified or identified by {a},kiMsaKi,1
aace91413c7b57b0,kashika_2_1.rs,sutra_2_1_64,327,2.1.64,ignored,assert_has_karmadharaya,karmadharaya,kim;go,2,literal_members,{b} qualified or identified by {a},kiNgo,1
4e6a26add950dd7f,kashika_2_1.rs,sutra_2_1_67,332,2.1.67,active,assert_has_karmadharaya,karmadharaya,yuvan;Kalati,2,literal_members,{b} qualified or identified by {a},yuvaKalati,1
cbdf1147527c32d5,kashika_2_1.rs,sutra_2_1_67,333,2.1.67,active,assert_has_karmadharaya,karmadharaya,yuvan;palita,2,literal_members,{b} qualified or identified by {a},yuvapalita,1
fb5e4b3e05b38068,kashika_2_1.rs,sutra_2_1_67,334,2.1.67,active,assert_has_karmadharaya,karmadharaya,yuvan;valina,2,literal_members,{b} qualified or identified by {a},yuvavalina,1
d08f18c226086fe5,kashika_2_1.rs,sutra_2_1_67,335,2.1.67,active,assert_has_karmadharaya,karmadharaya,yuvan;jarati,2,literal_members,{b} qualified or identified by {a},yuvajarati,1
df1e0e27407f21ab,kashika_2_2.rs,sutra_2_2_6,6,2.2.6,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,naY;brAhmaRa,2,literal_members,{b} qualified by the indeclinable {a},abrAhmaRa,1
da34fdf7a9095f1d,kashika_2_2.rs,sutra_2_2_6,7,2.2.6,active,assert_has_avyaya_tatpurusha,avyaya_tatpurusha,naY;vfzala,2,literal_members,{b} qualified by the indeclinable {a},avfzala,1
31f8ab326b87a90a,kashika_2_2.rs,sutra_2_2_8,12,2.2.8,active,assert_has_sasthi_tatpurusha,sasthi_tatpurusha,rAjan;puruza,2,literal_members,{b} of {a},rAjapuruza,1
e1c98f92ecffe692,kashika_2_2.rs,sutra_2_2_8,13,2.2.8,active,assert_has_sasthi_tatpurusha,sasthi_tatpurusha,brAhmaRa;kambala,2,literal_members,{b} of {a},brAhmaRakambala,1
96c8ddb57b5fb501,kashika_2_2.rs,sutra_2_2_24,19,2.2.24,ignored,assert_has_bahuvrihi,bahuvrihi,UQa;raTa,2,literal_members,one characterized by {a} and {b},UQaraTa,1
0b29f087f157e851,kashika_2_2.rs,sutra_2_2_24,20,2.2.24,ignored,assert_has_bahuvrihi,bahuvrihi,upagfta;paSu,2,literal_members,one characterized by {a} and {b},upagftapaSu,1
540034eaec44eb07,kashika_2_2.rs,sutra_2_2_24,21,2.2.24,ignored,assert_has_bahuvrihi,bahuvrihi,udDfta;odana,2,literal_members,one characterized by {a} and {b},udDftOdana,1
33f72618446d7677,kashika_2_2.rs,sutra_2_2_24,22,2.2.24,ignored,assert_has_bahuvrihi,bahuvrihi,citra;go,2,literal_members,one characterized by {a} and {b},citragu,1
98cc65fe61e72058,kashika_2_2.rs,sutra_2_2_29,27,2.2.29,active,assert_has_dvandva,dvandva,plakza;nyagroDa,2,literal_members,{members} together,plakzanyagroDa,1
b8e8c4607948beea,kashika_2_2.rs,sutra_2_2_29,28,2.2.29,active,assert_has_dvandva,dvandva,Dava;Kadira;palASa,3,literal_members,{members} together,DavaKadirapalASa,1
8f742b6bf7561a02,kashika_2_2.rs,sutra_2_2_29,29,2.2.29,active,assert_has_samahara_dvandva,samahara_dvandva,vAc;tvac,2,literal_members,the collection of {members},vAktvaca,1
468ff545fa15d2f7,kashika_2_2.rs,sutra_2_2_29,30,2.2.29,active,assert_has_samahara_dvandva,samahara_dvandva,vAc;dfzad,2,literal_members,the collection of {members},vAgdfzada,1
