assertion_id,source_file,source_line,test_function,governing_rule,input_form_slp1,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,assertion_status,test_status,semantic_row_id,semantic_rule_ref,semantic_context,semantic_relation,semantic_family,output_class,relation_class,domain,rule_source_file,rule_source_url,semantic_status
3172ba93349b38b6fa49,kashika_4_2.rs,418,sutra_4_2_99,4.2.99,kApiSI,zPak,kApiSAyana,1,positive,active_test,9a06f1269c08a4702562,4.2.99,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.99.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.99.htm,semantic_relation_recovered
003330086c09a6eeb34d,kashika_4_2.rs,424,sutra_4_2_100,4.2.100,raNku,zPak,rANkavAyaRa,1,positive,active_test,6e9693f46e5c6f3e5297,4.2.100,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.100.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.100.htm,semantic_relation_recovered
00d5dba62949150948ad,kashika_4_2.rs,425,sutra_4_2_100,4.2.100,raNku,aR,rANkava,1,positive,active_test,8b95cd83936cd0427352,4.2.100,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.100.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.100.htm,semantic_relation_recovered
c925e4ca264368b9f773,kashika_4_2.rs,431,sutra_4_2_101,4.2.101,dyu,yat,divya,1,positive,ignored_test,9c35d6f7dd7169cbe779,4.2.101,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.101.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.101.htm,ignored_test_not_admitted
31b2f50585affb95065a,kashika_4_2.rs,432,sutra_4_2_101,4.2.101,prAc,yat,prAcya,1,positive,ignored_test,12ec89b1072e9232cca2,4.2.101,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.101.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.101.htm,ignored_test_not_admitted
1767162594b65751c514,kashika_4_2.rs,433,sutra_4_2_101,4.2.101,apAc,yat,apAcya,1,positive,ignored_test,6ed84e006ed24c803936,4.2.101,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.101.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.101.htm,ignored_test_not_admitted
cff9dbbb33eee1659852,kashika_4_2.rs,434,sutra_4_2_101,4.2.101,udac,yat,udIcya,1,positive,ignored_test,7a704dbd4d9b6ab2ec71,4.2.101,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.101.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.101.htm,ignored_test_not_admitted
c8a5bd53315c5e591b21,kashika_4_2.rs,435,sutra_4_2_101,4.2.101,pratyac,yat,pratIcya,1,positive,ignored_test,cb4692fb1eb4a756aa08,4.2.101,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.101.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.101.htm,ignored_test_not_admitted
b711df56d695f30159e8,kashika_4_2.rs,440,sutra_4_2_102,4.2.102,kanTA,Wak,kAnTika,1,positive,active_test,ff1d37bbf997d73c4a6e,4.2.102,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.102.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.102.htm,semantic_relation_recovered
b0b2775e6f21fec20371,kashika_4_2.rs,445,sutra_4_2_103,4.2.103,kanTA,vuk,kAnTaka,1,positive,active_test,f85a4d352670e5451cce,4.2.103,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.103.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.103.htm,semantic_relation_recovered
097d06521376ed0e54f1,kashika_4_2.rs,450,sutra_4_2_105,4.2.105,Ezamas,tyap,Ezamastya,1,positive,active_test,afc447cca5dcfe120b1a,4.2.105,ShesheTemporal,belonging to or occurring in the named time,temporal_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.105.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.105.htm,semantic_relation_recovered
782616b4fe637c7887c3,kashika_4_2.rs,451,sutra_4_2_105,4.2.105,hyas,tyap,hyastya,1,positive,active_test,2360bbbb308295512896,4.2.105,ShesheTemporal,belonging to or occurring in the named time,temporal_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.105.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.105.htm,semantic_relation_recovered
e6447d89ceec3ddb33a5,kashika_4_2.rs,452,sutra_4_2_105,4.2.105,Svas,tyap,Svastya,1,positive,active_test,4ab025b12b0206feb48d,4.2.105,ShesheTemporal,belonging to or occurring in the named time,temporal_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.105.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.105.htm,semantic_relation_recovered
21eb03d2789609c93d6b,kashika_4_2.rs,467,sutra_4_2_114,4.2.114,gArgya,Ca,gArgIya,1,positive,ignored_test,2ca10a5f77350f213ee4,4.2.114,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.114.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.114.htm,ignored_test_not_admitted
513206208048dc6d5e15,kashika_4_2.rs,468,sutra_4_2_114,4.2.114,vAtsa,Ca,vAtsIya,1,positive,ignored_test,6195707ff10be114b5c2,4.2.114,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.114.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.114.htm,ignored_test_not_admitted
34aea2748b13ddeb115f,kashika_4_2.rs,469,sutra_4_2_114,4.2.114,SAla,Ca,SAlIya,1,positive,ignored_test,7729d4b8898c7b1e0936,4.2.114,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.114.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.114.htm,ignored_test_not_admitted
060e7c2aeab49c34b12e,kashika_4_2.rs,470,sutra_4_2_114,4.2.114,mAla,Ca,mAlIya,1,positive,ignored_test,543208c86f492982ce18,4.2.114,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.114.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.114.htm,ignored_test_not_admitted
fe04bc045279217ff564,kashika_4_2.rs,476,sutra_4_2_115,4.2.115,Bavat,Wak,BAvatka,1,positive,ignored_test,6c1bc95309fe5746dc6d,4.2.115,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.115.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.115.htm,ignored_test_not_admitted
7bd5364d9387a610c295,kashika_4_2.rs,477,sutra_4_2_115,4.2.115,Bavat,Cas,BavadIya,1,positive,ignored_test,addf30de5d2a93183b2c,4.2.115,Sheshe,"the geographic, origin, or other association specified for the named base",specified_association,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.2.115.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.2.115.htm,ignored_test_not_admitted
1c1205635c135351de6b,kashika_4_2.rs,478,sutra_4_2_115,4.2.115,Bavat,Ca,,0,negative,ignored_test,c5ba8b19e979034d9ab9,,,,,,,,,,negative_assertion_not_admitted
fd441ec70198ae90f2a2,kashika_4_4.rs,236,sutra_4_4_34,4.4.34,Sabda,Wak,SAbdika,1,positive,active_test,eb40cace96f4b2a7cfa1,4.4.34,Karoti,one who performs or produces the named action or sound,performer,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.34.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.34.htm,semantic_relation_recovered
f67e0e7ba303eee72d02,kashika_4_4.rs,237,sutra_4_4_34,4.4.34,dardura,Wak,dArdurika,1,positive,active_test,01b5edcf2e8fad86d4b5,4.4.34,Karoti,one who performs or produces the named action or sound,performer,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.34.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.34.htm,semantic_relation_recovered
6cfd99af1d2d8638d6aa,kashika_4_4.rs,444,sutra_4_4_65,4.4.65,apUpa,Wak,ApUpika,1,positive,active_test,1c55cd9c07a5dcfb0f31,4.4.65,HitamBhaksha,one for whom the named food is suitable,suitable_food,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.65.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.65.htm,semantic_relation_recovered
1063ea1d2f1674c3a995,kashika_4_4.rs,445,sutra_4_4_65,4.4.65,Sazkula,Wak,SAzkulika,1,positive,active_test,3a34457fd29b74e5b4f8,4.4.65,HitamBhaksha,one for whom the named food is suitable,suitable_food,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.65.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.65.htm,semantic_relation_recovered
f02b77cbd122eb38c5c4,kashika_4_4.rs,446,sutra_4_4_65,4.4.65,modaka,Wak,mOdakika,1,positive,active_test,3971b9e451faf6e833a8,4.4.65,HitamBhaksha,one for whom the named food is suitable,suitable_food,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.65.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.65.htm,semantic_relation_recovered
c160458f9b2afda289ea,kashika_4_4.rs,488,sutra_4_4_71,4.4.71,SmaSAna,Wak,SmASAnika,1,positive,active_test,d3d36729a8f453d1b918,4.4.71,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,study_place_or_time,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.71.htm,semantic_relation_recovered
7cca27393b03d688c013,kashika_4_4.rs,489,sutra_4_4_71,4.4.71,catuzpaTa,Wak,cAtuzpaTika,1,positive,active_test,047e50d9c42f9478ba51,4.4.71,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,study_place_or_time,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.71.htm,semantic_relation_recovered
b802902b781b2f2836bd,kashika_4_4.rs,490,sutra_4_4_71,4.4.71,caturdaSa,Wak,cAturdaSika,1,positive,active_test,54b271f224240c05b747,4.4.71,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,study_place_or_time,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.71.htm,semantic_relation_recovered
0be214f1222189612d22,kashika_4_4.rs,491,sutra_4_4_71,4.4.71,amAvAsyA,Wak,AmAvAsyika,1,positive,active_test,b8df3bec8d0c1c036b58,4.4.71,AdhyayiniAdeshaKala,one who studies at the named prohibited place or time,study_place_or_time,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.71.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.71.htm,semantic_relation_recovered
ae76928ff73a11d8744c,kashika_4_4.rs,588,sutra_4_4_91,4.4.91,nO,yat,nAvya,1,positive,active_test,b39a661e51431bfa9428,4.4.91,NavaTaryam,water or a route traversable by boat,means_of_crossing,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
7e1094a4fb7df25951a5,kashika_4_4.rs,589,sutra_4_4_91,4.4.91,vayas,yat,vayasya,1,positive,active_test,4107b346b4732ed1a5fc,4.4.91,VayasaTulyah,a companion or friend equal in age,equality_in_age,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
77020c4720f3aa302adf,kashika_4_4.rs,590,sutra_4_4_91,4.4.91,Darma,yat,Darmya,1,positive,active_test,8de908d97fbdb5e0e77c,4.4.91,DharmenaPrapyam,attainable through dharma,means_of_attainment,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
73480d73a650d035797c,kashika_4_4.rs,591,sutra_4_4_91,4.4.91,viza,yat,vizya,1,positive,active_test,0f27adcecaba4a9a610e,4.4.91,VishenaVadhyah,liable or fit to be killed by poison,means_of_killing,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
a912047451a373894ac6,kashika_4_4.rs,592,sutra_4_4_91,4.4.91,mUla,yat,mUlya,1,positive,active_test,d65cda95f9900f2d21b2,4.4.91,MulenaAnamyam,overcome or acquired by the named price,price_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
a912047451a373894ac6,kashika_4_4.rs,592,sutra_4_4_91,4.4.91,mUla,yat,mUlya,1,positive,active_test,7da34e1b13cf6a6e32e6,4.4.91,MulenaSamam,equal in value to the named price,price_equivalence,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
5e973ff4b552fe8f03fd,kashika_4_4.rs,593,sutra_4_4_91,4.4.91,sItA,yat,sItya,1,positive,active_test,da0a4f168782fd1b9c4f,4.4.91,SitayaSamitam,a field measured or joined by the named furrow,field_measure,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
06882f5d3328ede23d28,kashika_4_4.rs,594,sutra_4_4_91,4.4.91,tulA,yat,tulya,1,positive,active_test,a897f9e03f68eb2618ac,4.4.91,TulayaSammitam,equal or commensurate according to a balance,measured_equivalence,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.91.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.91.htm,semantic_relation_recovered
f4cce177edc3feb06c86,kashika_4_4.rs,624,sutra_4_4_97,4.4.97,mata,yat,matya,1,positive,active_test,046faf816ff709b693bc,4.4.97,MatasyaKaranam,the act or instrument of cognition,cognitive_instrument_or_act,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.97.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.97.htm,semantic_relation_recovered
ce7f30ba41d8476fb1c3,kashika_4_4.rs,625,sutra_4_4_97,4.4.97,jana,yat,janya,1,positive,active_test,fa336f9f3a7c20a79671,4.4.97,JanasyaJalpah,speech or talk of people,community_speech,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.97.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.97.htm,semantic_relation_recovered
64d85c389780db17a4e8,kashika_4_4.rs,626,sutra_4_4_97,4.4.97,hala,yat,halya,1,positive,active_test,97b9eeb8170501987e28,4.4.97,HalasyaKarshah,ploughing performed with a plough,means_of_ploughing,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-4.4.97.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/4/4.4.97.htm,semantic_relation_recovered
d27a80604f902cdfc10d,kashika_5_1.rs,24,sutra_5_1_2,5.1.2,SaNku,yat,SaNkavya,1,positive,active_test,f2055c0b89175a5e2540,5.1.2,PrakKritiya,material intended or suitable for the named thing,intended_material,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.2.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.2.htm,semantic_relation_recovered
6ac9c7b0f09a5751a759,kashika_5_1.rs,25,sutra_5_1_2,5.1.2,picU,yat,picavya,1,positive,active_test,0b4af309cb26c767768d,5.1.2,PrakKritiya,material intended or suitable for the named thing,intended_material,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.2.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.2.htm,semantic_relation_recovered
758e755a504a4b13f7ee,kashika_5_1.rs,26,sutra_5_1_2,5.1.2,kamaRqalu,yat,kamaRqalavya,1,positive,active_test,6da6a9f91f78873b15bd,5.1.2,PrakKritiya,material intended or suitable for the named thing,intended_material,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.2.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.2.htm,semantic_relation_recovered
11b753ed6e697eebf028,kashika_5_1.rs,27,sutra_5_1_2,5.1.2,go,yat,gavya,1,positive,active_test,b04d20556abc6711ec64,5.1.2,PrakKritiya,material intended or suitable for the named thing,intended_material,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.2.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.2.htm,semantic_relation_recovered
e47b421a5166cb973e80,kashika_5_1.rs,33,sutra_5_1_3,5.1.3,kambala,yat,kambalya,1,positive,active_test,5a1ae7c589d3d0a84a0d,5.1.3,KambalyaMeasure,the named conventional measure of wool,named_measure,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.3.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.3.htm,semantic_relation_recovered
dcf5fe23ab19dccb6df5,kashika_5_1.rs,207,sutra_5_1_22,5.1.22,paYca,kan,paYcaka,1,positive,active_test,92961192df86f50c7875,5.1.22,TenaKritam,bought for the named count or amount,purchase_amount,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.22.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.22.htm,semantic_relation_recovered
66252d80e0e4103b251d,kashika_5_1.rs,208,sutra_5_1_22,5.1.22,bahu,kan,bahuka,1,positive,active_test,b42fa0a134f67a6d8ea2,5.1.22,TenaKritam,bought for the named count or amount,purchase_amount,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.22.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.22.htm,semantic_relation_recovered
7de77a17de971bf27f31,kashika_5_1.rs,209,sutra_5_1_22,5.1.22,gaRa,kan,gaRaka,1,positive,active_test,41bc023298fc9f9e94af,5.1.22,TenaKritam,bought for the named count or amount,purchase_amount,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.22.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.22.htm,semantic_relation_recovered
0a8f4145280babf26037,kashika_5_1.rs,211,sutra_5_1_22,5.1.22,saptati,WaY,sAptatika,1,positive,active_test,840d2b134186bff74c8f,5.1.22,TenaKritam,bought for the named count or amount,purchase_amount,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.22.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.22.htm,semantic_relation_recovered
6986b5123e3be74f8f43,kashika_5_1.rs,212,sutra_5_1_22,5.1.22,catvAriMSat,WaY,cAtvAriMSatka,1,positive,active_test,fbbf598e3db16df62191,5.1.22,TenaKritam,bought for the named count or amount,purchase_amount,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.22.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.22.htm,semantic_relation_recovered
fbe79c8e86b6ba7881f2,kashika_5_1.rs,522,sutra_5_1_77_v3,5.1.77,sTalapaTa,aR,sTAlapaTa,1,positive,active_test,ad0e046a8e7ee8a59be9,5.1.77,AhrtamGacchati,brought or traveling by the named route,route_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.77.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.77.htm,semantic_relation_recovered
8ea05606e85db2411630,kashika_5_1.rs,557,sutra_5_1_105,5.1.105,ftu,aR,Artava,1,positive,active_test,ae1ee4f7e31b303df38c,5.1.105,TadAsyaPraptam,whose proper season has arrived; seasonal,seasonal_relation,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.105.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.105.htm,semantic_relation_recovered
88eaad113ecbc0ea93a3,kashika_5_1.rs,562,sutra_5_1_106,5.1.106,ftu,Gas,ftviya,1,positive,active_test,32cab3ad0056796cb34f,5.1.106,TadAsyaPraptam,whose proper season has arrived; seasonal,seasonal_relation,nominal_base,meaning_bearing_derivative,vaidika,plain-taddhita-rule-5.1.106.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.106.htm,semantic_relation_recovered
a068249784f0e1f09af5,kashika_5_1.rs,567,sutra_5_1_119,5.1.119,aSva,tva,aSvatva,1,positive,active_test,d08646ea38317665b6f6,5.1.119,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.119.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.119.htm,semantic_relation_recovered
4cf96f20492b34b667f7,kashika_5_1.rs,568,sutra_5_1_119,5.1.119,aSva,tal,aSvatA,1,positive,active_test,640804330000dd9cbf0a,5.1.119,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.119.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.119.htm,semantic_relation_recovered
c61defb5f454d2a2f91a,kashika_5_1.rs,569,sutra_5_1_119,5.1.119,go,tva,gotva,1,positive,active_test,d69d51b2a76dce73affe,5.1.119,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.119.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.119.htm,semantic_relation_recovered
e55be097dc2609d5121d,kashika_5_1.rs,570,sutra_5_1_119,5.1.119,go,tal,gotA,1,positive,active_test,08101bb682e8e389d900,5.1.119,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.119.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.119.htm,semantic_relation_recovered
6ed68d4a0df1dd3ed45d,kashika_5_1.rs,575,sutra_5_1_122,5.1.122,pfTu,imanic,praTiman,1,positive,active_test,695d1beaae5b36adc68f,5.1.122,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.122.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.122.htm,semantic_relation_recovered
89addca909c356d9ee01,kashika_5_1.rs,576,sutra_5_1_122,5.1.122,pfTu,aR,pArTava,1,positive,active_test,78603ce31bc3d126196a,5.1.122,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.122.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.122.htm,semantic_relation_recovered
9d6d62d1d3f13f374b9d,kashika_5_1.rs,577,sutra_5_1_122,5.1.122,mfdu,imanic,mradiman,1,positive,active_test,6227054d341e582f1244,5.1.122,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.122.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.122.htm,semantic_relation_recovered
4113cb31e1601fcbda6b,kashika_5_1.rs,578,sutra_5_1_122,5.1.122,mfdu,aR,mArdava,1,positive,active_test,537282f2e7a3e6dcab08,5.1.122,TasyaBhava,the state or defining quality denoted by the nominal base,state_or_quality,nominal_base,meaning_bearing_derivative,laukika,plain-taddhita-rule-5.1.122.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.1.122.htm,semantic_relation_recovered
3ce9a251c8274005ecc7,kashika_5_2.rs,79,sutra_5_2_9,5.2.9,anupada,Ka,anupadIna,1,positive,ignored_test,e4607cccf5205588181c,5.2.9,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,listed_lexical_formation,nominal_base,same_referent_or_lexical_derivative,laukika,plain-taddhita-rule-5.2.9.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.2.9.htm,ignored_test_not_admitted
a362c93c079bffb50ff2,kashika_5_2.rs,80,sutra_5_2_9,5.2.9,sarvAnna,Ka,sarvAnnIna,1,positive,ignored_test,6c9224cbf62d808621da,5.2.9,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,listed_lexical_formation,nominal_base,same_referent_or_lexical_derivative,laukika,plain-taddhita-rule-5.2.9.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.2.9.htm,ignored_test_not_admitted
f74b926504adb793f2d9,kashika_5_2.rs,81,sutra_5_2_9,5.2.9,AyAnaya,Ka,AyAnayIna,1,positive,ignored_test,e46d78a35afcfe98e995,5.2.9,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,listed_lexical_formation,nominal_base,same_referent_or_lexical_derivative,laukika,plain-taddhita-rule-5.2.9.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.2.9.htm,ignored_test_not_admitted
58aa990f8171cf84ef7f,kashika_5_2.rs,151,sutra_5_2_28,5.2.28,vi,SAlac,viSAla,1,positive,active_test,438b33d4b028d728b93e,5.2.28,SvarthaLexicalQuality,the listed quality of breadth or absence of constriction,listed_lexical_quality,nominal_base,same_referent_or_lexical_derivative,laukika,plain-taddhita-rule-5.2.28.html,https://sanskritdocuments.org/learning_tools/ashtadhyayi/vyakhya/5/5.2.28.htm,semantic_relation_recovered
