eligible_word_meaning_id,input_form_slp1,semantic_context,semantic_relation,expected_output_forms_slp1,expected_output_variant_count,output_class,relation_class,domain,taddhita_source_variants,semantic_rule_refs,source_test_rules,source_locators,collapsed_duplicate_assertions,collapsed_alternative_derivations,eligibility_status,generated_output_forms_slp1,generated_by_suffix_json,missing_expected_forms_slp1,additional_engine_forms_slp1,engine_errors,verification_status,existing_ledger_overlaps,reconciliation_status
d80c91abeac667747914,bahu,TenaKritam,bought for the named count or amount,bahuka,1,nominal_base,meaning_bearing_derivative,laukika,kan,5.1.22,5.1.22,kashika_5_1.rs:208,0,0,source_semantic_relation_recovered,bahuka,"{""kan"":[""bahuka""]}",,,,verified,,admitted_additional_plain_relation
6853c2970755071eedef,catvAriMSat,TenaKritam,bought for the named count or amount,cAtvAriMSatka,1,nominal_base,meaning_bearing_derivative,laukika,WaY,5.1.22,5.1.22,kashika_5_1.rs:212,0,0,source_semantic_relation_recovered,cAtvAriMSatka,"{""WaY"":[""cAtvAriMSatka""]}",,,,verified,,admitted_additional_plain_relation
ec5fc1fa9061af52592e,gaRa,TenaKritam,bought for the named count or amount,gaRaka,1,nominal_base,meaning_bearing_derivative,laukika,kan,5.1.22,5.1.22,kashika_5_1.rs:209,0,0,source_semantic_relation_recovered,gaRaka,"{""kan"":[""gaRaka""]}",,,,verified,,admitted_additional_plain_relation
94e5e9839815d0c68fde,paYca,TenaKritam,bought for the named count or amount,paYcaka,1,nominal_base,meaning_bearing_derivative,laukika,kan,5.1.22,5.1.22,kashika_5_1.rs:207,0,0,source_semantic_relation_recovered,paYcaka,"{""kan"":[""paYcaka""]}",,,,verified,conditioned_taddhita,existing_word_meaning_overlap_not_added
7d0440f599649c78393e,saptati,TenaKritam,bought for the named count or amount,sAptatika,1,nominal_base,meaning_bearing_derivative,laukika,WaY,5.1.22,5.1.22,kashika_5_1.rs:211,0,0,source_semantic_relation_recovered,sAptatika,"{""WaY"":[""sAptatika""]}",,,,verified,conditioned_taddhita,existing_word_meaning_overlap_not_added
e4ed4479d63047dbc211,sTalapaTa,AhrtamGacchati,brought or traveling by the named route,sTAlapaTa,1,nominal_base,meaning_bearing_derivative,laukika,aR,5.1.77,5.1.77,kashika_5_1.rs:522,0,0,source_semantic_relation_recovered,sTAlapaTa,"{""aR"":[""sTAlapaTa""]}",,,,verified,,admitted_additional_plain_relation
b03b2e86464dfe3ecbd1,ftu,TadAsyaPraptam,whose proper season has arrived; seasonal,Artava,1,nominal_base,meaning_bearing_derivative,laukika,aR,5.1.105,5.1.105,kashika_5_1.rs:557,0,0,source_semantic_relation_recovered,Artava,"{""aR"":[""Artava""]}",,,,verified,,admitted_additional_plain_relation
eb5e0db826e3902d8e13,ftu,TadAsyaPraptam,whose proper season has arrived; seasonal,ftviya,1,nominal_base,meaning_bearing_derivative,vaidika,Gas,5.1.106,5.1.106,kashika_5_1.rs:562,0,0,source_semantic_relation_recovered,ftviya,"{""Gas"":[""ftviya""]}",,,,verified,,admitted_additional_plain_relation
730db4e0633079a52ff3,aSva,TasyaBhava,the state or defining quality denoted by the nominal base,aSvatA,1,nominal_base,meaning_bearing_derivative,laukika,tal,5.1.119,5.1.119,kashika_5_1.rs:568,0,0,source_semantic_relation_recovered,aSvatA,"{""tal"":[""aSvatA""]}",,,,verified,,admitted_additional_plain_relation
e43a0604af112b31e84d,aSva,TasyaBhava,the state or defining quality denoted by the nominal base,aSvatva,1,nominal_base,meaning_bearing_derivative,laukika,tva,5.1.119,5.1.119,kashika_5_1.rs:567,0,0,source_semantic_relation_recovered,aSvatva,"{""tva"":[""aSvatva""]}",,,,verified,,admitted_additional_plain_relation
299dd2cdef8e4bf8b93a,go,TasyaBhava,the state or defining quality denoted by the nominal base,gotA,1,nominal_base,meaning_bearing_derivative,laukika,tal,5.1.119,5.1.119,kashika_5_1.rs:570,0,0,source_semantic_relation_recovered,gotA,"{""tal"":[""gotA""]}",,,,verified,broad_taddhita;taddhita_pilot,existing_word_meaning_overlap_not_added
d9f2b47dcf439dee13d7,go,TasyaBhava,the state or defining quality denoted by the nominal base,gotva,1,nominal_base,meaning_bearing_derivative,laukika,tva,5.1.119,5.1.119,kashika_5_1.rs:569,0,0,source_semantic_relation_recovered,gotva,"{""tva"":[""gotva""]}",,,,verified,broad_taddhita;taddhita_pilot,existing_word_meaning_overlap_not_added
80f724b2d407c95d2231,mfdu,TasyaBhava,the state or defining quality denoted by the nominal base,mArdava,1,nominal_base,meaning_bearing_derivative,laukika,aR,5.1.122,5.1.122,kashika_5_1.rs:578,0,0,source_semantic_relation_recovered,mArdava,"{""aR"":[""mArdava""]}",,,,verified,,admitted_additional_plain_relation
1ab135c041d7b2c1da9e,mfdu,TasyaBhava,the state or defining quality denoted by the nominal base,mradiman,1,nominal_base,meaning_bearing_derivative,laukika,imanic,5.1.122,5.1.122,kashika_5_1.rs:577,0,0,source_semantic_relation_recovered,mradiman,"{""imanic"":[""mradiman""]}",,,,verified,,admitted_additional_plain_relation
5efa25f91957dad70689,pfTu,TasyaBhava,the state or defining quality denoted by the nominal base,pArTava,1,nominal_base,meaning_bearing_derivative,laukika,aR,5.1.122,5.1.122,kashika_5_1.rs:576,0,0,source_semantic_relation_recovered,pArTava,"{""aR"":[""pArTava""]}",,,,verified,,admitted_additional_plain_relation
8ed973cd664c11d7c9d3,pfTu,TasyaBhava,the state or defining quality denoted by the nominal base,praTiman,1,nominal_base,meaning_bearing_derivative,laukika,imanic,5.1.122,5.1.122,kashika_5_1.rs:575,0,0,source_semantic_relation_recovered,praTiman,"{""imanic"":[""praTiman""]}",,,,verified,,admitted_additional_plain_relation
321b365bce5c8dd47ec8,vi,SvarthaLexicalQuality,the listed quality of breadth or absence of constriction,viSAla,1,nominal_base,same_referent_or_lexical_derivative,laukika,SAlac,5.2.28,5.2.28,kashika_5_2.rs:151,0,0,source_semantic_relation_recovered,viSAla,"{""SAlac"":[""viSAla""]}",,,,verified,,admitted_additional_plain_relation
b8c1dec0009d330971ac,vi,SvarthaLexicalQuality,the listed quality of breadth or absence of constriction,viSaNkawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,SaNkawac,5.2.28,5.2.28,kashika_5_2.rs:152,0,0,source_semantic_relation_recovered,viSaNkawa,"{""SaNkawac"":[""viSaNkawa""]}",,,,verified,,admitted_additional_plain_relation
71960e628be9480123b8,alAbU,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,alAbUkawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:165,0,0,source_semantic_relation_recovered,alAbUkawa,"{""kawac"":[""alAbUkawa""]}",,,,verified,,admitted_additional_plain_relation
5d84015a6ad81ccb2069,pra,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,prakawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:158,0,0,source_semantic_relation_recovered,prakawa,"{""kawac"":[""prakawa""]}",,,,verified,,admitted_additional_plain_relation
628ec4bfe413aa172051,sam,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,saNkawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:157,0,0,source_semantic_relation_recovered,saMkawa;saNkawa,"{""kawac"":[""saMkawa"",""saNkawa""]}",,saMkawa,,verified,,admitted_additional_plain_relation
84613eefaaf0ef02c0ad,tila,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,tilakawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:166,0,0,source_semantic_relation_recovered,tilakawa,"{""kawac"":[""tilakawa""]}",,,,verified,,admitted_additional_plain_relation
b8654f2a111f52008430,ud,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,utkawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:159,0,0,source_semantic_relation_recovered,utkawa,"{""kawac"":[""utkawa""]}",,,,verified,,admitted_additional_plain_relation
2b845f1722301311c149,vi,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,vikawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.29,5.2.29,kashika_5_2.rs:160,0,0,source_semantic_relation_recovered,vikawa,"{""kawac"":[""vikawa""]}",,,,verified,,admitted_additional_plain_relation
859133f2ad2314fd67a1,ava,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,avakawa,1,nominal_base,same_referent_or_lexical_derivative,laukika,kawac,5.2.30,5.2.30,kashika_5_2.rs:171,0,0,source_semantic_relation_recovered,avakawa,"{""kawac"":[""avakawa""]}",,,,verified,,admitted_additional_plain_relation
203bd73f9d18112b971e,ava,SvarthaLexicalFormation,the lexical quality or substance specified for the listed base,avakuwAra,1,nominal_base,same_referent_or_lexical_derivative,laukika,kuwArac,5.2.30,5.2.30,kashika_5_2.rs:172,0,0,source_semantic_relation_recovered,avakuwAra,"{""kuwArac"":[""avakuwAra""]}",,,,verified,,admitted_additional_plain_relation
f1a142baaaefe031db55,ava,NataNasika,"a bent or lowered nose, or one characterized by it",avaBrawa,1,nominal_base,meaning_bearing_derivative,laukika,Brawac,5.2.31,5.2.31,kashika_5_2.rs:179,0,0,source_semantic_relation_recovered,avaBrawa,"{""Brawac"":[""avaBrawa""]}",,,,verified,,admitted_additional_plain_relation
4d4a67ebf2c3ed5f003e,ava,NataNasika,"a bent or lowered nose, or one characterized by it",avanAwa,1,nominal_base,meaning_bearing_derivative,laukika,nAwac,5.2.31,5.2.31,kashika_5_2.rs:178,0,0,source_semantic_relation_recovered,avanAwa,"{""nAwac"":[""avanAwa""]}",,,,verified,,admitted_additional_plain_relation
2ad002765111423951b1,ava,NataNasika,"a bent or lowered nose, or one characterized by it",avawIwa,1,nominal_base,meaning_bearing_derivative,laukika,wIwac,5.2.31,5.2.31,kashika_5_2.rs:177,0,0,source_semantic_relation_recovered,avawIwa,"{""wIwac"":[""avawIwa""]}",,,,verified,,admitted_additional_plain_relation
a30c7e5d18c4f87c7c94,ni,NataNasika,"a bent or lowered nose, or one characterized by it",cikina,1,nominal_base,meaning_bearing_derivative,laukika,inac,5.2.33,5.2.33,kashika_5_2.rs:191,0,0,source_semantic_relation_recovered,cikina,"{""inac"":[""cikina""]}",,,,verified,,admitted_additional_plain_relation
bc4549c345f2e1c1db43,ni,NataNasika,"a bent or lowered nose, or one characterized by it",cipiwa,1,nominal_base,meaning_bearing_derivative,laukika,piwac,5.2.33,5.2.33,kashika_5_2.rs:192,0,0,source_semantic_relation_recovered,cipiwa,"{""piwac"":[""cipiwa""]}",,,,verified,,admitted_additional_plain_relation
a9b56b8db9cab8ed8b2a,aDi,AsannaArudha,ground near a mountain or ground ascending it,aDityaka,1,nominal_base,meaning_bearing_derivative,laukika,tyakan,5.2.34,5.2.34,kashika_5_2.rs:198,0,0,source_semantic_relation_recovered,aDityaka,"{""tyakan"":[""aDityaka""]}",,,,verified,,admitted_additional_plain_relation
c2d53d39745802807e09,upa,AsannaArudha,ground near a mountain or ground ascending it,upatyaka,1,nominal_base,meaning_bearing_derivative,laukika,tyakan,5.2.34,5.2.34,kashika_5_2.rs:197,0,0,source_semantic_relation_recovered,upatyaka,"{""tyakan"":[""upatyaka""]}",,,,verified,,admitted_additional_plain_relation
8c0da5a35d447127398f,karman,KarmaniGhatah,one actively engaged or effective in work,karmaWa,1,nominal_base,meaning_bearing_derivative,laukika,aWac,5.2.35,5.2.35,kashika_5_2.rs:203,0,0,source_semantic_relation_recovered,karmaWa,"{""aWac"":[""karmaWa""]}",,,,verified,,admitted_additional_plain_relation
baa62b4f8f9a9e490e91,go,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",gomat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.94,5.2.94,kashika_5_2.rs:383,0,0,source_semantic_relation_recovered,gomat,"{""matup"":[""gomat""]}",,,,verified,broad_taddhita,existing_word_meaning_overlap_not_added
77399eb8ff1686451c85,plakza,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",plakzavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.94,5.2.94,kashika_5_2.rs:386,0,0,source_semantic_relation_recovered,plakzavat,"{""matup"":[""plakzavat""]}",,,,verified,broad_taddhita,existing_word_meaning_overlap_not_added
2e2428c850d56d3b98cf,vfkza,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",vfkzavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.94,5.2.94,kashika_5_2.rs:384,0,0,source_semantic_relation_recovered,vfkzavat,"{""matup"":[""vfkzavat""]}",,,,verified,broad_taddhita,existing_word_meaning_overlap_not_added
233783b2f25292903cfb,yava,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",yavamat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.94,5.2.94,kashika_5_2.rs:385,0,0,source_semantic_relation_recovered,yavamat,"{""matup"":[""yavamat""]}",,,,verified,broad_taddhita,existing_word_meaning_overlap_not_added
55e3a37cc9089c585bcb,cUqA,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",cUqAla,1,nominal_base,meaning_bearing_derivative,laukika,lac,5.2.96,5.2.96,kashika_5_2.rs:391,0,0,source_semantic_relation_recovered,cUqAla,"{""lac"":[""cUqAla""]}",,,,verified,,admitted_additional_plain_relation
ece9aa1c5d790f5620a2,cUqA,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",cUqAvat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.96,5.2.96,kashika_5_2.rs:392,0,0,source_semantic_relation_recovered,cUqAvat,"{""matup"":[""cUqAvat""]}",,,,verified,,admitted_additional_plain_relation
d13e3fcb77f1499bef0d,hasta,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",hastavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.96,5.2.96,kashika_5_2.rs:394,0,0,source_semantic_relation_recovered,hastavat,"{""matup"":[""hastavat""]}",,,,verified,,admitted_additional_plain_relation
e6d8c6bd444125a1d14d,pAda,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",pAdavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.96,5.2.96,kashika_5_2.rs:395,0,0,source_semantic_relation_recovered,pAdavat,"{""matup"":[""pAdavat""]}",,,,verified,,admitted_additional_plain_relation
d464289274f20db9c2d3,loman,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",lomaSa,1,nominal_base,meaning_bearing_derivative,laukika,Sa,5.2.100,5.2.100,kashika_5_2.rs:417,0,0,source_semantic_relation_recovered,lomaSa,"{""Sa"":[""lomaSa""]}",,,,verified,,admitted_additional_plain_relation
e97d84358d50b8dcde4e,loman,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",lomavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.100,5.2.100,kashika_5_2.rs:418,0,0,source_semantic_relation_recovered,lomavat,"{""matup"":[""lomavat""]}",,,,verified,,admitted_additional_plain_relation
1327cb532436ef70386e,pAman,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",pAmavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.100,5.2.100,kashika_5_2.rs:420,0,0,source_semantic_relation_recovered,pAmavat,"{""matup"":[""pAmavat""]}",,,,verified,,admitted_additional_plain_relation
66ddacc8ef00d8bbe44b,pAman,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",pAmana,1,nominal_base,meaning_bearing_derivative,laukika,na,5.2.100,5.2.100,kashika_5_2.rs:419,0,0,source_semantic_relation_recovered,pAmana,"{""na"":[""pAmana""]}",,,,verified,,admitted_additional_plain_relation
ab8a03386c9c280fe502,picCa,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",picCila,1,nominal_base,meaning_bearing_derivative,laukika,ilac,5.2.100,5.2.100,kashika_5_2.rs:421,0,0,source_semantic_relation_recovered,picCila,"{""ilac"":[""picCila""]}",,,,verified,,admitted_additional_plain_relation
0fd1914b08e8c79e5b48,picCa,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",picCavat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.100,5.2.100,kashika_5_2.rs:422,0,0,source_semantic_relation_recovered,picCavat,"{""matup"":[""picCavat""]}",,,,verified,broad_taddhita,existing_word_meaning_overlap_not_added
7ac796024f858eae0503,uras,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",urasila,1,nominal_base,meaning_bearing_derivative,laukika,ilac,5.2.100,5.2.100,kashika_5_2.rs:423,0,0,source_semantic_relation_recovered,urasila,"{""ilac"":[""urasila""]}",,,,verified,,admitted_additional_plain_relation
e703d93d252e599e4779,uras,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",urasvat,1,nominal_base,meaning_bearing_derivative,laukika,matup,5.2.100,5.2.100,kashika_5_2.rs:424,0,0,source_semantic_relation_recovered,urasvat,"{""matup"":[""urasvat""]}",,,,verified,,admitted_additional_plain_relation
11e8adf13e71cd819d1a,mAyA,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",mAyAvin,1,nominal_base,meaning_bearing_derivative,laukika,vini,5.2.121,5.2.121,kashika_5_2.rs:448,0,0,source_semantic_relation_recovered,mAyAvin,"{""vini"":[""mAyAvin""]}",,,,verified,,admitted_additional_plain_relation
431e2d5d5811530dbd89,meDA,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",meDAvin,1,nominal_base,meaning_bearing_derivative,laukika,vini,5.2.121,5.2.121,kashika_5_2.rs:449,0,0,source_semantic_relation_recovered,meDAvin,"{""vini"":[""meDAvin""]}",,,,verified,,admitted_additional_plain_relation
89beab1af43b9e3036df,payas,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",payasvin,1,nominal_base,meaning_bearing_derivative,laukika,vini,5.2.121,5.2.121,kashika_5_2.rs:447,0,0,source_semantic_relation_recovered,payasvin,"{""vini"":[""payasvin""]}",,,,verified,,admitted_additional_plain_relation
0f0a035fad4bd21f397d,sraj,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",sragvin,1,nominal_base,meaning_bearing_derivative,laukika,vini,5.2.121,5.2.121,kashika_5_2.rs:450,0,0,source_semantic_relation_recovered,sragvin,"{""vini"":[""sragvin""]}",,,,verified,,admitted_additional_plain_relation
7024bcf02dfc85aaaa3c,yaSas,TadAsyaAstiAsmin,"possessing or containing the named quality, feature, or object",yaSasvin,1,nominal_base,meaning_bearing_derivative,laukika,vini,5.2.121,5.2.121,kashika_5_2.rs:446,0,0,source_semantic_relation_recovered,yaSasvin,"{""vini"":[""yaSasvin""]}",,,,verified,,admitted_additional_plain_relation
909fd3193d46cdf9b65c,etad,DigDeshaKalaAblative,"from the named place, direction, extent, or point of reference",atas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.5,5.3.5,kashika_5_3.rs:27,0,0,source_semantic_relation_recovered,atas,"{""tasil"":[""atas""]}",,,,verified,,admitted_additional_plain_relation
8ac0a23931c48d019419,etad,DigDeshaKalaLocative,at or in the named or questioned place,atra,1,complete_avyaya,meaning_bearing_derivative,laukika,tral,5.3.5,5.3.5,kashika_5_3.rs:28,0,0,source_semantic_relation_recovered,atra,"{""tral"":[""atra""]}",,,,verified,,admitted_additional_plain_relation
339d356836b3ec80fdc3,bahu,DigDeshaKalaAblative,"from the named place, direction, extent, or point of reference",bahutas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.7,5.3.7,kashika_5_3.rs:41,0,0,source_semantic_relation_recovered,bahutas,"{""tasil"":[""bahutas""]}",,,,verified,,admitted_additional_plain_relation
f64f22e037492e6ed89d,kim,DigDeshaKalaAblative,"from the named place, direction, extent, or point of reference",kutas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.7,5.3.7,kashika_5_3.rs:38,0,0,source_semantic_relation_recovered,kutas,"{""tasil"":[""kutas""]}",,,,verified,,admitted_additional_plain_relation
e1d24258291ca54661a1,tad,DigDeshaKalaAblative,"from the named place, direction, extent, or point of reference",tatas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.7,5.3.7,kashika_5_3.rs:40,0,0,source_semantic_relation_recovered,tatas,"{""tasil"":[""tatas""]}",,,,verified,,admitted_additional_plain_relation
4dffbaacb8170a4cde59,yad,DigDeshaKalaAblative,"from the named place, direction, extent, or point of reference",yatas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.7,5.3.7,kashika_5_3.rs:39,0,0,source_semantic_relation_recovered,yatas,"{""tasil"":[""yatas""]}",,,,verified,,admitted_additional_plain_relation
46e9e673b39140e22d89,aBi,DigDeshaKalaSurrounding,around or on the sides of the named reference,aBitas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.9,5.3.9,kashika_5_3.rs:47,0,0,source_semantic_relation_recovered,aBitas,"{""tasil"":[""aBitas""]}",,,,verified,,admitted_additional_plain_relation
f68516dcfb207af1309c,pari,DigDeshaKalaSurrounding,around or on the sides of the named reference,paritas,1,complete_avyaya,meaning_bearing_derivative,laukika,tasil,5.3.9,5.3.9,kashika_5_3.rs:46,0,0,source_semantic_relation_recovered,paritas,"{""tasil"":[""paritas""]}",,,,verified,,admitted_additional_plain_relation
a3f07ab9459efd2e6a20,bahu,DigDeshaKalaLocative,at or in the named or questioned place,bahutra,1,complete_avyaya,meaning_bearing_derivative,laukika,tral,5.3.10,5.3.10,kashika_5_3.rs:55,0,0,source_semantic_relation_recovered,bahutra,"{""tral"":[""bahutra""]}",,,,verified,,admitted_additional_plain_relation
a824321af3825991fc67,kim,DigDeshaKalaLocative,at or in the named or questioned place,kutra,1,complete_avyaya,meaning_bearing_derivative,laukika,tral,5.3.10,5.3.10,kashika_5_3.rs:52,0,0,source_semantic_relation_recovered,kutra,"{""tral"":[""kutra""]}",,,,verified,,admitted_additional_plain_relation
e1ae6e3872c448870848,tad,DigDeshaKalaLocative,at or in the named or questioned place,tatra,1,complete_avyaya,meaning_bearing_derivative,laukika,tral,5.3.10,5.3.10,kashika_5_3.rs:54,0,0,source_semantic_relation_recovered,tatra,"{""tral"":[""tatra""]}",,,,verified,,admitted_additional_plain_relation
0f88b99318c3f377e780,yad,DigDeshaKalaLocative,at or in the named or questioned place,yatra,1,complete_avyaya,meaning_bearing_derivative,laukika,tral,5.3.10,5.3.10,kashika_5_3.rs:53,0,0,source_semantic_relation_recovered,yatra,"{""tral"":[""yatra""]}",,,,verified,,admitted_additional_plain_relation
2ca9ba4fa10d41a8b5e4,kim,DigDeshaKalaLocative,at or in the named or questioned place,kva,1,complete_avyaya,meaning_bearing_derivative,laukika,at,5.3.12,5.3.12,kashika_5_3.rs:68,0,0,source_semantic_relation_recovered,kva,"{""at"":[""kva""]}",,,,verified,,admitted_additional_plain_relation
6e7f2f6b2fbfc96034f7,kim,DigDeshaKalaLocative,at or in the named or questioned place,kuha,1,complete_avyaya,meaning_bearing_derivative,laukika,ha,5.3.13,5.3.13,kashika_5_3.rs:73,0,0,source_semantic_relation_recovered,kuha,"{""ha"":[""kuha""]}",,,,verified,,admitted_additional_plain_relation
b6d38f5ee763c77912d3,anya,DigDeshaKalaTime,at the time or frequency denoted by the base,anyadA,1,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15,5.3.15,kashika_5_3.rs:80,0,0,source_semantic_relation_recovered,anyadA,"{""dA"":[""anyadA""]}",,,,verified,,admitted_additional_plain_relation
c958a9b583caa989d42f,eka,DigDeshaKalaTime,at the time or frequency denoted by the base,ekadA,1,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15,5.3.15,kashika_5_3.rs:79,0,0,source_semantic_relation_recovered,ekadA,"{""dA"":[""ekadA""]}",,,,verified,,admitted_additional_plain_relation
31e737152eb13cccc85c,kim,DigDeshaKalaTime,at the time or frequency denoted by the base,kadA,1,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15,5.3.15,kashika_5_3.rs:81,0,0,source_semantic_relation_recovered,kadA,"{""dA"":[""kadA""]}",,,,verified,,admitted_additional_plain_relation
12b6cd03c0afabfd0257,sarva,DigDeshaKalaTime,at the time or frequency denoted by the base,sadA;sarvadA,2,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15;5.3.6,5.3.15;5.3.6,kashika_5_3.rs:33;kashika_5_3.rs:78,1,0,source_semantic_relation_recovered,sadA;sarvadA,"{""dA"":[""sadA"",""sarvadA""]}",,,,verified,,admitted_additional_plain_relation
500e9251b352e2d6106e,tad,DigDeshaKalaTime,at the time or frequency denoted by the base,tadA,1,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15,5.3.15,kashika_5_3.rs:83,0,0,source_semantic_relation_recovered,tadA,"{""dA"":[""tadA""]}",,,,verified,,admitted_additional_plain_relation
a4c9b7b3f8194e0e6dbd,yad,DigDeshaKalaTime,at the time or frequency denoted by the base,yadA,1,complete_avyaya,meaning_bearing_derivative,laukika,dA,5.3.15,5.3.15,kashika_5_3.rs:82,0,0,source_semantic_relation_recovered,yadA,"{""dA"":[""yadA""]}",,,,verified,,admitted_additional_plain_relation
2bb4e3304f48fc100c50,idam,DigDeshaKalaTime,at the time or frequency denoted by the base,etarhi,1,complete_avyaya,meaning_bearing_derivative,laukika,rhil,5.3.16,5.3.16,kashika_5_3.rs:89,0,0,source_semantic_relation_recovered,etarhi,"{""rhil"":[""etarhi""]}",,,,verified,,admitted_additional_plain_relation
4db9826314b29323fee3,tad,DigDeshaKalaTime,at the time or frequency denoted by the base,tadAnIm,1,complete_avyaya,meaning_bearing_derivative,laukika,dAnIm,5.3.19,5.3.19,kashika_5_3.rs:100,0,0,source_semantic_relation_recovered,tadAnIm,"{""dAnIm"":[""tadAnIm""]}",,,,verified,,admitted_additional_plain_relation
4e2b1d6faca27561b28c,kim,Prakara,in the manner denoted or questioned by the base,kaTam,1,complete_avyaya,meaning_bearing_derivative,laukika,Tamu,5.3.24,5.3.24,kashika_5_3.rs:111,0,0,source_semantic_relation_recovered,kaTam,"{""Tamu"":[""kaTam""]}",,,,verified,,admitted_additional_plain_relation
33d1278afd4f5aae686a,tad,Prakara,in the manner denoted or questioned by the base,taTA,1,complete_avyaya,meaning_bearing_derivative,laukika,TAl,5.3.25,5.3.25,kashika_5_3.rs:116,0,0,source_semantic_relation_recovered,taTA,"{""TAl"":[""taTA""]}",,,,verified,,admitted_additional_plain_relation
e11ed094932ca80aea7f,catur,PrakaraDivision,in the named number of ways or divisions,caturDA,1,complete_avyaya,meaning_bearing_derivative,laukika,DA,5.3.42,5.3.42,kashika_5_3.rs:141,0,0,source_semantic_relation_recovered,caturDA,"{""DA"":[""caturDA""]}",,,,verified,,admitted_additional_plain_relation
70e5db42a7ea9c5c2294,dvi,PrakaraDivision,in the named number of ways or divisions,dvEDam;dveDA;dviDA,3,complete_avyaya,meaning_bearing_derivative,laukika,DA,5.3.42,5.3.42;5.3.45,kashika_5_3.rs:139;kashika_5_3.rs:152,1,0,source_semantic_relation_recovered,dvEDam;dveDA;dviDA,"{""DA"":[""dvEDam"",""dveDA"",""dviDA""]}",,,,verified,,admitted_additional_plain_relation
2b013af1c9e3e4afd9e3,eka,PrakaraDivision,in the named number of ways or divisions,EkaDyam;ekaDA,2,complete_avyaya,meaning_bearing_derivative,laukika,DA,5.3.42,5.3.42;5.3.44,kashika_5_3.rs:136;kashika_5_3.rs:147,1,0,source_semantic_relation_recovered,EkaDyam;ekaDA,"{""DA"":[""EkaDyam"",""ekaDA""]}",,,,verified,,admitted_additional_plain_relation
