derived_word_meaning_id,operation_id,krt_source_variant,base_count_key,base_source_codes,base_citations_slp1,base_meaning_slp1,base_meaning_display,semantic_branch_id,semantic_relation,rule_refs,output_forms_slp1,output_variant_count,admission_basis,count_status
d841499919f9c0c9396e,vedic_perfect_participle_kanac,kAnac,"[""01.1163"", ""meaning-5caca03558f6""]",01.1163,hve\Y,sparDAyAM,स्पर्धायां (spardhāyāṃ),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,juhuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
68b97a06dac721cf1eb0,vedic_perfect_participle_kanac,kAnac,"[""01.1164"", ""meaning-24b37b2743da""]",01.1164,vada~,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UdAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
07c5e9ddb63dfa2b4242,vedic_perfect_participle_kanac,kAnac,"[""01.1165"", ""meaning-5fa3d59b62c4""]",01.1165,wuo~Svi,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SiSviyAna/;SuSuvAna/,2,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6e6297c0824853413d31,vedic_perfect_participle_kanac,kAnac,"[""01.1165"", ""meaning-7e172f9d8575""]",01.1165,wuo~Svi,vfdDO,वृद्धौ (vṛddhau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SiSviyAna/;SuSuvAna/,2,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
96b1e99878fc5f560c25,vedic_perfect_participle_kanac,kAnac,"[""01.1166"", ""meaning-e2643841bb96""]",01.1166,fti,jugupsAyAM,जुगुप्सायां (jugupsāyāṃ),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,AnftAna/;ftIyAYcakrARa/;ftIyAmAsAna/;ftIyAmbaBUvAna/,4,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
59788d4f8a1a40fb0a12,vedic_perfect_participle_kanac,kAnac,"[""01.1166"", ""meaning-fbfb5717600b""]",01.1166,fti,kfpAyAM,कृपायां (kṛpāyāṃ),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,AnftAna/;ftIyAYcakrARa/;ftIyAmAsAna/;ftIyAmbaBUvAna/,4,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4441db2156da88f0c3d3,vedic_perfect_participle_kanac,kAnac,"[""02.0001"", ""meaning-943364736a74""]",02.0001,a\da~,BakzaRe,भक्षणे (bhakṣaṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,AdAna/;jakzARa/,2,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d4c6af529b17dce2af08,vedic_perfect_participle_kanac,kAnac,"[""02.0002"", ""meaning-3bf7963ee53c""]",02.0002,ha\na~,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jaGnAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b7d94139e93dc3eb80dd,vedic_perfect_participle_kanac,kAnac,"[""02.0002"", ""meaning-5fa3d59b62c4""]",02.0002,ha\na~,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,jaGnAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
beb77156ab8528c81c8e,vedic_perfect_participle_kanac,kAnac,"[""02.0003"", ""meaning-4a2afc461007""]",02.0003,dvi\za~^,aprItO,अप्रीतौ (aprītau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,didvizARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
fc638a0c67b1bfb9a244,vedic_perfect_participle_kanac,kAnac,"[""02.0004"", ""meaning-822f0c93decd""]",02.0004,du\ha~^,prapUraRe,प्रपूरणे (prapūraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,duduhAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6c785b21ec58443c5a88,vedic_perfect_participle_kanac,kAnac,"[""02.0005"", ""meaning-0dc9fe7d02a2""]",02.0005,di\ha~^,upacaye,उपचये (upacaye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,didihAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
a3c560e3f6f51e0a71ed,vedic_perfect_participle_kanac,kAnac,"[""02.0006"", ""meaning-c1e1d650336a""]",02.0006,li\ha~^,AsvAdane,आस्वादने (āsvādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,lilihAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
77dfd685650b42a5ee8f,vedic_perfect_participle_kanac,kAnac,"[""02.0007"", ""meaning-24b37b2743da""]",02.0007,ca\kzi~\N,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,caKyAna/;cacakzARa/;cakSAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
a4692987a20c6e950452,vedic_perfect_participle_kanac,kAnac,"[""02.0008"", ""meaning-5fa3d59b62c4""]",02.0008,Ira~\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,IrAYcakrARa/;IrAmAsAna/;IrAmbaBUvARa/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
799292b137ceaac78cfc,vedic_perfect_participle_kanac,kAnac,"[""02.0008"", ""meaning-60fd95557908""]",02.0008,Ira~\,kampane,कम्पने (kampane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,IrAYcakrARa/;IrAmAsAna/;IrAmbaBUvARa/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2b98a6e8fbe32a423d88,vedic_perfect_participle_kanac,kAnac,"[""02.0009"", ""meaning-388ca6564d81""]",02.0009,Iqa~\,stutO,स्तुतौ (stutau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,IqAYcakrARa/;IqAmAsAna/;IqAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2544cb2f27a80b3c3cab,vedic_perfect_participle_kanac,kAnac,"[""02.0010"", ""meaning-ade77b0908ab""]",02.0010,ISa~\,ESvarye,ऐश्वर्ये (aiśvarye),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,ISAYcakrARa/;ISAmAsAna/;ISAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
089e2e338a401cae3ab5,vedic_perfect_participle_kanac,kAnac,"[""02.0011"", ""meaning-9f24bbad5468""]",02.0011,Asa~\,upaveSane,उपवेशने (upaveśane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,AsAYcakrARa/;AsAmAsAna/;AsAmbaBUvAna/,3,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f6f830ec61191ba4261b,vedic_perfect_participle_kanac,kAnac,"[""02.0012"", ""meaning-4d0ef93cc7a1""]",02.0012,SAsu~\,icCAyAm,इच्छायाम् (icchāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,ASaSAsAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d4151f33b8f15494516b,vedic_perfect_participle_kanac,kAnac,"[""02.0013"", ""meaning-abda6f362365""]",02.0013,vasa~\,AcCAdane,आच्छादने (ācchādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavasAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f8159c74359084d9ff4c,vedic_perfect_participle_kanac,kAnac,"[""02.0014"", ""meaning-5fa3d59b62c4""]",02.0014,kasi~\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakaMsAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b319d4f4b55e0bb62e88,vedic_perfect_participle_kanac,kAnac,"[""02.0014"", ""meaning-ab43f9896adb""]",02.0014,kasi~\,SAsane,शासने (śāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakaMsAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8e1e46417908a6a5f721,vedic_perfect_participle_kanac,kAnac,"[""02.0015"", ""meaning-5fa3d59b62c4""]",02.0015,kasa~\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakasAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f85dc7ce5243ad06ecb0,vedic_perfect_participle_kanac,kAnac,"[""02.0015"", ""meaning-ab43f9896adb""]",02.0015,kasa~\,SAsane,शासने (śāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakasAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e229dd5287dace5fd231,vedic_perfect_participle_kanac,kAnac,"[""02.0016"", ""meaning-5fa3d59b62c4""]",02.0016,kaSa~\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakaSAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e15fee8dcd4688984ec6,vedic_perfect_participle_kanac,kAnac,"[""02.0016"", ""meaning-ab43f9896adb""]",02.0016,kaSa~\,SAsane,शासने (śāsane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cakaSAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ca7fbbd1b84deb7b347c,vedic_perfect_participle_kanac,kAnac,"[""02.0017"", ""meaning-a1556fe270a4""]",02.0017,Risi~\,cumbane,चुम्बने (cumbane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,niniMsAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
dee96b16c5c44c63f57f,vedic_perfect_participle_kanac,kAnac,"[""02.0018"", ""meaning-182e7822b614""]",02.0018,Riji~\,SudDO,शुद्धौ (śuddhau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,niniYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d6c7058baf47c9359554,vedic_perfect_participle_kanac,kAnac,"[""02.0019"", ""meaning-f7e0033b3f96""]",02.0019,Siji~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SiSiYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8b8acf0adf50d30d28c1,vedic_perfect_participle_kanac,kAnac,"[""02.0020"", ""meaning-16660739c5e3""]",02.0020,piji~\,samparcane,सम्पर्चने (samparcane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pipiYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2a63a74261c925bf9443,vedic_perfect_participle_kanac,kAnac,"[""02.0020"", ""meaning-6d398acb4c17""]",02.0020,piji~\,avayave,अवयवे (avayave),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pipiYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e82cecac2843e9b09f68,vedic_perfect_participle_kanac,kAnac,"[""02.0020"", ""meaning-883d27e2b0bc""]",02.0020,piji~\,varRe,वर्णे (varṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pipiYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
0240e5ae7badb4fe8783,vedic_perfect_participle_kanac,kAnac,"[""02.0020"", ""meaning-f7e0033b3f96""]",02.0020,piji~\,avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,pipiYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
74b4a6d4e560b83265ff,vedic_perfect_participle_kanac,kAnac,"[""02.0021"", ""meaning-883d27e2b0bc""]",02.0021,pfji~\,varRe,वर्णे (varṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,papfYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
2f198398fd6bf4f2e1f8,vedic_perfect_participle_kanac,kAnac,"[""02.0022"", ""meaning-4e72b9b55d57""]",02.0022,vfjI~\,varjane,वर्जने (varjane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavfjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b7240538ffbf64022cd6,vedic_perfect_participle_kanac,kAnac,"[""02.0023"", ""meaning-4e72b9b55d57""]",02.0023,vfji~\,varjane,वर्जने (varjane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavfYjAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c7624fe11069e47db2e7,vedic_perfect_participle_kanac,kAnac,"[""02.0024"", ""meaning-16660739c5e3""]",02.0024,pfcI~\,samparcane,सम्पर्चने (samparcane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,papfcAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4619b99567790d5ced79,vedic_perfect_participle_kanac,kAnac,"[""02.0025"", ""meaning-0fcfb4d8ad53""]",02.0025;04.0027,zUN,prARigarBavimocane;prARiprasave,प्राणिगर्भविमोचने (prāṇigarbhavimocane);प्राणिप्रसवे (prāṇiprasave),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,suzuvARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
6e06f29d3bede7c35825,vedic_perfect_participle_kanac,kAnac,"[""02.0026"", ""meaning-a4fa07c9086e""]",02.0026,SIN,svapne,स्वप्ने (svapne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SiSyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
c6545355be03c9f6f5b7,vedic_perfect_participle_kanac,kAnac,"[""02.0027"", ""meaning-556538b5a417""]",02.0027,yu,amiSraRe,अमिश्रणे (amiśraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,yuyuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f751253833d0cd95a99e,vedic_perfect_participle_kanac,kAnac,"[""02.0027"", ""meaning-6f8d0986f973""]",02.0027,yu,miSraRe,मिश्रणे (miśraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,yuyuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
5b64e70c24cfb4462c52,vedic_perfect_participle_kanac,kAnac,"[""02.0028"", ""meaning-2dcb1894fd9b""]",02.0028,ru,Sabde,शब्दे (śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,ruruvARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
919f30ef1db79b44cc4b,vedic_perfect_participle_kanac,kAnac,"[""02.0029"", ""meaning-3bf7963ee53c""]",02.0029,tu\,hiMsAyAm,हिंसायाम् (hiṃsāyām),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,tutuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
630e326452afc9d039c2,vedic_perfect_participle_kanac,kAnac,"[""02.0029"", ""meaning-5fa3d59b62c4""]",02.0029,tu\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,tutuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
f108ef82dd3b5e5c7700,vedic_perfect_participle_kanac,kAnac,"[""02.0029"", ""meaning-7e172f9d8575""]",02.0029,tu\,vfdDO,वृद्धौ (vṛddhau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,tutuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
8f9382313f4d93a639d6,vedic_perfect_participle_kanac,kAnac,"[""02.0030"", ""meaning-388ca6564d81""]",02.0030,Ru,stutO,स्तुतौ (stutau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,nunuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
523b29cec360f7f7245b,vedic_perfect_participle_kanac,kAnac,"[""02.0031"", ""meaning-2dcb1894fd9b""]",02.0031,wukzu,Sabde,शब्दे (śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukzuvARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
b492ccd8992869fe596a,vedic_perfect_participle_kanac,kAnac,"[""02.0032"", ""meaning-d40ffcd5426e""]",02.0032,kzRu,tejane,तेजने (tejane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukzRuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
737842f5f87d3b9a26f2,vedic_perfect_participle_kanac,kAnac,"[""02.0033"", ""meaning-7f40d6a1ba16""]",02.0033,zRu,prasravaRe,प्रस्रवणे (prasravaṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,suzRuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
95dfac81de4bf7768021,vedic_perfect_participle_kanac,kAnac,"[""02.0034"", ""meaning-abda6f362365""]",02.0034,UrRuY,AcCAdane,आच्छादने (ācchādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UrRunuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
df1c431ed00b4733af47,vedic_perfect_participle_kanac,kAnac,"[""02.0035"", ""meaning-c8b6c5dece78""]",02.0035,dyu\,aBigamane,अभिगमने (abhigamane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,dudyuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
89c503ac66805e4a54d4,vedic_perfect_participle_kanac,kAnac,"[""02.0037"", ""meaning-2dcb1894fd9b""]",02.0037,ku\,Sabde,शब्दे (śabde),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,cukuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cc4b599004c3f2e124d5,vedic_perfect_participle_kanac,kAnac,"[""02.0038"", ""meaning-388ca6564d81""]",02.0038,zwu\Y,stutO,स्तुतौ (stutau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,tuzwuvAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
ff24a1e9301121c1f6fe,vedic_perfect_participle_kanac,kAnac,"[""02.0039"", ""meaning-24b37b2743da""]",02.0039,brUY,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,UcAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
90e6513b46d2c5224e74,vedic_perfect_participle_kanac,kAnac,"[""02.0040"", ""meaning-5fa3d59b62c4""]",02.0040,i\R,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,IyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d15b4ecbcfc30f7de8a7,vedic_perfect_participle_kanac,kAnac,"[""02.0041"", ""meaning-7d1ea56b4ecd""]",02.0041,i\N,aDyayane,अध्ययने (adhyayane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,aDijagAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
4370242333ebf83f1a3e,vedic_perfect_participle_kanac,kAnac,"[""02.0042"", ""meaning-5f776bf60821""]",02.0042,i\k,smaraRe,स्मरणे (smaraṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,aDIyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
0fa92c51dd43675ca69d,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-0563d826057f""]",02.0043,vI\,vyAptO,व्याप्तौ (vyāptau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
7234593b2914a08d3dc2,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-10c71a70cd57""]",02.0043,vI\,asane,असने (asane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
7ca322385facf3daf169,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-5fa3d59b62c4""]",02.0043,vI\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
117ca34e32b8c7963a2f,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-7ba414f5e3c0""]",02.0043,vI\,kAntO,कान्तौ (kāntau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
740783d11470152c9ed7,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-7cd7d2a1fce1""]",02.0043,vI\,KAdane,खादने (khādane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
79ae0a744f0e06c85987,vedic_perfect_participle_kanac,kAnac,"[""02.0043"", ""meaning-b23eab757d13""]",02.0043,vI\,prajanane,प्रजनने (prajanane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vivyAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
e62c993c94d0413111f6,vedic_perfect_participle_kanac,kAnac,"[""02.0044"", ""meaning-f532c8290972""]",02.0044,yA\,prApaRe,प्रापणे (prāpaṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,yayAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
cb6405d610e1ff641c43,vedic_perfect_participle_kanac,kAnac,"[""02.0045"", ""meaning-38d36882dbb5""]",02.0045,vA\,ganDane,गन्धने (gandhane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
d621b71977d24b267359,vedic_perfect_participle_kanac,kAnac,"[""02.0045"", ""meaning-5fa3d59b62c4""]",02.0045,vA\,gatO,गतौ (gatau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,vavAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
05d5b97c2db48d80896e,vedic_perfect_participle_kanac,kAnac,"[""02.0046"", ""meaning-7345560b9c17""]",02.0046,BA\,dIptO,दीप्तौ (dīptau),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,baBAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
53fc8c6bc70b26ac0d64,vedic_perfect_participle_kanac,kAnac,"[""02.0047"", ""meaning-96d2e0c4f26c""]",02.0047,zRA\,SOce,शौचे (śauce),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,sasnAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
43cce75af8127a606062,vedic_perfect_participle_kanac,kAnac,"[""02.0048"", ""meaning-d2008aed7427""]",02.0048,SrA\,pAke,पाके (pāke),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,SaSrARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
1f08a7dad85ef1dc417c,vedic_perfect_participle_kanac,kAnac,"[""02.0049"", ""meaning-3a02148e044f""]",02.0049,drA\,kutsite gamane,कुत्सिते गमने (kutsite gamane),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,dadrARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
35c07c5a8dc7cf8c0f78,vedic_perfect_participle_kanac,kAnac,"[""02.0050"", ""meaning-943364736a74""]",02.0050,psA\,BakzaRe,भक्षणे (bhakṣaṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,papsAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
18e5ae1b93b4c506fe39,vedic_perfect_participle_kanac,kAnac,"[""02.0051"", ""meaning-0ce6231987c9""]",02.0051,pA\,rakzaRe,रक्षणे (rakṣaṇe),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,papAna/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
bc536c31e1fc4b4f872f,vedic_perfect_participle_kanac,kAnac,"[""02.0052"", ""meaning-a71280a34aa6""]",02.0052,rA\,dAne,दाने (dāne),vedic_perfect_participant,a participant characterized by the base action in the Vedic perfect,3.2.105;3.2.106,rarARa/,1,source_defined_vedic_operation_plus_chandasi_engine_output,admitted_vaidika_research_ledger
