example_id,source_file,source_function,source_line,rule_ref,input_form_slp1,semantic_context,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,source_assertion_status,semantic_description,semantic_description_status,semantic_disposition
98204125837e4c5198e6,kashika_4_2.rs,sutra_4_2_54,246,4.2.54,sArasyAyana,TasyaVishayoDeshe,Baktal,sArasyAyanaBakta,1,positive,A domain of this. (4.2.52),documented_english_gloss,source_conditioned_candidate
8bfe8d2d4288c32f0123,kashika_4_2.rs,sutra_4_2_59,254,4.2.59,Candas,TadAdhiteTadVeda,aR,CAndasa,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
0a73f9e335304f3d3def,kashika_4_2.rs,sutra_4_2_59,255,4.2.59,vyAkaraRa,TadAdhiteTadVeda,aR,vEyAkaraRa,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
572481ce65aec7dada61,kashika_4_2.rs,sutra_4_2_59,256,4.2.59,nirukta,TadAdhiteTadVeda,aR,nErukta,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
0f0c9d16c2a4b548b039,kashika_4_2.rs,sutra_4_2_59,257,4.2.59,nimitta,TadAdhiteTadVeda,aR,nEmitta,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
622ee2f9adce04333020,kashika_4_2.rs,sutra_4_2_59,258,4.2.59,muhUrta,TadAdhiteTadVeda,aR,mOhUrta,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
0b8d8e0583c4fa91e14b,kashika_4_2.rs,sutra_4_2_59,259,4.2.59,utpAta,TadAdhiteTadVeda,aR,OtpAta,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
596bb62daa245a1965bf,kashika_4_2.rs,sutra_4_2_61,265,4.2.61,krama,TadAdhiteTadVeda,vun,kramaka,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
4a38cdcfed365f60d2f7,kashika_4_2.rs,sutra_4_2_61,266,4.2.61,pada,TadAdhiteTadVeda,vun,padaka,1,positive,What one studies or knows. (4.2.59),documented_english_gloss,source_conditioned_candidate
36bfc5b24208daf28394,kashika_4_2.rs,sutra_4_2_106,458,4.2.106,kAkatIra,TatraJata,aY,kAkatIra,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
84ad5fd46445f11211f7,kashika_4_2.rs,sutra_4_2_106,459,4.2.106,palvalatIra,TatraJata,aY,pAlvalatIra,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
4991333129e6b2af4349,kashika_4_2.rs,sutra_4_2_106,460,4.2.106,vfkarUpya,TatraJata,Ya,vArkarUpya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
b8c11d1ce3006263e7e2,kashika_4_2.rs,sutra_4_2_106,461,4.2.106,SivarUpya,TatraJata,Ya,SEvarUpya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
337bf3c9feb49bb0c514,kashika_4_2.rs,sutra_4_2_131,501,4.2.131,madra,TatraJata,kan,madraka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
0e6e7cb8b0ef9d64e418,kashika_4_2.rs,sutra_4_2_131,502,4.2.131,vfji,TatraJata,kan,vfjika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
9fb063880f4e9c4afda0,kashika_4_2.rs,sutra_4_2_132,507,4.2.132,fzika,TatraJata,aR,Arzika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a4bddf4e0d50081a8e71,kashika_4_2.rs,sutra_4_2_132,508,4.2.132,mahizika,TatraJata,aR,mAhizika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
4066675880af4bc4e203,kashika_4_2.rs,sutra_4_2_133,513,4.2.133,kacCa,TatraJata,aR,kAcCa,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
53b9d0ca415e05ab63f5,kashika_4_2.rs,sutra_4_2_133,514,4.2.133,sinDu,TatraJata,aR,sEnDava,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
5c35f6b7e309854a7e99,kashika_4_2.rs,sutra_4_2_133,515,4.2.133,varRu,TatraJata,aR,vArRava,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
bb6b50b90bc5a609e8de,kashika_4_2.rs,sutra_4_2_138,520,4.2.138,gaha,TatraJata,Ca,gahIya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
9c74489517918168bfff,kashika_4_2.rs,sutra_4_2_138,521,4.2.138,antaHsTa,TatraJata,Ca,antaHsTIya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
1471e9e4b3cb53fe773f,kashika_4_2.rs,sutra_4_2_143,526,4.2.143,parvata,TatraJata,Ca,parvatIya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ca4e3c2b9f5d982985b3,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,18,4.3.1,yuzmad,TatraJata,KaY,yOzmAkIRa,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a21672d734c0bca6ca8b,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,19,4.3.1,asmad,TatraJata,KaY,AsmAkIna,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
40add453baffd581739e,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,20,4.3.1,yuzmad,TatraJata,Ca,yuzmadIya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
4141eae9ad9a365c4443,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,21,4.3.1,asmad,TatraJata,Ca,asmadIya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
0c7fcecc18f9951da382,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,22,4.3.1,yuzmad,TatraJata,aR,yOzmAka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
be688e296462aebff152,kashika_4_3.rs,sutra_4_3_1_and_sutra_4_3_2,23,4.3.1,asmad,TatraJata,aR,AsmAka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a3839da78528fb3ddd3e,kashika_4_3.rs,sutra_4_3_4,28,4.3.4,arDa,TatraJata,yat,arDya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
b1f92c1c735599a950ed,kashika_4_3.rs,sutra_4_3_5,34,4.3.5,parArDa,TatraJata,yat,parArDya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ccb5541b825abedc86e7,kashika_4_3.rs,sutra_4_3_5,35,4.3.5,avarArDa,TatraJata,yat,avarArDya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
29addb90f8238de033dc,kashika_4_3.rs,sutra_4_3_5,36,4.3.5,aDamArDa,TatraJata,yat,aDamArDya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
d86a0bc2fda512a807e5,kashika_4_3.rs,sutra_4_3_5,37,4.3.5,uttamArDa,TatraJata,yat,uttamArDya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
b3799f2908d09e83469d,kashika_4_3.rs,sutra_4_3_8,43,4.3.8,maDya,TatraJata,aR,maDyama,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
f576456e7c960eb1ebf8,kashika_4_3.rs,sutra_4_3_14,48,4.3.14,niSA,TatraBhava,aR,nESa,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
43201e2f9132f3aa365d,kashika_4_3.rs,sutra_4_3_14,49,4.3.14,niSA,TatraBhava,WaY,nESika,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
4a4933e3f89c69115faa,kashika_4_3.rs,sutra_4_3_14,50,4.3.14,pradoza,TatraBhava,aR,prAdoza,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
ad3f349f797e1bf3a158,kashika_4_3.rs,sutra_4_3_14,51,4.3.14,pradoza,TatraBhava,WaY,prAdozika,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
7fc64109061f0399fa0a,kashika_4_3.rs,sutra_4_3_15,57,4.3.15,Svas,TatraBhava,WaY,SOvastika,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
6bd607005345f1bb514b,kashika_4_3.rs,sutra_4_3_15,58,4.3.15,Svas,TatraBhava,tyap,Svastya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
bc506ac8c2ca9241fd19,kashika_4_3.rs,sutra_4_3_15,59,4.3.15,Svas,TatraBhava,tyu,Svastana,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
af97a36a49f6e139ed52,kashika_4_3.rs,sutra_4_3_15,60,4.3.15,Svas,TatraBhava,tyul,Svastana,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
858f63dcdf4959cab651,kashika_4_3.rs,sutra_4_3_17,65,4.3.17,prAvfz,TatraSambhute,eRya,prAvfzeRya,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
45e297f82511d1f55e32,kashika_4_3.rs,sutra_4_3_18,70,4.3.18,varzA,TatraJata,Wak,vArzika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
f34d310f121aa97606ad,kashika_4_3.rs,sutra_4_3_22,75,4.3.22,hemanta,TatraJata,aR,hEmana,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
9a33c2da29959cb49193,kashika_4_3.rs,sutra_4_3_25,80,4.3.25,sruGna,TatraJata,aR,srOGna,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
56ca9bd70aba1f5ef558,kashika_4_3.rs,sutra_4_3_25,81,4.3.25,maTura,TatraJata,aR,mATura,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a1aa2185c5c9ef8026bd,kashika_4_3.rs,sutra_4_3_25,82,4.3.25,utsa,TatraJata,aR,Otsa,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
277d876f39f6b283af55,kashika_4_3.rs,sutra_4_3_25,83,4.3.25,udapAna,TatraJata,aR,OdapAna,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a9565db1a7bac5f24f55,kashika_4_3.rs,sutra_4_3_25,84,4.3.25,rAzwra,TatraJata,Ga,rAzwriya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
5ce214ceddf7ead6f1db,kashika_4_3.rs,sutra_4_3_25,85,4.3.25,avArapAra,TatraJata,Ka,avArapArIRa,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
f9918abd455eae51cd53,kashika_4_3.rs,sutra_4_3_25,86,4.3.25,SAkala,TatraJata,WaY,SAkalika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
3ab137e9adec2b9e02ee,kashika_4_3.rs,sutra_4_3_25,87,4.3.25,mAkala,TatraJata,WaY,mAkalika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
2451912882aa55a5806a,kashika_4_3.rs,sutra_4_3_25,88,4.3.25,grAma,TatraJata,ya,grAmya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ec1100ec957f854286bf,kashika_4_3.rs,sutra_4_3_25,89,4.3.25,grAma,TatraJata,KaY,grAmIRa,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
fc275bf445e40b52dedd,kashika_4_3.rs,sutra_4_3_25,90,4.3.25,katri,TatraJata,QakaY,kAtreyaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ef927d5da79273caa419,kashika_4_3.rs,sutra_4_3_25,91,4.3.25,umBi,TatraJata,QakaY,OmBeyaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
fbd2e3b9974de4731bc0,kashika_4_3.rs,sutra_4_3_26,96,4.3.26,prAvfz,TatraJata,Wap,prAvfzika,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
869b09ec4835dea2be77,kashika_4_3.rs,sutra_4_3_27,101,4.3.27,Sarad,TatraJata,vuY,SAradaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
cb8a794dd0f957a7ecaf,kashika_4_3.rs,sutra_4_3_27,103,4.3.27,Sarad,TatraJata,aR,SArada,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ccb72673fbbc11a6d209,kashika_4_3.rs,sutra_4_3_28,108,4.3.28,pUrvAhRa,TatraJata,vun,pUrvAhRaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
0d1048316ba2f502cf1b,kashika_4_3.rs,sutra_4_3_28,109,4.3.28,aparAhRa,TatraJata,vun,aparAhRaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
2b68d6bb8da097014541,kashika_4_3.rs,sutra_4_3_28,110,4.3.28,ArdrA,TatraJata,vun,Ardraka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
fafbc330f4f722b54f54,kashika_4_3.rs,sutra_4_3_28,111,4.3.28,mUlA,TatraJata,vun,mUlaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
e38653956fc0ac923240,kashika_4_3.rs,sutra_4_3_28,112,4.3.28,pradoza,TatraJata,vun,pradozaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
cc42f1bddc49eca5152c,kashika_4_3.rs,sutra_4_3_28,113,4.3.28,avaskara,TatraJata,vun,avaskaraka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
71b9a487b650a2dce047,kashika_4_3.rs,sutra_4_3_29,118,4.3.29,paTi,TatraJata,vun,panTaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
02a41e758f097f85917f,kashika_4_3.rs,sutra_4_3_30,124,4.3.30,amAvAsyA,TatraJata,vun,amAvAsyaka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
65b9b61bc63ec364e975,kashika_4_3.rs,sutra_4_3_30,125,4.3.30,amAvAsyA,TatraJata,aR,AmAvAsya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
8cd1c0036fb14f3a720e,kashika_4_3.rs,sutra_4_3_31,130,4.3.31,amAvAsyA,TatraJata,a,amAvAsya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
8f706721b8802d34bd5c,kashika_4_3.rs,sutra_4_3_32,135,4.3.32,sinDu,TatraJata,kan,sinDuka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
e388203801d4cfe0edc4,kashika_4_3.rs,sutra_4_3_32,136,4.3.32,apakara,TatraJata,kan,apakaraka,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
6f260772c266e1f6a74d,kashika_4_3.rs,sutra_4_3_33,141,4.3.33,sinDu,TatraJata,aR,sEnDava,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
e5b3b12ebe4fffe13551,kashika_4_3.rs,sutra_4_3_33,142,4.3.33,sinDu,TatraJata,aY,sEnDava,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
8c98b010855bfae2782c,kashika_4_3.rs,sutra_4_3_33,143,4.3.33,apakara,TatraJata,aR,Apakara,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
a62a96778c3017b185dd,kashika_4_3.rs,sutra_4_3_33,144,4.3.33,apakara,TatraJata,aY,Apakara,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
660ed74336ba6ea8b4aa,kashika_4_3.rs,sutra_4_3_38,149,4.3.38,sruGna,TatraJata,aR,srOGna,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
bce2b432705fe4951c12,kashika_4_3.rs,sutra_4_3_38,150,4.3.38,maTura,TatraJata,aR,mATura,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
c7f1b0ab0e26b63b2c5b,kashika_4_3.rs,sutra_4_3_38,151,4.3.38,rAzwra,TatraJata,Ga,rAzwriya,1,positive,Where this was born. (4.3.25),documented_english_gloss,source_conditioned_candidate
ae2cef87e5bdf4b51222,kashika_4_3.rs,sutra_4_3_39,156,4.3.39,sruGna,TatraPrayabhava,aR,srOGna,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
dfe0d4b4d523d12b8467,kashika_4_3.rs,sutra_4_3_39,157,4.3.39,maTura,TatraPrayabhava,aR,mATura,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
a3e97d00496682fcc8a9,kashika_4_3.rs,sutra_4_3_39,158,4.3.39,rAzwra,TatraPrayabhava,Ga,rAzwriya,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
87a51d6333836999a4cd,kashika_4_3.rs,sutra_4_3_40,163,4.3.40,upajAnu,TatraPrayabhava,Wak,OpajAnuka,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
879a47f28b7003c490d6,kashika_4_3.rs,sutra_4_3_40,164,4.3.40,upakarRa,TatraPrayabhava,Wak,OpakarRika,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
8f96f28585a173cab5d0,kashika_4_3.rs,sutra_4_3_40,165,4.3.40,upanIvi,TatraPrayabhava,Wak,OpanIvika,1,positive,Where this generally occurs. (4.3.39),documented_english_gloss,source_conditioned_candidate
d15c60cec6dad045149c,kashika_4_3.rs,sutra_4_3_41,170,4.3.41,sruGna,TatraSambhute,aR,srOGna,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
d4aabba3c6538898b53f,kashika_4_3.rs,sutra_4_3_41,171,4.3.41,maTura,TatraSambhute,aR,mATura,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
e6aead4769818777ac25,kashika_4_3.rs,sutra_4_3_41,172,4.3.41,rAzwra,TatraSambhute,Ga,rAzwriya,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
65fb2bda13c262b9ed6b,kashika_4_3.rs,sutra_4_3_42,177,4.3.42,koSa,TatraSambhute,QaY,kOSeya,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
c983b2ae955745fd276f,kashika_4_3.rs,sutra_4_3_45,183,4.3.45,ASvayujI,TatraSambhute,vuY,ASvayujaka,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
f11b8dc1ac193210142a,kashika_4_3.rs,sutra_4_3_46,189,4.3.46,grIzma,TatraSambhute,vuY,grEzmaka,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
276191046acf48b4479f,kashika_4_3.rs,sutra_4_3_46,190,4.3.46,grIzma,TatraSambhute,aR,grEzma,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
982f71a84acd4b91ab37,kashika_4_3.rs,sutra_4_3_46,191,4.3.46,vasanta,TatraSambhute,vuY,vAsantaka,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
5ec3c19f77632a3dd10c,kashika_4_3.rs,sutra_4_3_46,192,4.3.46,vasanta,TatraSambhute,aR,vAsanta,1,positive,Where this was adapted. (4.3.41),documented_english_gloss,source_conditioned_candidate
857102cca5d7b7e30805,kashika_4_3.rs,sutra_4_3_53,197,4.3.53,sruGna,TatraBhava,aR,srOGna,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
ceb519a5dc30d800dbfd,kashika_4_3.rs,sutra_4_3_53,198,4.3.53,maTura,TatraBhava,aR,mATura,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
19f1e548542d6b504aab,kashika_4_3.rs,sutra_4_3_53,199,4.3.53,rAzwra,TatraBhava,Ga,rAzwriya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
537d52389d9293a9d31d,kashika_4_3.rs,sutra_4_3_54,204,4.3.54,diS,TatraBhava,yat,diSya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
e3d8e15396174e5f873e,kashika_4_3.rs,sutra_4_3_54,205,4.3.54,varga,TatraBhava,yat,vargya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
65016fbdf65f51273411,kashika_4_3.rs,sutra_4_3_56,210,4.3.56,dfti,TatraBhava,QaY,dArteya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
d8ef016bdf375c4b87ac,kashika_4_3.rs,sutra_4_3_56,211,4.3.56,kukzi,TatraBhava,QaY,kOkzeya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
9e34194d2ea8d47dfbbf,kashika_4_3.rs,sutra_4_3_56,212,4.3.56,kalaSi,TatraBhava,QaY,kAlaSeya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
b17ca662a9bb55afbc8c,kashika_4_3.rs,sutra_4_3_56,213,4.3.56,vasti,TatraBhava,QaY,vAsteya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
0c79da18f175688548ef,kashika_4_3.rs,sutra_4_3_56,214,4.3.56,asti,TatraBhava,QaY,Asteya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
fbd8220bbe9d78c97ac6,kashika_4_3.rs,sutra_4_3_56,215,4.3.56,ahi,TatraBhava,QaY,Aheya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
1204d8e4650ae10bb03a,kashika_4_3.rs,sutra_4_3_57,220,4.3.57,grIvA,TatraBhava,aR,grEva,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
669df590fb53b1342cd5,kashika_4_3.rs,sutra_4_3_57,221,4.3.57,grIvA,TatraBhava,QaY,grEveya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
c6b4fafc1e1f8be60753,kashika_4_3.rs,sutra_4_3_58,226,4.3.58,gamBIra,TatraBhava,Yya,gAmBIrya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
bd68fdd4b72e3d58f93a,kashika_4_3.rs,sutra_4_3_61,231,4.3.61,parigrAma,TatraBhava,WaY,pArigrAmika,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
cbff47fd770d169b4db1,kashika_4_3.rs,sutra_4_3_61,232,4.3.61,anugrAma,TatraBhava,WaY,AnugrAmika,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
0628875e862e1ce21874,kashika_4_3.rs,sutra_4_3_62,239,4.3.62,jihvAmUla,TatraBhava,Ca,jihvAmUlIya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
ade191a3f0468a255d88,kashika_4_3.rs,sutra_4_3_62,240,4.3.62,aNguli,TatraBhava,Ca,aNgulIya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
ef9994799bb468913d53,kashika_4_3.rs,sutra_4_3_63,247,4.3.63,kavarga,TatraBhava,Ca,kavargIya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
d4b977fcdc99f8c29d1a,kashika_4_3.rs,sutra_4_3_63,248,4.3.63,cavarga,TatraBhava,Ca,cavargIya,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
9ab0117bd38dc939386e,kashika_4_3.rs,sutra_4_3_65,256,4.3.65,karRa,TatraBhava,kan,karRaka,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
a34b624a258f6c2950b2,kashika_4_3.rs,sutra_4_3_65,257,4.3.65,lalAwa,TatraBhava,kan,lalAwaka,1,positive,Where this stays or exists. (4.3.53),documented_english_gloss,source_conditioned_candidate
abffaf74d7e2b77b32a2,kashika_4_3.rs,sutra_4_3_74,263,4.3.74,sruGna,TataAgata,aR,srOGna,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
bdd11db7d28fb6ee12ac,kashika_4_3.rs,sutra_4_3_74,264,4.3.74,maTura,TataAgata,aR,mATura,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
57b6090259f215be6f92,kashika_4_3.rs,sutra_4_3_74,265,4.3.74,rAzwra,TataAgata,Ga,rAzwriya,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
d072be45126bf256a06d,kashika_4_3.rs,sutra_4_3_76,270,4.3.76,SuRqika,TataAgata,aR,SORqika,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
391831442ee6522047eb,kashika_4_3.rs,sutra_4_3_76,271,4.3.76,kfkaRa,TataAgata,aR,kArkaRa,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
80486f267cb69609aa21,kashika_4_3.rs,sutra_4_3_76,272,4.3.76,udapAna,TataAgata,aR,OdapAna,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
d2943c73e0be51c8447d,kashika_4_3.rs,sutra_4_3_79,277,4.3.79,pitf,TataAgata,yat,pitrya,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
4d3d8582d4696a9a39eb,kashika_4_3.rs,sutra_4_3_79,278,4.3.79,pitf,TataAgata,WaY,pEtfka,1,positive,Where one came from. (4.3.74),documented_english_gloss,source_conditioned_candidate
221965428b00d9fc686a,kashika_4_3.rs,sutra_4_3_89,283,4.3.89,sruGna,AsyaNivasa,aR,srOGna,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
d29cefc2ba705c818cc0,kashika_4_3.rs,sutra_4_3_89,284,4.3.89,maTura,AsyaNivasa,aR,mATura,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
bf20cc3234723e27b8f0,kashika_4_3.rs,sutra_4_3_89,285,4.3.89,rAzwra,AsyaNivasa,Ga,rAzwriya,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
b78a83f631b6d0927321,kashika_4_3.rs,sutra_4_3_92,290,4.3.92,SaRqika,AsyaNivasa,Yya,SARqikya,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
08fa5ac6b7b987c5226d,kashika_4_3.rs,sutra_4_3_92,291,4.3.92,sarvasena,AsyaNivasa,Yya,sArvasenya,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
dc63ee0a11463075452a,kashika_4_3.rs,sutra_4_3_93,296,4.3.93,sinDu,AsyaNivasa,aR,sEnDava,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
ecc002fe2c40c99be776,kashika_4_3.rs,sutra_4_3_93,297,4.3.93,sinDu,AsyaNivasa,aY,sEnDava,1,positive,Dwelling. (4.3.89),documented_english_gloss,source_conditioned_candidate
