operation_id,sanadi,relation,rule_refs,base_count_key,base_meaning_slp1,base_meaning_display,base_source_codes,base_citations_slp1,output_forms_slp1,semantic_eligibility_status,count_status,output_variant_count
causative,Ric,cause the base action or state,3.1.26,"[""01.1072"", ""meaning-3108fa57de46""]",SoBAyAM,शोभायां (śobhāyāṃ),01.1072,zRE\,snApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1072"", ""meaning-8d05d3af63ff""]",vezwane,वेष्टने (veṣṭane),01.1072,zRE\,snApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1073"", ""meaning-b7fcdd2ca761""]",SoDane,शोधने (śodhane),01.1073,dE\p,dApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1074"", ""meaning-fbf38fa7326f""]",pAne,पाने (pāne),01.1074,pA\,pAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1075"", ""meaning-c3636e714670""]",ganDopAdAne,गन्धोपादाने (gandhopādāne),01.1075,GrA\,GrApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1076"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1076,DmA\,DmApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1076"", ""meaning-385ea4103f95""]",agnisaMyoge,अग्निसंयोगे (agnisaṃyoge),01.1076,DmA\,DmApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1077"", ""meaning-318e04cef73b""]",gatinivfttO,गतिनिवृत्तौ (gatinivṛttau),01.1077,zWA\,sTApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1078"", ""meaning-ee7774606c93""]",aByAse,अभ्यासे (abhyāse),01.1078,mnA\,mnApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1079"", ""meaning-a71280a34aa6""]",dAne,दाने (dāne),01.1079,dA\R,dApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1080"", ""meaning-2fb8a980f690""]",kOwilye,कौटिल्ये (kauṭilye),01.1080,hvf\,hvAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1081"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1081,svf,svAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1081"", ""meaning-c255753f9f9e""]",upatApe,उपतापे (upatāpe),01.1081,svf,svAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1082"", ""meaning-d311a6bc6dd4""]",cintAyAm,चिन्तायाम् (cintāyām),01.1082,smf\,smAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1083"", ""meaning-f3eb70b0f3cb""]",saMvaraRe,संवरणे (saṃvaraṇe),01.1083,vf\,vAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1084"", ""meaning-f3eb70b0f3cb""]",saMvaraRe,संवरणे (saṃvaraṇe),01.1084,hvf\,hvAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1085"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1085;03.0018,sf\,sAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1086"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1086;03.0017,f\,arpi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1086"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),01.1086,f\,arpi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1087"", ""meaning-5b3b4eb5a8ec""]",secane,सेचने (secane),01.1087,gf\,gAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1088"", ""meaning-5b3b4eb5a8ec""]",secane,सेचने (secane),01.1088,Gf\,GAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1089"", ""meaning-8186c5537555""]",hUrCane,हूर्छने (hūrchane),01.1089,Dvf\,DvAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1090"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1090,sru\,srAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1091"", ""meaning-ade77b0908ab""]",ESvarye,ऐश्वर्ये (aiśvarye),01.1091;02.0036,zu\,sAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1091"", ""meaning-c7a4f4d2d8df""]",prasave,प्रसवे (prasave),01.1091;02.0036,zu\,sAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1092"", ""meaning-6831ef31cc3b""]",SravaRe,श्रवणे (śravaṇe),01.1092,Sru\,SrAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1093"", ""meaning-072196f5eb9a""]",sTErye,स्थैर्ये (sthairye),01.1093;06.0135,Dru\,DrAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1094"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1094,du\,dAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1095"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1095,dru\,drAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1096"", ""meaning-ae9f87e20f80""]",aBiBave,अभिभवे (abhibhave),01.1096,ji\,jApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1097"", ""meaning-ae9f87e20f80""]",aBiBave,अभिभवे (abhibhave),01.1097,jri\,jrAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1098"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1098,jf\,jAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1099"", ""meaning-3db3656b95e3""]",IzadDasane,ईषद्धसने (īṣaddhasane),01.1099,zmi\N,smApi;smAyi,pending,not_admitted,2
causative,Ric,cause the base action or state,3.1.26,"[""01.1100"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.1100,gu\N,gAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1101"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1101,gA\N,gApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1102"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1102,u\N,Avi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1103"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1103,ku\N,kAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1104"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1104,Ku\N,KAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1105"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1105,gu\N,gAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1106"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1106,Gu\N,GAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1107"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1107,Nu\N,NAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1108"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1108,cyu\N,cyAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1109"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1109,jyu\N,jyAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1110"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1110,Cyu\N,CyAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1111"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1111,pru\N,prAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1112"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1112,plu\N,plAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1113"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1113,klu\N,klAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1114"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1114,ru\N,rAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1114"", ""meaning-e0f043e510c6""]",rozaRe,रोषणे (roṣaṇe),01.1114,ru\N,rAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1115"", ""meaning-c8f3e5e74123""]",viDvaMsane,विध्वंसने (vidhvaṃsane),01.1115,Df\N,DAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1116"", ""meaning-712927ac8570""]",praRidAne,प्रणिदाने (praṇidāne),01.1116,me\N,mApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1117"", ""meaning-0ce6231987c9""]",rakzaRe,रक्षणे (rakṣaṇe),01.1117,de\N,dApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1118"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1118,SyE\N,SyApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1119"", ""meaning-7e172f9d8575""]",vfdDO,वृद्धौ (vṛddhau),01.1119,pyE\N,pyApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1120"", ""meaning-f88d70c1579d""]",pAlane,पालने (pālane),01.1120,trE\N,trApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1121"", ""meaning-fa2b4096baf0""]",pavane,पवने (pavane),01.1121,pUN,pAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1122"", ""meaning-8c20facfc0ac""]",banDane,बन्धने (bandhane),01.1122,mUN,mAvi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1123"", ""meaning-463e8ff3542d""]",vihAyasA gatO,विहायसा गतौ (vihāyasā gatau),01.1123;04.0030,qIN,qAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1124"", ""meaning-9180d8cf8ae0""]",taraRe,तरणे (taraṇe),01.1124,tF,tAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1124"", ""meaning-b37fa0209ba9""]",plavane,प्लवने (plavane),01.1124,tF,tAri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1125"", ""meaning-45d0fad1cc34""]",nindAyAM,निन्दायां (nindāyāṃ),01.1125,gupa~\,jugupsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1125"", ""meaning-6687700c9f72""]",gopane,गोपने (gopane),01.1125,gupa~\,jugupsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1126"", ""meaning-0dfaedb6863c""]",niSAne,निशाने (niśāne),01.1126,tija~\,titikzi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1126"", ""meaning-6c38df00cad0""]",kzamAyAm,क्षमायाम् (kṣamāyām),01.1126,tija~\,titikzi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1127"", ""meaning-1bd1be20c953""]",jijYAsAyAM,जिज्ञासायां (jijñāsāyāṃ),01.1127,mAna~\,mImAMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1127"", ""meaning-a8644e0580a4""]",pUjAyAm,पूजायाम् (pūjāyām),01.1127,mAna~\,mImAMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1128"", ""meaning-1347f8567cf2""]",cittavikAre,चित्तविकारे (cittavikāre),01.1128,baDa~\,bIBatsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1128"", ""meaning-8c20facfc0ac""]",banDane,बन्धने (bandhane),01.1128,baDa~\,bIBatsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1129"", ""meaning-f20fe8474502""]",rABasye,राभस्ये (rābhasye),01.1129,ra\Ba~\,ramBi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1130"", ""meaning-8623ae1c435c""]",prAptO,प्राप्तौ (prāptau),01.1130,qula\Ba~\z,lamBi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1131"", ""meaning-7e9d0c0661a0""]",parizvaNge,परिष्वङ्गे (pariṣvaṅge),01.1131,zva\nja~\,svaYji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1132"", ""meaning-74a92b1f2c75""]",purIzotsarge,पुरीषोत्सर्गे (purīṣotsarge),01.1132,ha\da~\,hAdi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1133"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.1133,YizvidA~,svedi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1134"", ""meaning-3556957d2199""]",SozaRe,शोषणे (śoṣaṇe),01.1134,ska\ndi~r,skandi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1134"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1134,ska\ndi~r,skandi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1135"", ""meaning-b6c485174029""]",mETune,मैथुने (maithune),01.1135,ya\Ba~,yABi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1136"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1136,Ra\ma~,nAmi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1136"", ""meaning-83785fdf6926""]",prahvatve,प्रह्वत्वे (prahvatve),01.1136,Ra\ma~,nAmi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1137"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1137,ga\mx~,gAmi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1138"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1138,sf\px~,sarpi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1139"", ""meaning-3f5211d7ba81""]",uparame,उपरमे (uparame),01.1139,ya\ma~,yAmi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1140"", ""meaning-7f3a5b5d2c60""]",santApe,सन्तापे (santāpe),01.1140,ta\pa~,tApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1141"", ""meaning-48aacc7bfdd7""]",hAnO,हानौ (hānau),01.1141,tya\ja~,tyAji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1142"", ""meaning-4c7ec4868083""]",saNge,सङ्गे (saṅge),01.1142,za\nja~,saYji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1143"", ""meaning-a333fe0efa85""]",prekzaRe,प्रेक्षणे (prekṣaṇe),01.1143,df\Si~r,darSi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1144"", ""meaning-aa52968b52ab""]",daSane,दशने (daśane),01.1144,da\nSa~,daMSi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1145"", ""meaning-84532f9a4e11""]",vileKane,विलेखने (vilekhane),01.1145,kf\za~,karzi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1146"", ""meaning-4f0efaf169f4""]",BasmIkaraRe,भस्मीकरणे (bhasmīkaraṇe),01.1146,da\ha~,dAhi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1147"", ""meaning-5b3b4eb5a8ec""]",secane,सेचने (secane),01.1147,mi\ha~,mehi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-13cc004a9765""]",rogApanayane,रोगापनयने (rogāpanayane),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-23678fd6fe10""]",vyADipratIkAre,व्याधिप्रतीकारे (vyādhipratīkāre),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-2bc418d8f2c8""]",apanayane,अपनयने (apanayane),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-4c7246e8c3c8""]",nASane,नाशने (nāśane),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-693173100d63""]",nivAse,निवासे (nivāse),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-cce3c6618df9""]",nigrahe,निग्रहे (nigrahe),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1148"", ""meaning-f80bddf33be6""]",saMSaye,संशये (saṃśaye),01.1148,kita~,cikitsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1149"", ""meaning-016eccac7f8b""]",Arjave,आर्जवे (ārjave),01.1149,dAna~^,dIdAMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1149"", ""meaning-77ef3f7f93a8""]",KaRqane,खण्डने (khaṇḍane),01.1149,dAna~^,dIdAMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1150"", ""meaning-d40ffcd5426e""]",tejane,तेजने (tejane),01.1150,SAna~^,SISAMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1151"", ""meaning-d2008aed7427""]",pAke,पाके (pāke),01.1151,qupa\ca~^z,pAci,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1152"", ""meaning-0cddf6b2fb7d""]",samavAye,समवाये (samavāye),01.1152,zaca~^,sAci,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1153"", ""meaning-7177c203d135""]",sevAyAm,सेवायाम् (sevāyām),01.1153,Ba\ja~^,BAji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1154"", ""meaning-1be81713f502""]",rAge,रागे (rāge),01.1154;04.0063,ra\nja~^,rAji;raYji,pending,not_admitted,2
causative,Ric,cause the base action or state,3.1.26,"[""01.1155"", ""meaning-75bd3f0c9b3d""]",AkroSe,आक्रोशे (ākrośe),01.1155;04.0064,Sa\pa~^,SApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1156"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.1156,tvi\za~^,tvezi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1157"", ""meaning-366b4a37ad7d""]",saNgatikaraRe,सङ्गतिकरणे (saṅgatikaraṇe),01.1157,ya\ja~^,yAji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1157"", ""meaning-a71280a34aa6""]",dAne,दाने (dāne),01.1157,ya\ja~^,yAji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1157"", ""meaning-c9d7b24e3b98""]",devapUjAyAm,देवपूजायाम् (devapūjāyām),01.1157,ya\ja~^,yAji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1158"", ""meaning-832bebde0715""]",bIjasantAne,बीजसन्ताने (bījasantāne),01.1158,quva\pa~^,vApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1158"", ""meaning-aa0006a8006c""]",garBADAne,गर्भाधाने (garbhādhāne),01.1158,quva\pa~^,vApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1158"", ""meaning-c070dfa2517d""]",Cedane,छेदने (chedane),01.1158,quva\pa~^,vApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1159"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),01.1159,va\ha~^,vAhi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1160"", ""meaning-693173100d63""]",nivAse,निवासे (nivāse),01.1160,va\sa~,vAsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1161"", ""meaning-4d33cc68d587""]",tantusantAne,तन्तुसन्ताने (tantusantāne),01.1161,ve\Y,vApi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1162"", ""meaning-f3eb70b0f3cb""]",saMvaraRe,संवरणे (saṃvaraṇe),01.1162,vye\Y,vyAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1163"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.1163,hve\Y,hvAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1163"", ""meaning-5caca03558f6""]",sparDAyAM,स्पर्धायां (spardhāyāṃ),01.1163,hve\Y,hvAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1164"", ""meaning-24b37b2743da""]",vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),01.1164,vada~,vAdi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1165"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.1165,wuo~Svi,SvAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1165"", ""meaning-7e172f9d8575""]",vfdDO,वृद्धौ (vṛddhau),01.1165,wuo~Svi,SvAyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1166"", ""meaning-e2643841bb96""]",jugupsAyAM,जुगुप्सायां (jugupsāyāṃ),01.1166,fti,ftIyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""01.1166"", ""meaning-fbfb5717600b""]",kfpAyAM,कृपायां (kṛpāyāṃ),01.1166,fti,ftIyi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0001"", ""meaning-943364736a74""]",BakzaRe,भक्षणे (bhakṣaṇe),02.0001,a\da~,Adi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0002"", ""meaning-3bf7963ee53c""]",hiMsAyAm,हिंसायाम् (hiṃsāyām),02.0002,ha\na~,GAti,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0002"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),02.0002,ha\na~,GAti,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0003"", ""meaning-4a2afc461007""]",aprItO,अप्रीतौ (aprītau),02.0003,dvi\za~^,dvezi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0004"", ""meaning-822f0c93decd""]",prapUraRe,प्रपूरणे (prapūraṇe),02.0004,du\ha~^,dohi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0005"", ""meaning-0dc9fe7d02a2""]",upacaye,उपचये (upacaye),02.0005,di\ha~^,dehi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0006"", ""meaning-c1e1d650336a""]",AsvAdane,आस्वादने (āsvādane),02.0006,li\ha~^,lehi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0007"", ""meaning-24b37b2743da""]",vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),02.0007,ca\kzi~\N,cakzi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0008"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),02.0008,Ira~\,Iri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0008"", ""meaning-60fd95557908""]",kampane,कम्पने (kampane),02.0008,Ira~\,Iri,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0009"", ""meaning-388ca6564d81""]",stutO,स्तुतौ (stutau),02.0009,Iqa~\,Iqi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0010"", ""meaning-ade77b0908ab""]",ESvarye,ऐश्वर्ये (aiśvarye),02.0010,ISa~\,ISi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0011"", ""meaning-9f24bbad5468""]",upaveSane,उपवेशने (upaveśane),02.0011,Asa~\,Asi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0012"", ""meaning-4d0ef93cc7a1""]",icCAyAm,इच्छायाम् (icchāyām),02.0012,SAsu~\,ASAsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0013"", ""meaning-abda6f362365""]",AcCAdane,आच्छादने (ācchādane),02.0013,vasa~\,vAsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0014"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),02.0014,kasi~\,kaMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0014"", ""meaning-ab43f9896adb""]",SAsane,शासने (śāsane),02.0014,kasi~\,kaMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0015"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),02.0015,kasa~\,kAsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0015"", ""meaning-ab43f9896adb""]",SAsane,शासने (śāsane),02.0015,kasa~\,kAsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0016"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),02.0016,kaSa~\,kASi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0016"", ""meaning-ab43f9896adb""]",SAsane,शासने (śāsane),02.0016,kaSa~\,kASi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0017"", ""meaning-a1556fe270a4""]",cumbane,चुम्बने (cumbane),02.0017,Risi~\,niMsi,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0018"", ""meaning-182e7822b614""]",SudDO,शुद्धौ (śuddhau),02.0018,Riji~\,niYji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0019"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),02.0019,Siji~\,SiYji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0020"", ""meaning-16660739c5e3""]",samparcane,सम्पर्चने (samparcane),02.0020,piji~\,piYji,pending,not_admitted,1
causative,Ric,cause the base action or state,3.1.26,"[""02.0020"", ""meaning-6d398acb4c17""]",avayave,अवयवे (avayave),02.0020,piji~\,piYji,pending,not_admitted,1
