source_code,meaning_id,provisional_word_id,gana,citation_slp1,meaning_slp1,meaning_display,status,source_gloss_slp1,source_line,source_url,meaning_evidence,cross_reference_evidence,entry_completeness,count_key,identity_batch_review_id,normalized_citation_slp1,normalized_meaning_slp1,normalized_count_key,record_kind,reconciliation_id
01.0146,meaning-5fa3d59b62c4,01.0146,1,laKa~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,147,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0146"", ""meaning-5fa3d59b62c4""]",,laKa~,gatO,"[""01.0146"", ""meaning-5fa3d59b62c4""]",lexical,
01.0147,meaning-5fa3d59b62c4,01.0147,1,laKi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,148,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0147"", ""meaning-5fa3d59b62c4""]",,laKi~,gatO,"[""01.0147"", ""meaning-5fa3d59b62c4""]",lexical,
01.0148,meaning-5fa3d59b62c4,01.0148,1,iKa~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,149,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0148"", ""meaning-5fa3d59b62c4""]",,iKa~,gatO,"[""01.0148"", ""meaning-5fa3d59b62c4""]",lexical,
01.0149,meaning-5fa3d59b62c4,01.0149,1,iKi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,150,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0149"", ""meaning-5fa3d59b62c4""]",,iKi~,gatO,"[""01.0149"", ""meaning-5fa3d59b62c4""]",lexical,
01.0150,meaning-11351dfd3146,01.0150,1,jaBa~,gAtravinAme,गात्रविनामे (gātravināme),source_assignment_pending_lexical_review,gAtravinAme,151,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0150"", ""meaning-11351dfd3146""]",,jaBa~,gAtravinAme,"[""01.0150"", ""meaning-11351dfd3146""]",lexical,
01.0151,meaning-5fa3d59b62c4,01.0151,1,IKi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,152,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0151"", ""meaning-5fa3d59b62c4""]",,IKi~,gatO,"[""01.0151"", ""meaning-5fa3d59b62c4""]",lexical,
01.0152,meaning-5fa3d59b62c4,01.0152,1,valga~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,153,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0152"", ""meaning-5fa3d59b62c4""]",,valga~,gatO,"[""01.0152"", ""meaning-5fa3d59b62c4""]",lexical,
01.0153,meaning-5fa3d59b62c4,01.0153,1,ragi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,154,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0153"", ""meaning-5fa3d59b62c4""]",,ragi~,gatO,"[""01.0153"", ""meaning-5fa3d59b62c4""]",lexical,
01.0154,meaning-5fa3d59b62c4,01.0154,1,lagi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,155,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0154"", ""meaning-5fa3d59b62c4""]",,lagi~,gatO,"[""01.0154"", ""meaning-5fa3d59b62c4""]",lexical,
01.0155,meaning-5fa3d59b62c4,01.0155,1,agi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,156,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0155"", ""meaning-5fa3d59b62c4""]",,agi~,gatO,"[""01.0155"", ""meaning-5fa3d59b62c4""]",lexical,
01.0156,meaning-5fa3d59b62c4,01.0156,1,vagi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,157,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0156"", ""meaning-5fa3d59b62c4""]",,vagi~,gatO,"[""01.0156"", ""meaning-5fa3d59b62c4""]",lexical,
01.0157,meaning-5fa3d59b62c4,01.0157,1,magi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,158,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0157"", ""meaning-5fa3d59b62c4""]",,magi~,gatO,"[""01.0157"", ""meaning-5fa3d59b62c4""]",lexical,
01.0158,meaning-5fa3d59b62c4,01.0158,1,tagi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,159,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0158"", ""meaning-5fa3d59b62c4""]",,tagi~,gatO,"[""01.0158"", ""meaning-5fa3d59b62c4""]",lexical,
01.0159,meaning-5fa3d59b62c4,01.0159,1,tvagi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,160,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0159"", ""meaning-5fa3d59b62c4""]",,tvagi~,gatO,"[""01.0159"", ""meaning-5fa3d59b62c4""]",lexical,
01.0160,meaning-ded5b8f0e366,01.0160,1,Svelf~,calane,चलने (calane),source_assignment_pending_lexical_review,calane,161,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0160"", ""meaning-ded5b8f0e366""]",,Svelf~,calane,"[""01.0160"", ""meaning-ded5b8f0e366""]",lexical,
01.0161,meaning-5fa3d59b62c4,01.0161,1,Sragi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,162,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0161"", ""meaning-5fa3d59b62c4""]",,Sragi~,gatO,"[""01.0161"", ""meaning-5fa3d59b62c4""]",lexical,
01.0162,meaning-5fa3d59b62c4,01.0162,1,Slagi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,163,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0162"", ""meaning-5fa3d59b62c4""]",,Slagi~,gatO,"[""01.0162"", ""meaning-5fa3d59b62c4""]",lexical,
01.0163,meaning-5fa3d59b62c4,01.0163,1,igi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,164,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0163"", ""meaning-5fa3d59b62c4""]",,igi~,gatO,"[""01.0163"", ""meaning-5fa3d59b62c4""]",lexical,
01.0164,meaning-5fa3d59b62c4,01.0164,1,rigi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,165,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0164"", ""meaning-5fa3d59b62c4""]",,rigi~,gatO,"[""01.0164"", ""meaning-5fa3d59b62c4""]",lexical,
01.0165,meaning-5fa3d59b62c4,01.0165,1,ligi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,166,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0165"", ""meaning-5fa3d59b62c4""]",IR121,ligi~,gatO,"[""01.0165"", ""meaning-5fa3d59b62c4""]",lexical,
01.0166,meaning-dd4a01bcb5d7,01.0166,1,KarKa~,hasane,हसने (hasane),source_assignment_pending_lexical_review,hasane,167,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0166"", ""meaning-dd4a01bcb5d7""]",,KarKa~,hasane,"[""01.0166"", ""meaning-dd4a01bcb5d7""]",lexical,
01.0167,meaning-dd4a01bcb5d7,01.0167,1,kakKa,hasane,हसने (hasane),source_assignment_pending_lexical_review,hasane,168,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0167"", ""meaning-dd4a01bcb5d7""]",,kakKa,hasane,"[""01.0167"", ""meaning-dd4a01bcb5d7""]",lexical,
01.0168,meaning-5fa3d59b62c4,01.0168,1,riKa~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,169,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0168"", ""meaning-5fa3d59b62c4""]",,riKa~,gatO,"[""01.0168"", ""meaning-5fa3d59b62c4""]",lexical,
01.0169,meaning-5fa3d59b62c4,01.0169,1,Garba~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,170,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0169"", ""meaning-5fa3d59b62c4""]",,Garba~,gatO,"[""01.0169"", ""meaning-5fa3d59b62c4""]",lexical,
01.0170,meaning-5fa3d59b62c4,01.0170,1,narba~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,171,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0170"", ""meaning-5fa3d59b62c4""]",,narba~,gatO,"[""01.0170"", ""meaning-5fa3d59b62c4""]",lexical,
01.0171,meaning-5fa3d59b62c4,01.0171,1,Barba~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,172,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0171"", ""meaning-5fa3d59b62c4""]",,Barba~,gatO,"[""01.0171"", ""meaning-5fa3d59b62c4""]",lexical,
01.0172,meaning-5fa3d59b62c4,01.0172,1,traKa~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,173,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0172"", ""meaning-5fa3d59b62c4""]",,traKa~,gatO,"[""01.0172"", ""meaning-5fa3d59b62c4""]",lexical,
01.0173,meaning-5fa3d59b62c4,01.0173,1,triKi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,174,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0173"", ""meaning-5fa3d59b62c4""]",,triKi~,gatO,"[""01.0173"", ""meaning-5fa3d59b62c4""]",lexical,
01.0174,meaning-5fa3d59b62c4,01.0174,1,SiKi~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,175,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0174"", ""meaning-5fa3d59b62c4""]",,SiKi~,gatO,"[""01.0174"", ""meaning-5fa3d59b62c4""]",lexical,
01.0175,meaning-4e72b9b55d57,01.0175,1,yugi~,varjane,वर्जने (varjane),source_assignment_pending_lexical_review,varjane,176,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0175"", ""meaning-4e72b9b55d57""]",,yugi~,varjane,"[""01.0175"", ""meaning-4e72b9b55d57""]",lexical,
01.0176,meaning-4e72b9b55d57,01.0176,1,jugi~,varjane,वर्जने (varjane),source_assignment_pending_lexical_review,varjane,177,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0176"", ""meaning-4e72b9b55d57""]",,jugi~,varjane,"[""01.0176"", ""meaning-4e72b9b55d57""]",lexical,
01.0177,meaning-4e72b9b55d57,01.0177,1,bugi~,varjane,वर्जने (varjane),source_assignment_pending_lexical_review,varjane,178,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0177"", ""meaning-4e72b9b55d57""]",,bugi~,varjane,"[""01.0177"", ""meaning-4e72b9b55d57""]",lexical,
01.0178,meaning-4e72b9b55d57,01.0178,1,vugi~,varjane,वर्जने (varjane),source_assignment_pending_lexical_review,varjane,179,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0178"", ""meaning-4e72b9b55d57""]",,vugi~,varjane,"[""01.0178"", ""meaning-4e72b9b55d57""]",lexical,
01.0179,meaning-dd4a01bcb5d7,01.0179,1,GaGa~,hasane,हसने (hasane),source_assignment_pending_lexical_review,hasane,180,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0179"", ""meaning-dd4a01bcb5d7""]",,GaGa~,hasane,"[""01.0179"", ""meaning-dd4a01bcb5d7""]",lexical,
01.0180,meaning-dd4a01bcb5d7,01.0180,1,GagGa~,hasane,हसने (hasane),source_assignment_pending_lexical_review,hasane,181,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0180"", ""meaning-dd4a01bcb5d7""]",,GagGa~,hasane,"[""01.0180"", ""meaning-dd4a01bcb5d7""]",lexical,
01.0181,meaning-5fa3d59b62c4,01.0181,1,varba~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,182,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0181"", ""meaning-5fa3d59b62c4""]",,varba~,gatO,"[""01.0181"", ""meaning-5fa3d59b62c4""]",lexical,
01.0182,meaning-5fa3d59b62c4,01.0182,1,baBra~,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,183,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0182"", ""meaning-5fa3d59b62c4""]",,baBra~,gatO,"[""01.0182"", ""meaning-5fa3d59b62c4""]",lexical,
01.0183,meaning-4177c2fd2487,01.0183,1,maGi~,maRqane,मण्डने (maṇḍane),source_assignment_pending_lexical_review,maRqane,184,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0183"", ""meaning-4177c2fd2487""]",,maGi~,maRqane,"[""01.0183"", ""meaning-4177c2fd2487""]",lexical,
01.0184,meaning-22d879bc9378,01.0184,1,SiGi~,AGrARe,आघ्राणे (āghrāṇe),source_assignment_pending_lexical_review,AGrARe,185,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0184"", ""meaning-22d879bc9378""]",,SiGi~,AGrARe,"[""01.0184"", ""meaning-22d879bc9378""]",lexical,
01.0185,meaning-2dcb1894fd9b,01.0185,1,maja~,Sabde,शब्दे (śabde),source_assignment_pending_lexical_review,Sabde,186,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0185"", ""meaning-2dcb1894fd9b""]",,maja~,Sabde,"[""01.0185"", ""meaning-2dcb1894fd9b""]",lexical,
01.0186,meaning-7345560b9c17,01.0186,1,varca~\,dIptO,दीप्तौ (dīptau),source_assignment_pending_lexical_review,dIptO,187,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0186"", ""meaning-7345560b9c17""]",,varca~\,dIptO,"[""01.0186"", ""meaning-7345560b9c17""]",lexical,
01.0187,meaning-5b3b4eb5a8ec,01.0187,1,zaca~\,secane,सेचने (secane),source_assignment_pending_lexical_review,secane sevane ca,188,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0187"", ""meaning-5b3b4eb5a8ec""]",,zaca~\,secane,"[""01.0187"", ""meaning-5b3b4eb5a8ec""]",lexical,
01.0187,meaning-b802243c84a6,01.0187,1,zaca~\,sevane,सेवने (sevane),source_assignment_pending_lexical_review,secane sevane ca,188,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0187"", ""meaning-b802243c84a6""]",,zaca~\,sevane,"[""01.0187"", ""meaning-b802243c84a6""]",lexical,
01.0188,meaning-5042ee4bdbe7,01.0188,1,locf~\,darSane,दर्शने (darśane),source_assignment_pending_lexical_review,darSane,189,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0188"", ""meaning-5042ee4bdbe7""]",,locf~\,darSane,"[""01.0188"", ""meaning-5042ee4bdbe7""]",lexical,
01.0189,meaning-24b37b2743da,01.0189,1,Saca~\,vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),source_assignment_pending_lexical_review,vyaktAyAM vAci,190,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0189"", ""meaning-24b37b2743da""]",,Saca~\,vyaktAyAM vAci,"[""01.0189"", ""meaning-24b37b2743da""]",lexical,
01.0190,meaning-5fa3d59b62c4,01.0190,1,Svaca~\,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,191,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0190"", ""meaning-5fa3d59b62c4""]",,Svaca~\,gatO,"[""01.0190"", ""meaning-5fa3d59b62c4""]",lexical,
01.0191,meaning-5fa3d59b62c4,01.0191,1,Svaci~\,gatO,गतौ (gatau),source_assignment_pending_lexical_review,gatO,192,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0191"", ""meaning-5fa3d59b62c4""]",,Svaci~\,gatO,"[""01.0191"", ""meaning-5fa3d59b62c4""]",lexical,
01.0192,meaning-8c20facfc0ac,01.0192,1,kaca~\,banDane,बन्धने (bandhane),source_assignment_pending_lexical_review,banDane,193,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0192"", ""meaning-8c20facfc0ac""]",,kaca~\,banDane,"[""01.0192"", ""meaning-8c20facfc0ac""]",lexical,
01.0193,meaning-7345560b9c17,01.0193,1,kaci~\,dIptO,दीप्तौ (dīptau),source_assignment_pending_lexical_review,dIptibanDanayoH,194,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0193"", ""meaning-7345560b9c17""]",,kaci~\,dIptO,"[""01.0193"", ""meaning-7345560b9c17""]",lexical,
01.0193,meaning-8c20facfc0ac,01.0193,1,kaci~\,banDane,बन्धने (bandhane),source_assignment_pending_lexical_review,dIptibanDanayoH,194,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0193"", ""meaning-8c20facfc0ac""]",,kaci~\,banDane,"[""01.0193"", ""meaning-8c20facfc0ac""]",lexical,
01.0194,meaning-7345560b9c17,01.0194,1,kAci~\,dIptO,दीप्तौ (dīptau),source_assignment_pending_lexical_review,dIptibanDanayoH,195,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0194"", ""meaning-7345560b9c17""]",,kAci~\,dIptO,"[""01.0194"", ""meaning-7345560b9c17""]",lexical,
01.0194,meaning-8c20facfc0ac,01.0194,1,kAci~\,banDane,बन्धने (bandhane),source_assignment_pending_lexical_review,dIptibanDanayoH,195,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0194"", ""meaning-8c20facfc0ac""]",,kAci~\,banDane,"[""01.0194"", ""meaning-8c20facfc0ac""]",lexical,
01.0195,meaning-26c0d381d5ab,01.0195,1,maca~\,kalkane,कल्कने (kalkane),source_assignment_pending_lexical_review,kalkane kaTane ca,196,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0195"", ""meaning-26c0d381d5ab""]",,maca~\,kalkane,"[""01.0195"", ""meaning-26c0d381d5ab""]",lexical,
01.0195,meaning-73fcd18edfcb,01.0195,1,maca~\,kaTane,कथने (kathane),source_assignment_pending_lexical_review,kalkane kaTane ca,196,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0195"", ""meaning-73fcd18edfcb""]",,maca~\,kaTane,"[""01.0195"", ""meaning-73fcd18edfcb""]",lexical,
01.0196,meaning-26c0d381d5ab,01.0196,1,muci~\,kalkane,कल्कने (kalkane),source_assignment_pending_lexical_review,kalkane kaTane ca,197,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0196"", ""meaning-26c0d381d5ab""]",,muci~\,kalkane,"[""01.0196"", ""meaning-26c0d381d5ab""]",lexical,
01.0196,meaning-73fcd18edfcb,01.0196,1,muci~\,kaTane,कथने (kathane),source_assignment_pending_lexical_review,kalkane kaTane ca,197,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0196"", ""meaning-73fcd18edfcb""]",,muci~\,kaTane,"[""01.0196"", ""meaning-73fcd18edfcb""]",lexical,
01.0197,meaning-bb23f8c5982d,01.0197,1,maci~\,DAraRe,धारणे (dhāraṇe),source_assignment_pending_lexical_review,DAraRocCrAyapUjanezu,198,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0197"", ""meaning-bb23f8c5982d""]",,maci~\,DAraRe,"[""01.0197"", ""meaning-bb23f8c5982d""]",lexical,
01.0197,meaning-8c26adc72aed,01.0197,1,maci~\,ucCrAye,उच्छ्राये (ucchrāye),source_assignment_pending_lexical_review,DAraRocCrAyapUjanezu,198,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0197"", ""meaning-8c26adc72aed""]",,maci~\,ucCrAye,"[""01.0197"", ""meaning-8c26adc72aed""]",lexical,
01.0197,meaning-ce196a1fe316,01.0197,1,maci~\,pUjane,पूजने (pūjane),source_assignment_pending_lexical_review,DAraRocCrAyapUjanezu,198,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,enumerated_glosses,"[""01.0197"", ""meaning-ce196a1fe316""]",,maci~\,pUjane,"[""01.0197"", ""meaning-ce196a1fe316""]",lexical,
01.0198,meaning-3daaa6f5e965,01.0198,1,paci~\,vyaktIkaraRe,व्यक्तीकरणे (vyaktīkaraṇe),source_assignment_pending_lexical_review,vyaktIkaraRe,199,https://raw.githubusercontent.com/ambuda-org/vidyut/f3ba4167d40eebc4b3023d24e66867aa6a8cdb32/vidyut-prakriya/data/dhatupatha.tsv,,,single_gloss,"[""01.0198"", ""meaning-3daaa6f5e965""]",,paci~\,vyaktIkaraRe,"[""01.0198"", ""meaning-3daaa6f5e965""]",lexical,
