source_code,normalized_citation_slp1,base_count_key,base_meaning_slp1,base_meaning_display,matched_screen,matched_token,engine_rule_path,output_forms_slp1,semantic_status
01.0638,vaBra~,"[""01.0638"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vAvaBrya,review_required_not_counted
01.0639,maBra~,"[""01.0639"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,mAmaBrya,review_required_not_counted
01.0679,rivi~,"[""01.0679"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,reriRvya,review_required_not_counted
01.0680,ravi~,"[""01.0680"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,rAraRvya,review_required_not_counted
01.0681,Davi~,"[""01.0681"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dADanvya,review_required_not_counted
01.0682,kfvi~,"[""01.0682"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,carIkfRvya,review_required_not_counted
01.0685,DAvu~^,"[""01.0685"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dADAvya,review_required_not_counted
01.0703,jezf~\,"[""01.0703"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jejezya,review_required_not_counted
01.0704,Rezf~\,"[""01.0704"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,nenezya,review_required_not_counted
01.0706,prezf~\,"[""01.0706"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,peprezya,review_required_not_counted
01.0729,pliha~\,"[""01.0729"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,peplihya,review_required_not_counted
01.0731,jehf~\,"[""01.0731"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jejehya,review_required_not_counted
01.0748,trakza~,"[""01.0748"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tAtrakzya,review_required_not_counted
01.0749,zwrakza~,"[""01.0749"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tAstrakzya,review_required_not_counted
01.0750,tfkza~,"[""01.0750"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tarItfkzya,review_required_not_counted
01.0751,zwfkza~,"[""01.0751"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tarIzwfkzya,review_required_not_counted
01.0752,Rakza~,"[""01.0752"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,nAnakzya,review_required_not_counted
01.0759,zalf~,"[""01.0759"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sAsalya,review_required_not_counted
01.0816,pisf~,"[""01.0816"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pepisya,review_required_not_counted
01.0817,pesf~,"[""01.0817"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pepesya,review_required_not_counted
01.0818,visf~,"[""01.0818"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vevisya,review_required_not_counted
01.0819,vesf~,"[""01.0819"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vevesya,review_required_not_counted
01.0820,piSf~,"[""01.0820"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pepiSya,review_required_not_counted
01.0821,peSf~,"[""01.0821"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pepeSya,review_required_not_counted
01.0824,miSa~,"[""01.0824"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,memiSya,review_required_not_counted
01.0825,maSa~,"[""01.0825"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,mAmaSya,review_required_not_counted
01.0826,Sava~,"[""01.0826"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SASavya,review_required_not_counted
01.0827,SaSa~,"[""01.0827"", ""meaning-6374c7c6adbe""]",plutagatO,प्लुतगतौ (plutagatau),gati,gatO,3.1.22,SASaSya,review_required_not_counted
01.0833,rahi~,"[""01.0833"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,rAraMhya,review_required_not_counted
01.0854,kzuBa~\,"[""01.0854"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,cokzuBya,review_required_not_counted
01.0858,Dvansu~\,"[""01.0858"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,danIDvasya,review_required_not_counted
01.0868,vyaTa~\,"[""01.0868"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,vAvyaTya,review_required_not_counted
01.0869,praTa~\,"[""01.0869"", ""meaning-bcc0f228a822""]",praKyAne,प्रख्याने (prakhyāne),going,yAn,3.1.22,pApraTya,review_required_not_counted
01.0873,kzaji~\,"[""01.0873"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cAkzaYjya,review_required_not_counted
01.0874,dakza~\,"[""01.0874"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dAdakzya,review_required_not_counted
01.0875,kfpa~\,"[""01.0875"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,calIkxpya,review_required_not_counted
01.0876,krapa~\,"[""01.0876"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cAkrapya,review_required_not_counted
01.0890,Rawa~,"[""01.0890"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,nAnawya,review_required_not_counted
01.0903,kaRa~,"[""01.0903"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,caMkaRya;caNkaRya,review_required_not_counted
01.0904,raRa~,"[""01.0904"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,raMraRya,review_required_not_counted
01.0905,caRa~,"[""01.0905"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,caMcaRya;caYcaRya,review_required_not_counted
01.0906,SaRa~,"[""01.0906"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SaMSaRya,review_required_not_counted
01.0907,SraRa~,"[""01.0907"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SaMSraRya,review_required_not_counted
01.0917,hvala~,"[""01.0917"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,3.1.22,jAhvalya,review_required_not_counted
01.0918,hmala~,"[""01.0918"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,3.1.22,jAhmalya,review_required_not_counted
01.0919,smf\,"[""01.0919"", ""meaning-ce1a8263ee54""]",ADyAne,आध्याने (ādhyāne),going,yAn,3.1.22,sAsmarya,review_required_not_counted
01.0946,Kuqi~,"[""01.0946"", ""meaning-25445656c9dd""]",gativEkalye,गतिवैकल्ये (gativaikalye),gati,gati,3.1.22,coKuRqya,review_required_not_counted
01.0955,PaRa~,"[""01.0955"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,paMPaRya;pamPaRya,review_required_not_counted
01.0973,pala~,"[""01.0973"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pApalya,review_required_not_counted
01.0976,kula~,"[""01.0976"", ""meaning-3a81766933c4""]",saMstyAne,संस्त्याने (saṃstyāne),going,yAn,3.1.22,cokulya,review_required_not_counted
01.0977,Sala~,"[""01.0977"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SASalya,review_required_not_counted
01.0978,hula~,"[""01.0978"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,johulya,review_required_not_counted
01.0979,patx~,"[""01.0979"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,panIpatya,review_required_not_counted
01.0980,kzala~,"[""01.0980"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,cAkzalya,review_required_not_counted
01.0982,paTe~,"[""01.0982"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pApaTya,review_required_not_counted
01.0985,Bramu~,"[""01.0985"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,3.1.22,baMBramya;bamBramya,review_required_not_counted
01.0986,kzara~,"[""01.0986"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,cAkzarya,review_required_not_counted
01.0994,buDa~,"[""01.0994"", ""meaning-147854e2a06e""]",avagamane,अवगमने (avagamane),gati,gaman,3.1.22,bobuDya,review_required_not_counted
01.0996,kasa~,"[""01.0996"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,canIkasya,review_required_not_counted
01.1018,veRf~^,"[""01.1018"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,veveRya,review_required_not_counted
01.1019,venf~^,"[""01.1019"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vevenya,review_required_not_counted
01.1024,vyaya~^,"[""01.1024"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vAvyayya,review_required_not_counted
01.1027,Brezf~^,"[""01.1027"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,beBrezya,review_required_not_counted
01.1028,Blezf~^,"[""01.1028"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,beBlezya,review_required_not_counted
01.1031,aya~^,"[""01.1031"", ""meaning-3f5211d7ba81""]",gatO,उपरमे (uparame),gati,gatO,3.1.22,yaMyamya,review_required_not_counted
01.1049,RI\Y,"[""01.1049"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,3.1.22,nenIya,review_required_not_counted
01.1077,zWA\,"[""01.1077"", ""meaning-318e04cef73b""]",gatinivfttO,गतिनिवृत्तौ (gatinivṛttau),gati,gati,3.1.22,tezWIya,review_required_not_counted
01.1085,sf\,"[""01.1085"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sesrIya,review_required_not_counted
01.1086,f\,"[""01.1086"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,varttika_3.1.22.1,arArya,review_required_not_counted
01.1086,f\,"[""01.1086"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,varttika_3.1.22.1,arArya,review_required_not_counted
01.1090,sru\,"[""01.1090"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sosrUya,review_required_not_counted
01.1094,du\,"[""01.1094"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dodUya,review_required_not_counted
01.1095,dru\,"[""01.1095"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dodrUya,review_required_not_counted
01.1098,jf\,"[""01.1098"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jejrIya,review_required_not_counted
01.1101,gA\N,"[""01.1101"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jegIya,review_required_not_counted
01.1108,cyu\N,"[""01.1108"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cocyUya,review_required_not_counted
01.1109,jyu\N,"[""01.1109"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jojyUya,review_required_not_counted
01.1110,Cyu\N,"[""01.1110"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cocCyUya,review_required_not_counted
01.1111,pru\N,"[""01.1111"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,poprUya,review_required_not_counted
01.1112,plu\N,"[""01.1112"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,poplUya,review_required_not_counted
01.1113,klu\N,"[""01.1113"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,coklUya,review_required_not_counted
01.1114,ru\N,"[""01.1114"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,rorUya,review_required_not_counted
01.1118,SyE\N,"[""01.1118"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SASyAya,review_required_not_counted
01.1123,qIN,"[""01.1123"", ""meaning-463e8ff3542d""]",vihAyasA gatO,विहायसा गतौ (vihāyasā gatau),gati,gatO,3.1.22,qeqIya,review_required_not_counted
01.1124,tF,"[""01.1124"", ""meaning-b37fa0209ba9""]",plavane,प्लवने (plavane),flying/falling,plavan,3.1.22,tetIrya,review_required_not_counted
01.1130,qula\Ba~\z,"[""01.1130"", ""meaning-8623ae1c435c""]",prAptO,प्राप्तौ (prāptau),reaching,prApt,3.1.22,lAlaBya,review_required_not_counted
01.1134,ska\ndi~r,"[""01.1134"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,canIskadya,review_required_not_counted
01.1137,ga\mx~,"[""01.1137"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jaMgamya;jaNgamya,review_required_not_counted
01.1138,sf\px~,"[""01.1138"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sarIsfpya,review_required_not_counted
01.1157,ya\ja~^,"[""01.1157"", ""meaning-366b4a37ad7d""]",saNgatikaraRe,सङ्गतिकरणे (saṅgatikaraṇe),gati,gati,3.1.22,yAyajya,review_required_not_counted
01.1159,va\ha~^,"[""01.1159"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,3.1.22,vAvahya,review_required_not_counted
01.1165,wuo~Svi,"[""01.1165"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SeSvIya;SoSUya,review_required_not_counted
02.0002,ha\na~,"[""02.0002"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jaMGanya;jaNGanya;jeGnIya,review_required_not_counted
02.0014,kasi~\,"[""02.0014"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cAkaMsya,review_required_not_counted
02.0015,kasa~\,"[""02.0015"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cAkasya,review_required_not_counted
02.0016,kaSa~\,"[""02.0016"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cAkaSya,review_required_not_counted
02.0029,tu\,"[""02.0029"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,totUya,review_required_not_counted
02.0035,dyu\,"[""02.0035"", ""meaning-c8b6c5dece78""]",aBigamane,अभिगमने (abhigamane),gati,gaman,3.1.22,dodyUya,review_required_not_counted
02.0043,vI\,"[""02.0043"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vevIya,review_required_not_counted
02.0044,yA\,"[""02.0044"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,3.1.22,yAyAya,review_required_not_counted
02.0045,vA\,"[""02.0045"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,vAvAya,review_required_not_counted
02.0049,drA\,"[""02.0049"", ""meaning-3a02148e044f""]",kutsite gamane,कुत्सिते गमने (kutsite gamane),gati,gaman,3.1.22,dAdrAya,review_required_not_counted
03.0008,o~hA\N,"[""03.0008"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jAhAya,review_required_not_counted
03.0017,f\,"[""01.1086"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,varttika_3.1.22.1,arArya,review_required_not_counted
03.0018,sf\,"[""01.1085"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sesrIya,review_required_not_counted
04.0001,divu~,"[""04.0001"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dedIvya,review_required_not_counted
04.0003,srivu~,"[""04.0003"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,sesrIvya,review_required_not_counted
04.0030,qIN,"[""01.1123"", ""meaning-463e8ff3542d""]",vihAyasA gatO,विहायसा गतौ (vihāyasā gatau),gati,gatO,3.1.22,qeqIya,review_required_not_counted
04.0047,tUrI~\,"[""04.0047"", ""meaning-75fec4a96202""]",gatitvaraRe,गतित्वरणे (gatitvaraṇe),gati,gati,3.1.22,totUrya,review_required_not_counted
04.0048,DUrI~\,"[""04.0048"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,doDUrya,review_required_not_counted
04.0049,gUrI~\,"[""04.0049"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jogUrya,review_required_not_counted
04.0065,pa\da~\,"[""04.0065"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,panIpadya,review_required_not_counted
04.0068,bu\Da~\,"[""04.0068"", ""meaning-147854e2a06e""]",avagamane,अवगमने (avagamane),gati,gaman,3.1.22,bobuDya,review_required_not_counted
04.0154,kzuBa~,"[""04.0154"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,cokzuBya,review_required_not_counted
05.0012,hi\,"[""05.0012"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jeGIya,review_required_not_counted
05.0022,tika~,"[""05.0022"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tetikya,review_required_not_counted
05.0023,tiga~,"[""05.0023"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,tetigya,review_required_not_counted
06.0009,o~vijI~\,"[""06.0009"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,3.1.22,vevijya,review_required_not_counted
06.0051,juqa~,"[""06.0051"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jojuqya,review_required_not_counted
06.0052,juna~,"[""06.0052"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,jojunya,review_required_not_counted
06.0062,Suna~,"[""06.0062"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SoSunya,review_required_not_counted
06.0063,druRa~,"[""06.0063"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,dodruRya,review_required_not_counted
06.0072,pura~,"[""06.0072"", ""meaning-a2629bdadebe""]",agragamane,अग्रगमने (agragamane),gati,gaman,3.1.22,popUrya,review_required_not_counted
06.0121,sPura~,"[""06.0121"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,posPUrya,review_required_not_counted
06.0122,sPula~,"[""06.0122"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,posPulya,review_required_not_counted
06.0123,sPara~,"[""06.0123"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,pAsParya,review_required_not_counted
06.0124,sPala~,"[""06.0124"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,pAsPalya,review_required_not_counted
06.0135,Dru\,"[""06.0135"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,doDrUya,review_required_not_counted
06.0140,ri\,"[""06.0140"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,rerIya,review_required_not_counted
06.0141,pi\,"[""06.0141"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pepIya,review_required_not_counted
06.0143,kzi\,"[""06.0143"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,cekzIya,review_required_not_counted
06.0157,li\Sa~,"[""06.0157"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,leliSya,review_required_not_counted
06.0174,Pula~,"[""06.0174"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,poPulya,review_required_not_counted
07.0023,o~vijI~,"[""07.0023"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,3.1.22,vevijya,review_required_not_counted
09.0001,qukrI\Y,"[""09.0001"", ""meaning-4344a7ca6314""]",dravyavinimaye,द्रव्यविनिमये (dravyavinimaye),flowing,drav,3.1.22,cekrIya,review_required_not_counted
09.0035,rI\,"[""09.0035"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,rerIya,review_required_not_counted
09.0039,plI\,"[""09.0039"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,peplIya,review_required_not_counted
09.0055,kzuBa~,"[""04.0154"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,3.1.22,cokzuBya,review_required_not_counted
10.0043,SvaWi~,"[""10.0043"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,SASvaRWya,review_required_not_counted
10.0060,paTi~,"[""10.0060"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,pApanTya,review_required_not_counted
10.0111,capi~,"[""10.0111"", ""meaning-bebe0cdf773e""]",gatyAm,गत्याम् (gatyām),gati,gaty,3.1.22,cAcampya,review_required_not_counted
10.0171,Capi~,"[""10.0171"", ""meaning-bebe0cdf773e""]",gatyAm,गत्याम् (gatyām),gati,gaty,3.1.22,cAcCampya,review_required_not_counted
10.0343,lI,"[""10.0343"", ""meaning-cfcfa2ee31b2""]",dravIkaraRe,द्रवीकरणे (dravīkaraṇe),flowing,drav,3.1.22,lelIya,review_required_not_counted
10.0361,mI\,"[""10.0361"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,3.1.22,memIya,review_required_not_counted
10.0382,BU,"[""10.0382"", ""meaning-8623ae1c435c""]",prAptO,प्राप्तौ (prāptau),reaching,prApt,3.1.22,boBUya,review_required_not_counted
