base_count_key,source_codes,citations_slp1,meanings_slp1,domain_status,domain_basis,evidence_files,domain_marker_hits
"[""01.0618"", ""meaning-ded5b8f0e366""]",01.0618,kzvelf~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0619"", ""meaning-ded5b8f0e366""]",01.0619,vella~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0620"", ""meaning-ded5b8f0e366""]",01.0620,cella~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0621"", ""meaning-5fa3d59b62c4""]",01.0621,pelf~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0622"", ""meaning-5fa3d59b62c4""]",01.0622,Pelf~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0623"", ""meaning-5fa3d59b62c4""]",01.0623,Self~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0624"", ""meaning-5fa3d59b62c4""]",01.0624,zelf~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0625"", ""meaning-5154b8069dc7""]",01.0625,sKala~,saYcalane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0626"", ""meaning-ded5b8f0e366""]",01.0626,Kala~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0626"", ""meaning-f8ee078e96bc""]",01.0626,Kala~,saYcaye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0627"", ""meaning-12098753fdb8""]",01.0627,gala~,adane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0627"", ""meaning-76503e39c41f""]",01.0627;10.0223,gala~,sravaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0628"", ""meaning-5fa3d59b62c4""]",01.0628,zala~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0629"", ""meaning-5b765df1482e""]",01.0629,dala~,vidAraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0629"", ""meaning-cccf84c0a5f4""]",01.0629,dala~,viSaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0630"", ""meaning-bfbc9bd67140""]",01.0630,Svala~,ASugamane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0631"", ""meaning-bfbc9bd67140""]",01.0631,Svalla~,ASugamane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0632"", ""meaning-7d7bc1a9fd82""]",01.0632,Kolf~,gatipratiGAte,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0633"", ""meaning-7d7bc1a9fd82""]",01.0633,Korf~,gatipratiGAte,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0634"", ""meaning-9cc4562b5d8f""]",01.0634,Dorf~,gaticAturye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0635"", ""meaning-c132c2d03f5e""]",01.0635,tsara~,CadmagatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0636"", ""meaning-8186c5537555""]",01.0636,kmara~,hUrCane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0637"", ""meaning-5fa3d59b62c4""]",01.0637,aBra~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0638"", ""meaning-5fa3d59b62c4""]",01.0638,vaBra~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0639"", ""meaning-5fa3d59b62c4""]",01.0639,maBra~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0640"", ""meaning-5fa3d59b62c4""]",01.0640,cara~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0640"", ""meaning-943364736a74""]",01.0640,cara~,BakzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0641"", ""meaning-e229d4ed82f7""]",01.0641;04.0004,zWivu~,nirasane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0642"", ""meaning-fc187e62fc5f""]",01.0642,ji\,jaye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0643"", ""meaning-2a90a73eb7af""]",01.0643,jIva~,prARaDAraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0644"", ""meaning-7414a0ee947b""]",01.0644,pIva~,sTOlye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0645"", ""meaning-7414a0ee947b""]",01.0645,mIva~,sTOlye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0646"", ""meaning-7414a0ee947b""]",01.0646,tIva~,sTOlye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0647"", ""meaning-7414a0ee947b""]",01.0647,RIva~,sTOlye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0648"", ""meaning-e229d4ed82f7""]",01.0648,kzivu~,nirasane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0649"", ""meaning-e229d4ed82f7""]",01.0649,kzevu~,nirasane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0650"", ""meaning-3bf7963ee53c""]",01.0650,urvI~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0651"", ""meaning-3bf7963ee53c""]",01.0651,turvI~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0652"", ""meaning-3bf7963ee53c""]",01.0652,TurvI~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0653"", ""meaning-3bf7963ee53c""]",01.0653,durvI~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0654"", ""meaning-3bf7963ee53c""]",01.0654,DurvI~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0655"", ""meaning-f75c00d8c12d""]",01.0655,gurvI~,udyamane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0656"", ""meaning-8c20facfc0ac""]",01.0656,murvI~,banDane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0657"", ""meaning-d763b2fae9b6""]",01.0657,purva~,pUraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0658"", ""meaning-d763b2fae9b6""]",01.0658,parva~,pUraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0659"", ""meaning-d763b2fae9b6""]",01.0659,marva~,pUraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0660"", ""meaning-12098753fdb8""]",01.0660,carva~,adane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0661"", ""meaning-3bf7963ee53c""]",01.0661,Barva~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0662"", ""meaning-8c6231d20ac4""]",01.0662,parza~\,snehane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0663"", ""meaning-7e172f9d8575""]",01.0663,bahi~\,vfdDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0664"", ""meaning-8ab8d03ca9da""]",01.0664,karva~,darpe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0665"", ""meaning-8ab8d03ca9da""]",01.0665,Karva~,darpe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0666"", ""meaning-8ab8d03ca9da""]",01.0666,garva~,darpe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0667"", ""meaning-3bf7963ee53c""]",01.0667,arva~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0668"", ""meaning-3bf7963ee53c""]",01.0668,Sarva~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0669"", ""meaning-3bf7963ee53c""]",01.0669,zarva~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0670"", ""meaning-0563d826057f""]",01.0670,ivi~,vyAptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0671"", ""meaning-5b3b4eb5a8ec""]",01.0671,pivi~,secane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0671"", ""meaning-b802243c84a6""]",01.0671,pivi~,sevane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0672"", ""meaning-5b3b4eb5a8ec""]",01.0672,mivi~,secane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0672"", ""meaning-b802243c84a6""]",01.0672,mivi~,sevane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0672"", ""meaning-f4b48c437c3d""]",01.0672,mivi~,saMsrane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0673"", ""meaning-5b3b4eb5a8ec""]",01.0673,Rivi~,secane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0673"", ""meaning-b802243c84a6""]",01.0673,Rivi~,sevane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0673"", ""meaning-f4b48c437c3d""]",01.0673,Rivi~,saMsrane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0674"", ""meaning-5b3b4eb5a8ec""]",01.0674,zivi~,secane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0674"", ""meaning-b802243c84a6""]",01.0674,zivi~,sevane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0675"", ""meaning-6aee88eda8c6""]",01.0675,hivi~,prIRane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0676"", ""meaning-6aee88eda8c6""]",01.0676,divi~,prIRane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0677"", ""meaning-6aee88eda8c6""]",01.0677,Divi~,prIRane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0678"", ""meaning-6aee88eda8c6""]",01.0678,jivi~,prIRane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0679"", ""meaning-5fa3d59b62c4""]",01.0679,rivi~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0680"", ""meaning-5fa3d59b62c4""]",01.0680,ravi~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0681"", ""meaning-5fa3d59b62c4""]",01.0681,Davi~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0682"", ""meaning-3bf7963ee53c""]",01.0682,kfvi~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0682"", ""meaning-5e1c949b6124""]",01.0682,kfvi~,karaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0682"", ""meaning-5fa3d59b62c4""]",01.0682,kfvi~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0683"", ""meaning-8c20facfc0ac""]",01.0683,mava~,banDane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-0ce6231987c9""]",01.0684,ava~,rakzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-30407da3762d""]",01.0684,ava~,kriyAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-3083989e9275""]",01.0684,ava~,AliNgane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-3a332ba259da""]",01.0684,ava~,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-3bf7963ee53c""]",01.0684,ava~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-3eaa28a5ea5f""]",01.0684,ava~,praveSe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-4d0ef93cc7a1""]",01.0684,ava~,icCAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-5fa3d59b62c4""]",01.0684,ava~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-6831ef31cc3b""]",01.0684,ava~,SravaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-7345560b9c17""]",01.0684,ava~,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-7a3fbf4cf662""]",01.0684,ava~,avAptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-7ba414f5e3c0""]",01.0684,ava~,kAntO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-7e172f9d8575""]",01.0684,ava~,vfdDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-8b2f1bcf6032""]",01.0684,ava~,avagame,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-8fbcbfeedd5e""]",01.0684,ava~,prItO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-a4e107d0ddc7""]",01.0684,ava~,svAmyarTe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-a71280a34aa6""]",01.0684,ava~,dAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-e3377ee0c7a0""]",01.0684,ava~,BAge,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0684"", ""meaning-f8fe29ea6417""]",01.0684,ava~,tfptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0685"", ""meaning-182e7822b614""]",01.0685,DAvu~^,SudDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0685"", ""meaning-5fa3d59b62c4""]",01.0685,DAvu~^,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0686"", ""meaning-423c54f111b8""]",01.0686,Dukza~\,sandIpane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0686"", ""meaning-9040a5e1f6a3""]",01.0686,Dukza~\,kleSane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0686"", ""meaning-ce0dab17d517""]",01.0686,Dukza~\,jIvane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0687"", ""meaning-423c54f111b8""]",01.0687,Dikza~\,sandIpane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0687"", ""meaning-9040a5e1f6a3""]",01.0687,Dikza~\,kleSane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0687"", ""meaning-ce0dab17d517""]",01.0687,Dikza~\,jIvane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0688"", ""meaning-50ac4cab38a0""]",01.0688,vfkza~\,varaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0689"", ""meaning-3e9ff3aa72e5""]",01.0689,Sikza~\,vidyopAdAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0690"", ""meaning-24996c35f646""]",01.0690,Bikza~\,lABe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0690"", ""meaning-425f8af7f2f7""]",01.0690,Bikza~\,BikzAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0690"", ""meaning-ebc2cb3a5487""]",01.0690,Bikza~\,alABe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0691"", ""meaning-1da6072fbedd""]",01.0691,kleSa~\,avyaktAyAM vAci,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0692"", ""meaning-7e172f9d8575""]",01.0692;01.0874,dakza~\,vfdDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0692"", ""meaning-8b1aff150382""]",01.0692;01.0874,dakza~\,SIGrArTe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0693"", ""meaning-028e694e35cd""]",01.0693,dIkza~\,mORqye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0693"", ""meaning-2f6dd0dc79e1""]",01.0693,dIkza~\,ijyAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0693"", ""meaning-5a58946be1b8""]",01.0693,dIkza~\,vratAdeSe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0693"", ""meaning-7be2a98030cb""]",01.0693,dIkza~\,niyame,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0693"", ""meaning-d792b3450c55""]",01.0693,dIkza~\,upanayane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0694"", ""meaning-5042ee4bdbe7""]",01.0694,Ikza~\,darSane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0695"", ""meaning-3bf7963ee53c""]",01.0695,Iza~\,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0695"", ""meaning-5042ee4bdbe7""]",01.0695,Iza~\,darSane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0695"", ""meaning-5fa3d59b62c4""]",01.0695,Iza~\,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0696"", ""meaning-24b37b2743da""]",01.0696,BAza~\,vyaktAyAM vAci,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0697"", ""meaning-8c6231d20ac4""]",01.0697,varza~\,snehane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0698"", ""meaning-92326218f156""]",01.0698,gezf~\,anvicCAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0699"", ""meaning-92326218f156""]",01.0699,glezf~\,anvicCAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0700"", ""meaning-52a2ffd5acb5""]",01.0700,pezf~\,prayatne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0701"", ""meaning-52a2ffd5acb5""]",01.0701,ezf~\,prayatne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0702"", ""meaning-52a2ffd5acb5""]",01.0702,yezf~\,prayatne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0703"", ""meaning-5fa3d59b62c4""]",01.0703,jezf~\,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0704"", ""meaning-5fa3d59b62c4""]",01.0704,Rezf~\,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0705"", ""meaning-5fa3d59b62c4""]",01.0705,ezf~\,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
