candidate_relation_id,compound_word_meaning_id,compound_type,input_forms_slp1,input_semantic_relation,operation_family,operation_id,source_variant,semantic_context,semantic_branch_id,semantic_relation,rule_refs,derivational_depth,reason
1ecac8b9c08b04aa3ebc,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
67a52f2d39f63bf0fec4,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
f05c1e20a470d8bd7a7c,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
3fb7df8dd9b185796767,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
20157d903b8410e16b99,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
79b26b8646c9202f8fc0,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
d20cc252568c7fd1aa2c,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
b1de2ba9652749562e92,5e2bf300c2419b35,avyayibhava,dvipari,indeclinable relation of dvi to pari,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
557b386fb3990e5bd567,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
c029489c6f9b112bd923,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
1b6be2c9c70033adfc9d,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
d93d2d982e273c10b864,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
3f4dbcf521c1a8deaa13,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
aa4910da601cda200083,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
878c6133eed7829ef760,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
410bdaccdb5958120537,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
210bdc9d5feba3cd4188,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
be4cebe2902f6a9c12c3,686b5cac6957de61,avyayibhava,ekapari,indeclinable relation of eka to pari,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
e1be080faf235c2c49d8,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
49b4277280eb7906f41f,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
8364c622a412b5728b68,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
36e7917fd971ee6723dc,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
a7487a0460af855afa36,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
d57f6b8fa87683027596,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
cf751e4454159a395ee6,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
3c47801b4bfdab75e2e6,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
7bab3917b3b3b9c39d10,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
99dc85a266c11f30f439,5f2bc721dc3cf8ec,avyayibhava,pratyagni,indeclinable relation of prati to agni,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
d7b7a3afa442de75080b,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
38ea8bc29ce71407e5f7,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
6d56d26cf3492d96c3d6,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
0594b5297ffe76578167,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
30e41a84dda70f8ed4b7,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
9b36f6010c27a761fd22,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
5039c0f69cb73cc5dd6f,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
01e4d06dbccc5f77f061,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
cb86d8cdc671c9b76b57,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
5f0342631c6b55850da9,c038be6b4166193c,avyayibhava,trimuni,indeclinable relation of tri to muni,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
dd8b179ced5f99382afc,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
0145332bbf8e0b5d8ac6,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
153ce4cc13b48bcb7322,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
cd45bc09491f67a463b5,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
f676f1139b43b2c1b142,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
cfc1e295be2b2942d868,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
c8edb70b25744f00f8a6,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
4e6e0be45d561c69c447,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
63a987d7502d8d49c738,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
57d8bce1118168946586,2b95e5782b6fbd59,avyayibhava,tripari,indeclinable relation of tri to pari,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
9f540f493205fb5f2ca4,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
b3737a1c55e91393b105,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
8c176e178a7e0e481898,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
85db5f9d83857b507fa8,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
b6519d43ceaff96a7f19,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
2a1bef8afe6858dcce9a,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
20c6676bd27d29209219,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
f46456072e9cd937a0d7,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
abe17f4e0d55b1278fb3,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
a6c81e1cd76732a641c9,3115b2b39324cafd,avyayibhava,yAvadamatram,indeclinable relation of yAvat to amatra,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
3955a55667de060e87ac,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
cdadc5d1b0a092c4f90e,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
4d87eb5ec3ad370560f1,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
161df4a7cc32dd18dcab,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
b9141f6fd96112131eea,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
295c3e2ed00ececf3b66,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
394dc82748076cfa9c3b,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
9566dafb42305053fcb1,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
6475eae743c0488bf67b,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
00d2c909b64a4631b85d,aa462d4043085255,avyayibhava,yaTADyApakam,indeclinable relation of yaTA to aDyApaka,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
aba815efd9225fe0bb6e,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,taddhita,state_tva,tva,TasyaBhava,bhava_tva,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
01741bee12fda0eb88a8,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,taddhita,state_tal,tal,TasyaBhava,bhava_tal,the state or defining quality denoted by the compound meaning,5.1.119,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
f4edcc44c796a0b92402,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,taddhita,possession_matup,matup,TadAsyaAstiAsmin,possession,one or that in which the compound referent is present,5.2.94,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
c766d4cf83813c4acdbb,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,taddhita,superlative_tamap,tamap,AtishayanaSuperlative,superlative,the compound meaning understood to the highest degree within the intended comparison,5.3.55,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
caf36ee1b98d59f97e65,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,taddhita,comparative_tarap,tarap,AtishayanaComparative,comparative,the compound meaning understood to a greater degree within the intended comparison,5.3.57,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
02065b6a631a11017ebb,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,namadhatu,self_desire_kyac,kyac,AtmanaIccha,atma_iccha_kyac,desire the compound referent in relation to oneself,3.1.8,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
638685d174bbd3a729ff,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,namadhatu,self_desire_kamyac,kAmyac,AtmanaIccha,atma_iccha_kamyac,desire the compound referent in relation to oneself,3.1.9,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
ea89164831e634237176,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,namadhatu,object_comparison_kyac,kyac,UpamanaKarmaAcara,upamana_karma_acara,treat an object as comparable to the compound referent,3.1.10,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
311a734cfd807ca50382,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,namadhatu,agent_comparison_kyang,kyaN,UpamanaKartrAcara,upamana_kartr_acara,act like the compound referent,3.1.11,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
aec08cf33581982b2eec,400c276336051809,avyayibhava,yaTAvfdDam,indeclinable relation of yaTA to vfdDa,nan,nan_privative,nan,NanPrivative,nan_privative,"the absence, non-occurrence, or negation of the compound meaning",2.2.6;6.3.73;6.3.74,2,"The compound is already a complete avyayibhava indeclinable, not a nominal input in this block."
